isEdited,developerResponse,userName,review,date,title,rating,app_name,app_id
False,,Jay West 22212122,I adore this app. They have great videos to watch to slow your mind and heart rate down. You can add your own personal touch to what background noises are on the video.,2020-05-10 14:30:34,Anxiety Relief,5,sanvello-anxiety-depression,922968861
False,,Giomon808,"I’m alone so when nobody else cares, this app asks me how I’m doing and when I need it it really helps. Thank you. And the questions make me think and stay positive",2020-04-09 06:25:01,Thanks,5,sanvello-anxiety-depression,922968861
False,,Bmeir123,Absolutely wonderful app. Every single exercise and meditation has gotten me through such hardships in my life and has made me look at things so much better. THANK YOU SANVELLO TEAM  AND COMMUNITY!,2021-03-09 23:41:04,This App Saved My Life,5,sanvello-anxiety-depression,922968861
False,,jenenanel11,"This app makes me accountable for my feelings and I can use it any time.  I haven’t upgraded it yet, waiting for a paycheck.  But as far as I can tell this is great",2020-12-23 06:14:03,This is good,5,sanvello-anxiety-depression,922968861
False,,Massive Revolver,This app is really good to help me keep track of positive and negative changes in my mental health. I really like the meditation feature they have.,2020-02-10 14:24:41,Great to keep track of my emotional progress,5,sanvello-anxiety-depression,922968861
False,"{'id': 16834951, 'body': 'Hi! Sanvello uses weekly assessments within the app to help users measure their progress. These are clinical assessments that have not been modified by us, so the language can be stark. We completely understand where you are coming from, and will take your feedback to the team.', 'modified': '2020-07-23T14:49:40Z'}",confusednotcrazy,"The app sounded great when recommended by our company as a way to cope and stay focused through the pandemic.  I love meditation, so I thought this would be great! The problem is, the app keeps asking me the strangest questions about how I am dealing with my illness and behavioral health issues. Like, what!?  I’m a healthy, happy woman who loves yoga and mindfulness.  Since when did that qualify me as ill?",2020-06-13 21:04:31,This app is so crazy!,1,sanvello-anxiety-depression,922968861
False,,Sandra Christin 1953,I’m hopeful to reach goals I’ve set for myself and find the right path to it and not let my health issues block me,2021-06-25 18:32:22,Want to treat myself better,5,sanvello-anxiety-depression,922968861
False,,♡︎ ellie ♡︎,"I love this app, I always look forward to filling out the everyday form! It makes me feel accomplished. It has also helped my self confidence and self esteem a lot!",2021-02-02 21:11:37,Awesome app :),5,sanvello-anxiety-depression,922968861
False,"{'id': 18201466, 'body': '🙌 Very useful review!  Thank you. ', 'modified': '2020-09-30T16:58:25Z'}",Notreallyareviewwriter,I’ve only been using for 3 days but I find the ability to address negative thoughts and ways of thinking great.,2020-09-29 12:42:19,Very useful tool,5,sanvello-anxiety-depression,922968861
False,,spham14,"I don’t think of my self as super anxious or depressed, but I love that this app helps me monitor and think about that. It can be easy for me to get into a rut and ignore my mental health. Fortunately, this app checks in with me :)",2021-03-25 02:02:54,Cool App,5,sanvello-anxiety-depression,922968861
False,"{'id': 22200226, 'body': 'Thank you for your feedback, we apologize that the scoring metrics for the weekly assessments were not helpful for you. I will share this feedback with our product team for them to look into further. Please contact us at info@sanvello.com if you have any other recommendations on how we can improve.', 'modified': '2021-04-12T19:27:51Z'}",75748291,"Being primed for achievement-centered thinking since I was a small child is probably part of why I have anxiety in the first place. As a result, I found the scored assessments very triggering. I know that I’m depressed and have low resilience — but seeing it as a numeric score on an app I’m using to feel better was not helpful for me.",2021-04-09 12:29:32,The scoring is upsetting,2,sanvello-anxiety-depression,922968861
False,,preeti tibrewala,I was very anxious few days ago. This app helped me navigate my low feelings and turn them into positive feelings. I’m so happy I have this a try.,2020-04-22 23:51:10,Amazing advice in the app,5,sanvello-anxiety-depression,922968861
False,"{'id': 13696647, 'body': 'Thank you for taking the time to write this review. We are truly honored you have chosen Sanvello. Please do not hesitate to reach out to us at info@sanvello.com if you ever have any questions. Have a great day!', 'modified': '2020-02-25T15:43:09Z'}",Maggot #1414,Im normally doubtful about trusting an app with helping with my depression but it helps me communicate with my wife like i could never do on my own and the meditation really helped me,2020-02-25 02:19:23,Im a doubtful person,5,sanvello-anxiety-depression,922968861
False,"{'id': 13162362, 'body': ""Thank you for your 5-star review! We are grateful you love that it is easy to use the app. If you have any questions or additional feedback please don't hesitate to reach out to us at info@sanvello.com. Have a great day!"", 'modified': '2020-01-28T15:24:35Z'}",Barlito95,What I love about this app is how easy it is to use. The tools I want to use are all there and clear and I don’t get lost tapping screens.,2020-01-27 22:07:25,Very sleek and amazing interface,5,sanvello-anxiety-depression,922968861
False,,fun about this app,I have been using Sanvello for a few months now and it helped me a lot with my depression and anxiety so I recommend downloading this app :),2021-01-19 17:02:10,Download this app :),5,sanvello-anxiety-depression,922968861
False,,x Rachel Rae x,"My mental health has always been rocky but I feel like I’ve been losing my mind, locked away like an animal. Thank you.",2020-04-03 04:27:34,Thank you for the free premium during the CORVID crisis.,5,sanvello-anxiety-depression,922968861
False,,"USAF pilot, Steve","Looking forward to the days activities and opportunities.
In fact, I m already feeling a bit better by just being",2020-07-24 18:00:06,thankful for Mary is trying to help me do!.,4,sanvello-anxiety-depression,922968861
False,,suziev23,I  having a hard time with the app. It doesn’t seem to have explanations of how to use it properly. I would like to utilize all its features but I can not figure it out. Is there any instructions?,2020-05-01 20:28:53,I’m sure how to utilize all it’s features,3,sanvello-anxiety-depression,922968861
False,"{'id': 18651713, 'body': 'Great review!  Thank you.😃', 'modified': '2020-10-22T21:58:12Z'}",O really now,"i really like this app so far. it can help with mental health if you are going through stuff, or just need to get your things in order! great app!",2020-10-18 23:32:16,Great!,5,sanvello-anxiety-depression,922968861
True,"{'id': 19252597, 'body': 'Thank you for the feedback, we are sorry that it was not the experience you were looking for. The good news is that we are currently working on updates and a web release that will address some of these concerns, and that should be announced very soon! ', 'modified': '2020-11-20T21:20:46Z'}",budm108,"Simply put, this app will increase anxiety and depression - not reduce it. Customer Service is horrible and fees are very high for telehealth. They never provided me the promised psychiatrist, charged me for sessions I never had, and there technology is loaded with bugs. Too many other helpful options than dealing with this money-hungry corporation who cheat their clients.",2021-03-11 18:17:32,Fast food of mental health,1,sanvello-anxiety-depression,922968861
False,,Heduhh,This app helps me when nothing else can. I am so thankful I found this and so happy that premium is free because of covid right now.,2020-07-04 19:54:11,My go to,5,sanvello-anxiety-depression,922968861
False,,hog dad,"For someone who has worked on their mental health a long time, this app is perfect as a middle ground between therapy and having no professional support.",2020-06-30 03:43:14,Life saver,5,sanvello-anxiety-depression,922968861
False,,RoseandKellie,"This app is beautiful.
I love that it gives articles, you can chat in communities  and you can check in to monitor your feelings and so much more! Love it!",2020-06-06 03:36:53,Utopia,5,sanvello-anxiety-depression,922968861
False,,Jdjdbdbdudxnxndndnnd,Only two days in and already feel so much more relaxed as I have so much stress and depression. Highly recommend,2021-05-22 15:13:18,Amazing,5,sanvello-anxiety-depression,922968861
False,,keylan7,"Love it so far, been using it just today and already can see it becoming a part of my daily life.",2020-06-08 21:40:12,Great first impression,5,sanvello-anxiety-depression,922968861
False,"{'id': 19759763, 'body': 'Hi there, thank you for your review. We apologize that you are having trouble setting up your insurance for a telehealth visit, please do contact us at info@sanvello.com so we can look into this for you!', 'modified': '2020-12-14T19:23:18Z'}",Mtee23,It asked for all my insurance details to request a therapy appointment but doesn’t load the list of therapists even after I removed all filters,2020-12-12 13:15:07,Great but I’m concerned it doesn’t update,4,sanvello-anxiety-depression,922968861
False,,realreview1010,The app helps me relax and take control of my anxiety. I have noticed a difference in the few days I I have used the app.,2021-03-05 17:16:31,Helps A Lot,5,sanvello-anxiety-depression,922968861
False,,Marie_sol,It hasn’t been a week since I started using the Sanvello App.  I absolutely love it!  I feel better about myself and enthusiastic about using the app.  THANK YOU SANVELLO!,2020-04-26 04:07:04,Life Changing App,5,sanvello-anxiety-depression,922968861
False,,MorSun1031,"It taught me a lot of things and how to overcome, most of my issues. Still working to improve them. I",2020-03-29 02:30:01,Excellent app. You won’t regretted,5,sanvello-anxiety-depression,922968861
False,,JazzyFrazz,Everything is great. Only ask is that you can go back during a journey to reread the info.,2020-12-25 16:02:49,Well laid out app,5,sanvello-anxiety-depression,922968861
False,,Pocky hen,"My current therapist recommended this app. It provides a structure and clear plan to helping you become more mindful, happy, and present.",2020-08-03 22:14:53,Therapeutic and Helpful,5,sanvello-anxiety-depression,922968861
False,,zainabmaliki,"The app was great as it is. I never had premium and now with COVID, the app providing premium for FREE is beyond me. I’m so thankful! You are all doing a phenomenal job with the creation of this app. Thank you so much!",2020-06-22 18:12:17,Free Premium,5,sanvello-anxiety-depression,922968861
False,"{'id': 22287715, 'body': ""Thanks for your review, we really appreciate your kind words and we're so glad to hear that Sanvello has been beneficial in handling your depression! Please contact us at info@sanvello.com if you ever have any questions or feedback on how we can improve even more going forward."", 'modified': '2021-04-16T15:31:52Z'}","Hello, peoples!",Sanvello is absolutely wonderful. I would definitely recommend. Sanvello has really helped my depression and I feel like I have someone.,2021-04-12 17:52:45,Sanvello,5,sanvello-anxiety-depression,922968861
False,"{'id': 18651630, 'body': 'Thank you for your ⭐⭐⭐⭐⭐review. We are happy to be a part of your journey. ', 'modified': '2020-10-22T21:50:32Z'}",cat and dog player,Honestly the everyone in the community chats are so kind I have bad anxiety and everyone on the app helps me with it a lot I highly suggest downloading,2020-10-12 03:45:56,Amazing app!,5,sanvello-anxiety-depression,922968861
False,"{'id': 22269456, 'body': 'Coaching is currently offered in the United States, however, our Guided Journeys and self-help resources are available to everyone! Please check out the robust selection of tools, meditations, and content in the app. We can be reached at info@sanvello.com if you have any questions about these features, or feedback.', 'modified': '2021-04-15T21:05:49Z'}",Kikoface123,It seems that because coaching is not available in my area a large part of the application is not relevant,2021-04-05 05:30:57,Coaching doesn’t work in my area,4,sanvello-anxiety-depression,922968861
False,,ehsjfjfhsus,Customizable with coaching and community available if/when you need them.,2020-02-11 12:32:33,Useful Tools,5,sanvello-anxiety-depression,922968861
False,"{'id': 16963752, 'body': 'Thank you for the feedback!  Our team is taking notes. ', 'modified': '2020-07-29T21:51:23Z'}",cris🤙,"I love using the app, but I think it would be better if you allowed the users to be able to have more then just 3 assessments.",2020-07-26 03:30:03,Suggestion,4,sanvello-anxiety-depression,922968861
False,,1234567890qwertyfan,I’ve only used it for  like an hour but I already really like it. I don’t have premium but it is still great,2021-01-29 18:00:08,Great,5,sanvello-anxiety-depression,922968861
False,,frilic,"Keeps getting stuck, some videos have issues playing with sound. Content is good though. I had to restart it multiple times.",2020-07-24 12:49:45,The App is very glitchy,3,sanvello-anxiety-depression,922968861
False,,mac_geek50,The app it’s great it guides you and makes you feel at relax and more concentrated. Once in a while you find glitches not a big deal...,2020-04-21 13:34:54,"Great app, but little glitchy",4,sanvello-anxiety-depression,922968861
False,,Braingametryer,"So far it’s been pretty good for me. It’s a place to go to find relaxation and clarity of mind. The meditations have been pleasant and effective. Am pretty new to it, like a couple of weeks, but it has helped.",2020-04-15 19:33:46,Supplemental Health Aid,4,sanvello-anxiety-depression,922968861
False,,IsaySoFirstBorn,Thoughts are just thoughts and we don’t have to get attached to them was just one example of a simple insight gained from this app.,2020-06-26 12:52:18,Thoughts are just thoughts,5,sanvello-anxiety-depression,922968861
False,,Nickironii,Relaxed me with first experience after a harsh breakup. Would recommend to my younger self!,2021-04-02 05:33:44,"Best free service so far, would recommend",5,sanvello-anxiety-depression,922968861
False,,feco#5,"This app is going to get me though COVID-19 I’ve been on it for a couple days but I feel 
Better some. Your not alone here.",2021-02-28 03:46:44,Depression,5,sanvello-anxiety-depression,922968861
False,,Dgirlunderurbed,i feel,2020-05-22 08:16:50,Great job i feel like i’m finally getting over my mental health thank you so so much for this app,5,sanvello-anxiety-depression,922968861
False,"{'id': 17406523, 'body': 'That is strange!  We would love to help.  Please contact us at info@sanvello.com for assistance.  (Also,  please make sure you have the latest iOS version on your iPad.)  😊  ', 'modified': '2020-08-20T22:17:04Z'}",Lilac Mess,I’ve had this app for 5 minutes and keep getting error messages when trying to take the weekly survey and the iPad version doesn’t rotate to landscape view. Wow. What a poorly designed app. I can’t even speak to the services because I can’t even get it the app to work properly.,2020-08-18 20:56:21,Glitchy. No landscape view.,1,sanvello-anxiety-depression,922968861
False,"{'id': 13230087, 'body': 'Wow! Thank you for taking time to provide feedback with just your initial usage. We really appreciate it. We are thankful you find it very helpful so far too. If you ever have any questions, please reach out to us at: info@sanvello.com. Thank you! ', 'modified': '2020-01-31T22:47:51Z'}",Rosie6345,"I’ve only just recently started using this, but find it very helpful so far.",2020-01-31 16:13:33,Very enjoyable and helpful!,5,sanvello-anxiety-depression,922968861
False,,Sbakon,I like that the app asks me how I’m feeling and gives me the opportunity to check in. But the videos rarely play correctly. And it’s a bit unclear what I am supposed to be doing,2020-04-15 13:18:32,"Great for logging, but videos don’t work",3,sanvello-anxiety-depression,922968861
False,,neptune 8,I have only been using this app a couple days and it’s helped me deescalate from panic attacks.,2020-12-11 01:40:15,10/10,5,sanvello-anxiety-depression,922968861
False,"{'id': 23204200, 'body': 'At Sanvello we really believe in the right level of care at the right time. If we find that a client would benefit from services outside our scope of practice, we communicate our recommendations and discontinue services. We do apologize for these sometimes unexpected and abrupt changes. 📌Based upon your feedback, our team will certainly examine ways to improve the transition process moving forward. Thank you for sharing your thoughts.  Please email us at info@sanvello.com if you have additional questions or if you would like to discuss this situation in more detail.', 'modified': '2021-06-04T18:59:31Z'}",BAD45ACP,My employer pays for this service. I just had them pause my coaching and completely turn it off in the app without telling me. I had to email them to find out. They said they were pausing coaching while I sought treatment. It’s ridiculous to think I can’t manage both.,2021-06-03 01:08:07,It’s like chat bots,1,sanvello-anxiety-depression,922968861
False,"{'id': 22539803, 'body': ""We're so glad to hear Sanvello is helping to make you more aware of your emotions!😃 If you ever have any feedback or questions about those features, or the app itself, please reach out to us at info@sanvello.com."", 'modified': '2021-04-29T18:21:28Z'}",Gkthrock,This app asks me how I am doing several times a day which makes me aware of how I am dkoand can then hang onto the feeling or change it. Lots of good features.,2021-04-26 01:35:58,Good reminder,4,sanvello-anxiety-depression,922968861
False,"{'id': 19860457, 'body': 'Hi there, thank you for your review! We appreciate the feedback, however there actually is a ""Journal"" feature within the app! Please do contact us at info@sanvello.com and we can walk you through the process of accessing that feature.', 'modified': '2020-12-18T17:59:33Z'}",TJ_24E,I like the app I just wish there was like a place to vent like a journal and i dont like how you have to like pay or sign up for stuff and there should be games.,2020-12-17 04:35:18,Review,4,sanvello-anxiety-depression,922968861
False,,breanna faye,This app is so helpful when my depression sets in. It has some good tips and techniques to use if you are very anxious like me. This app really works!!❤️❤️,2020-12-02 13:11:45,Review,5,sanvello-anxiety-depression,922968861
False,"{'id': 18651643, 'body': '😎  Thank you for your review. ', 'modified': '2020-10-22T21:51:31Z'}",Seacdk,Sanvello provides easy and practical steps that make a difference,2020-10-12 13:27:43,"Easy, practical steps",5,sanvello-anxiety-depression,922968861
False,,Kupborgdebos,This app has helped me so much with anxiety and it has no cost I love it so much and I highly recommend it to anyone 13 and older,2020-03-28 13:17:02,Awesome,5,sanvello-anxiety-depression,922968861
False,,Blakester71,This app has a great layout and makes it easy to get into small and simple steps to improve your mental wellness,2021-05-25 03:26:15,Great Mental Wellness App,5,sanvello-anxiety-depression,922968861
False,"{'id': 18357243, 'body': 'Thank you for your ⭐⭐⭐⭐⭐review.   If you have suggestions for how we can improve, please reach out to info@sanvello.com', 'modified': '2020-10-08T19:06:27Z'}",Lthompson101,I’ve been going through a lot and this app has a lot of tools to help me get through the tough times,2020-10-03 20:38:29,Best Therapy Ever,5,sanvello-anxiety-depression,922968861
False,"{'id': 19153527, 'body': 'Thank you for your feedback. I will make sure our product team is aware of this request.  As a mental health app, we are always looking for ways to improve accessibility and reduce barriers to treatment. If changing the view improves your experience, we want to know.  😉', 'modified': '2020-11-17T05:29:22Z'}",bja2008,I would use this app more consistently if I could turn my iPad to the side so I can use my external keyboard. It’s a small thing that would make a huge difference to me.,2020-11-06 06:59:55,Difficult to use with iPad,3,sanvello-anxiety-depression,922968861
False,,Jack DeVille,It’s a solid app for tracking your life.,2020-05-11 04:37:46,Well designed and easy to use,5,sanvello-anxiety-depression,922968861
False,,Donald trumpp,The sad thing is they don’t take my insurance.,2020-12-23 08:18:58,This seems like it would help a lot.,5,sanvello-anxiety-depression,922968861
False,"{'id': 22104829, 'body': 'Thanks for your review, we are thrilled to hear that Sanvello has been a helpful tool in reducing your anxiety! Please send us an email at info@sanvello.com if you ever have any questions or recommendations for Sanvello moving forward.', 'modified': '2021-04-07T16:29:02Z'}",Cheshirecat_83,It’s helped me calm and focus on noticing my anxiety and how to eliminate the feeling of being anxious all the time ☺️,2021-04-05 05:25:47,This is one of the best apps I’ve ever downloaded,5,sanvello-anxiety-depression,922968861
False,"{'id': 23028349, 'body': 'Thanks for your review, we apologize that the self-care tools, Guided Journeys, and therapist selection were not able to provide what you were looking for. Our tools, Journeys, and therapy sessions are based on the principals of Cognitive Behavioral Therapy and are clinically proven to be effective in dealing with depression, anxiety, and stress. Please contact us at info@sanvello.com if you have any additional questions or feedback.', 'modified': '2021-05-26T16:31:41Z'}",dispcuuwnwnf,"Underwhelming, non-accommodating, focusing on extrapolating mental health based on reductive questions a la Meyers-Briggs, or presenting conventional narratives about popular mental health diagnoses (encouraging false positives, an endemic problem in this supposedly science-based space.) Dismal selection of therapists that schedule you weeks out (not close to “on demand” as they purport.) Waste of time and money, and I got this app for free.",2021-05-24 14:31:41,An app for fueling neurosis,1,sanvello-anxiety-depression,922968861
False,,TeganRileyDrawzz,I love this app it really is amazing it has all the thing to make my mental Heath on the right level and I can talk to people anomalously about my feelings.❤️😄,2021-03-31 14:20:18,Best mental Heath app ever,5,sanvello-anxiety-depression,922968861
False,"{'id': 20411203, 'body': 'Thank you for the review, we are happy to hear that Sanvello has been helpful in handling your stress!😊 Please do contact us at info@sanvello.com if you ever have any questions or feedback on how we can improve your experience even more!', 'modified': '2021-01-14T20:29:16Z'}",MJ_30985,I feel amazing after just a week. Definitely recommend if stressed out.👍👍👍,2021-01-13 15:22:54,Amazing app,5,sanvello-anxiety-depression,922968861
False,"{'id': 17897200, 'body': 'Thank  you for your ⭐⭐⭐⭐⭐ review! ', 'modified': '2020-09-15T20:33:49Z'}",Kliopuuus,This was recommended to me on The Patreon site for Cimorelli and I just started using this app but I already love it!! Check it out 😊,2020-09-13 05:11:11,New User Love This App!!,5,sanvello-anxiety-depression,922968861
False,,VKGA73,I have been using this app for a week. It already helps me feel more calm. I struggle with anxiety and depression. I find this program helps me🌞,2020-12-23 14:10:49,Thank you,4,sanvello-anxiety-depression,922968861
False,"{'id': 17897210, 'body': '#worthIt.  Thank you for your review.', 'modified': '2020-09-15T20:34:31Z'}",Jetrunner007,Was looking for an app around CBT and found this. There’s a ton of value even in the free version. Worth downloading for sure.,2020-09-12 17:14:19,Really great app,5,sanvello-anxiety-depression,922968861
False,,CommonSenseduhh,"I haven’t been on this app long ,using it really truly help me w/ the “heavy” weigh on my shoulders, it helps in so many different ways I can’t even begin to explain.",2020-04-29 05:25:20,Sanvello,4,sanvello-anxiety-depression,922968861
False,"{'id': 13088160, 'body': 'Hi there, thank you for your review! We are honored you have chosen Sanvello. We hope to continue to make it a wonderful experience. Please do not hesitate to reach out to our info@sanvello.com with additional questions or comments you may have. Thank you!', 'modified': '2020-01-23T20:46:51Z'}",claypruzinsky,"There is so much help here, so much going on with this app. What a wonderful experience it has been and will continue to be.",2020-01-23 13:08:50,Wow! So diverse!,5,sanvello-anxiety-depression,922968861
False,,Pesnutt,Very helpful and informative! I really appreciate this type of service!,2020-06-14 07:06:26,Rate your service,5,sanvello-anxiety-depression,922968861
False,,JayTowerz74,This app is great in every aspect. Honestly makes you feel like you have a friend.,2021-06-19 19:31:35,Amazing,5,sanvello-anxiety-depression,922968861
False,,notanoodle,This app really helps me wind down I feel like I can be open and feel safe on here,2020-11-19 03:54:59,Very helpful,5,sanvello-anxiety-depression,922968861
False,,mamabearmcln,"Love that the app bases its approach on CBT therapy, and is an amazing tool to use in sync with my ongoing psychotherapy.",2020-11-08 19:13:04,Great support after having been in therapy for years even!,5,sanvello-anxiety-depression,922968861
False,"{'id': 17767395, 'body': 'FABULOUS TESTIMONIAL!  Thank you. ', 'modified': '2020-09-08T22:45:43Z'}",FatJon915,I am a therapist as well as someone who struggles with anxiety. This is a great and useful app that I recommended to many clients. Thank you for developing it!,2020-09-02 13:55:11,Great tools for mental wellness!,5,sanvello-anxiety-depression,922968861
False,"{'id': 13564149, 'body': 'Thank you for taking the time to write this review! If you ever have any questions, please feel free to reach out to us at info@sanvello.com. Have a great day!', 'modified': '2020-02-18T16:41:51Z'}",Gamerdude445,Non biased or judge mental- better than going to many professionals- real tools you can use.,2020-02-18 00:53:59,Helpful,5,sanvello-anxiety-depression,922968861
False,,Savvy385,I love this app! Really helps me track my mood and gives me a great community! I would totally recommend it!,2020-01-23 03:30:07,Love it,5,sanvello-anxiety-depression,922968861
False,"{'id': 13082849, 'body': 'We are sorry you are unable to fully utilize the app after multiple attempts. If you can reach out to us at info@sanvello.com we can look into this further for you.', 'modified': '2020-01-23T14:45:07Z'}",cspie1077,"My employer covers this through our insurance. However, I’ve tried a dozen times and it does not work. Disappointed to not get the full experience.",2020-01-23 03:59:05,Good but the insurance issue,3,sanvello-anxiety-depression,922968861
False,,Eh42,I find this app to be very helpful in giving me tools that I can use on a daily basis.,2021-04-02 22:13:38,Very helpful,5,sanvello-anxiety-depression,922968861
False,,whoopsidk,"This app has helped me with my anxiety a lot. And if you have depression anxiety, Etc this is the app for you.",2020-08-06 01:25:26,This helped me so much,5,sanvello-anxiety-depression,922968861
False,,MJax69,I appreciate the reminder to reflect on things to make my life better and more rewarding,2020-05-14 02:42:53,Reflection,5,sanvello-anxiety-depression,922968861
False,"{'id': 15085413, 'body': ""Hi, have you tried ensuring that your phone is not in silent mode for the video audio? We've seen this a few times and this has been the problem in each case so far.\n\nAs for the bugs, we are regularly releasing fixes and try to make sure everything is working as best as possible. Could you let us know what you're seeing at info@sanvello.com and we'll look into it?"", 'modified': '2020-05-04T16:21:44Z'}",pandamayeux,"I love this app for all of its features. Works wonderfully but the app is super buggy. Randomly crashes, videos won’t play audio and will then close out.",2020-04-27 16:48:16,Amazing but buggy,3,sanvello-anxiety-depression,922968861
False,"{'id': 18651709, 'body': '😍 ""Progress"", ""Confidence"", ""Love"" --   Great words for a mental health app review.  Thank you!', 'modified': '2020-10-22T21:57:28Z'}",Yo.owl22,This mediation app involves progress and confidence I use this app almost every day and track my mood and do guided meditation I love this app,2020-10-18 17:51:30,Sanvello meditation app,5,sanvello-anxiety-depression,922968861
False,"{'id': 18357307, 'body': 'We are thrilled that you find the app helpful!  We want everyone feeling better. ', 'modified': '2020-10-08T19:10:15Z'}",sharon🧍🏽‍♀️,I think this app is very helpful lol. I feel like im venting to someone since i dont have anyone to go to for my problems lol.🧍🏽‍♀️,2020-10-05 19:34:36,review ✔️,5,sanvello-anxiety-depression,922968861
False,"{'id': 17767414, 'body': 'Thank you!  We are proud of the work we are doing and it is wonderful to know that it resonates with so many people. ', 'modified': '2020-09-08T22:48:32Z'}",dvhdrujhfrghjbfd,It is very good It helps you with what you are going through and calmed you down q,2020-08-31 12:07:47,Things it is good for,5,sanvello-anxiety-depression,922968861
False,,whatdouwantfromme2,It’s really helped me but idk when what I’m gonna do when they stop with the free premium,2020-06-25 18:51:14,So useful,5,sanvello-anxiety-depression,922968861
False,,Mrs. Allivato,This app helped me thru a really hard time of severe anxiety and also helps maintain my mental health currently. Thank you so much,2020-06-16 03:34:44,Lots of help!,5,sanvello-anxiety-depression,922968861
False,,kobe090909,Don’t hesitate to download this app! It has helped me tremendously with my anxiety. I feel so much more confident,2021-05-14 06:19:56,Life changing,5,sanvello-anxiety-depression,922968861
False,,Cassjellis,I love this app so much. It makes me focus on what I am feeling and how to help myself feel better,2020-12-12 02:57:48,Amazing,5,sanvello-anxiety-depression,922968861
False,"{'id': 20411183, 'body': 'Thank you for your review, we are glad you are enjoying Sanvello! I will share your feedback about the length of sleep meditations with our product team for them to consider in future releases of the app. In the meantime, please do email us at info@sanvello.com if you ever have any questions or additional feedback!😊', 'modified': '2021-01-14T20:27:17Z'}",Melanthica,I really enjoy the meditation and I wish the sleep ones were longer. However I like the check ins and guided meditations.,2021-01-13 14:28:42,Great app,4,sanvello-anxiety-depression,922968861
False,,McCecelia,This was a good meditation for me. It made me pinpoint some of my feelings that I wasn’t aware that I had. I will listen again tomorrow. Thanks so much. Sissy,2020-02-14 05:38:40,Defusing anger,5,sanvello-anxiety-depression,922968861
False,"{'id': 12689500, 'body': 'Hi there, thank you for your comments! We hope the app continues to help you. Please do not hesitate to reach out to our info@sanvello.com with additional questions or comments you may have. Thank you!', 'modified': '2020-01-02T15:01:08Z'}",bdicxh,This app is amazing so far I would recommend this to anyone who has anxiety. The app is helping me and I am very proud of myself I would TOTALLY RECOMMEND 👌🏼,2020-01-01 10:53:28,UNBELIEVABLE,5,sanvello-anxiety-depression,922968861
False,,jisoo_rabbit,This apps has gotten me interested in journaling about my feelings not just in the app but on paper.,2021-05-22 12:58:35,Love it,5,sanvello-anxiety-depression,922968861
False,,drzryvibycy,This helped me so much on the way I feel and I will continue to use it .!,2021-03-31 00:10:38,Great!,5,sanvello-anxiety-depression,922968861
False,,Jack050525,John green has done it again! Helping people in need in ways we didn’t even know existed! Garden Marcus is awsome too!,2021-03-15 15:39:56,Awsome,5,sanvello-anxiety-depression,922968861
False,,Die Hard Dan,The free Sanvello App has helped my clinical depression so much! I hope it helps you as much as it has helped me.,2021-02-01 22:08:03,Helped my clinical depression,5,sanvello-anxiety-depression,922968861
False,"{'id': 16836897, 'body': 'Hi there! These crashes were related to the Facebook SDK issue that caused many iOS apps to crash. It has since been resolved by Facebook, and Sanvello has resumed working normally.', 'modified': '2020-07-23T17:52:26Z'}",solsgehwudibe,The app won’t open any longer.,2020-07-10 11:10:42,No longer opens,5,sanvello-anxiety-depression,922968861
False,"{'id': 17106145, 'body': 'Thank you for your feedback. The protection and security of your personal health information is our priority. Given this, two additional steps are required for those accounts that have sponsorship or have utilized specialized services. These steps ensure that Sanvello is HIPAA compliant. Once those steps are completed, the account and ALL the associated data are deleted. To take the steps to delete your account, please reach out to info@sanvello.com and we would be happy to assist. ', 'modified': '2020-08-05T20:53:29Z'}",Impossible to Delete,"“Impossible to delete “ is the last thing I want associated with an app with personal info....  I would NOT recommend this app, but if you are going to use it, be ready for all of your info to ... exist forever I guess? Or have them lose it?",2020-08-04 23:07:51,Impossible to delete,1,sanvello-anxiety-depression,922968861
False,"{'id': 14144277, 'body': 'You are so very welcome! Thank you for being a part of this community. Remember, alone we are strong, but together we are Sanvello Strong. Never hesitate to shoot us a note at: info@sanvello.com. All the best, your Sanvello Team.', 'modified': '2020-03-20T14:39:12Z'}",Lanibelle310,They are giving free access to premium during this vivid out break. What an amazing thing to do.,2020-03-20 01:50:28,Awesome app,5,sanvello-anxiety-depression,922968861
False,"{'id': 15085298, 'body': 'Hi, we absolutely understand, which is why we\'re a little confused as well. Could you let us know where you see references to ""illness"" or ""issues?"" We actually put in a lot of effort to avoid being judgmental. And you are correct, the app is not a therapist, nor do we try to be. The weekly assessments are intended to help you understand how you\'re progressing in your mental health journey, as opposed to applying a label. We certainly don\'t make any attempts to diagnose mental health issues, just to help people manage their stress, anxiety, or depression.', 'modified': '2020-05-04T16:15:27Z'}",KJZeppelin,"I really don’t like that this app labels me as having an “illness” and “behavioral health issues”. This app is not a therapist. I just want to help track my emotions, not be asked degrading questions when it does not even truly know me.",2020-04-28 13:35:44,Annoyed with wording,2,sanvello-anxiety-depression,922968861
