title,userName,date,review,rating,isEdited,app_name,app_id,developerResponse
Changing my life,1Jae*,2021-03-03 13:44:53,"I never meditated before so I downloaded this app to learn as a first-timer. I must say Insight Timer is my go to daily. It is changing my life for the better. It’s so rich and captivating, I look forward to meditation! Thank you",5,False,insight-timer-meditation-app,337472899,
Please fix the link sharing,Bear and Bunny,2021-03-14 06:03:05,The app is great but there is a big issue with sending links to friends from the app! The links are incredibly long and can't be opened by the other parties. I always have to do screenshot of the app when I want to share a meditation or course with others because the link sharing is completely broken. Thanks,2,False,insight-timer-meditation-app,337472899,"{'id': 23119617, 'body': ""Thank you for your feedback. We apologize that we did not satisfy your expectations. We strive to provide the best experience and your happiness is our number one priority.\xa0We'd really like to get some more specific details and be able to update you directly as we fix it so if you would be so kind as to give us your details in the form below it would be of great help. Just copy the text below and paste it into a new tab in your browser. http://insight-timer.freshdesk.com/support/canned_forms/7a50bdaeb7e264f1ade059734b513741"", 'modified': '2021-06-01T06:13:07Z'}"
All time Favorite 🤗,Wahine surfer,2021-01-07 17:41:32,"This is my all time favorite to come to when in need of relaxation . Or when I need a up lifting in my day. 
So many wonderful teachers and musicians make up test site to help us along our way.☺️",5,False,insight-timer-meditation-app,337472899,
Best meditation app...,lriklin,2020-12-23 14:20:49,..and I’ve used a lot! As an avid meditator I’ve been continuously impressed at the evolution of this app over the years! Y’all are killing it and a shout out to the undoubtedly amazing ux folks over on your team... y’all are rockstars amazing work!,5,False,insight-timer-meditation-app,337472899,
Keeps me Faithful,PJ Spur,2020-11-14 12:44:37,"I love this app. Every morning, I grab my headphones and sit in my favorite cozy leather chair and meditate. I love seeing the number of consecutive days pop up when I’m finished. More than that, I love the calm foundation I am building for my life.  Thank you!",5,False,insight-timer-meditation-app,337472899,
Insight Timer,GoBlue-RGS,2020-11-13 18:33:59,"I have had many challenges in last 3 years: job loss, death of beloved family and friends, major health challenges, pandemic. Insight timer has been a refuge and an incredible resource throughout.",5,False,insight-timer-meditation-app,337472899,
I Highly recommend this app!,Hummingbird Enlightenment,2020-10-18 01:48:14,"I use this app at least once a day, it is a great tool. Allow yourself to take time out of your day for you! Everyone you interact with will benefit, especially you.
Francesca",5,False,insight-timer-meditation-app,337472899,
Awesome and much needed resource.,D?..,2020-08-01 19:47:53,My kid loved this and I was shocked! She’s only 4 so to see that she enjoyed listening was amazing. To hear her repeat the I AM phrases was overwhelming for me. I love that there are a range of durations and filtering options. I am a beginner in meditation and this is a really good resource.,5,False,insight-timer-meditation-app,337472899,
Most amazing resource,Metzsciver,2020-06-16 13:35:55,I love Insight Timer. It provides so many choices that fit my schedule and state of mind. Everyday there is something different that I need and I have such a wide variety of meditations to choose from.,5,False,insight-timer-meditation-app,337472899,
Just right,Pro Thunder,2020-05-26 13:01:21,"I’ve been using this app for years now. It’s the perfect blend of community, support, resource, and functionality. I enjoy holding myself accountable to my meditation statistics and realizing there are so many more on the path is inspiring.",5,False,insight-timer-meditation-app,337472899,
Fantastic time for meditation!,maggflan55,2020-03-04 13:04:25,I am so excited to go see you again and again and again after breakfast every morning! Thank you very much for everything you do for me!,5,False,insight-timer-meditation-app,337472899,
Great timer,mmmfffwww,2021-04-22 12:49:07,"Timer can be customized with pleasant sounds to bring you into and out of meditation and keep and help make it consistent. I haven’t used the other features, but there are many.",5,False,insight-timer-meditation-app,337472899,
All I wanted was a meditation timer... & wow!,Ahdt124,2021-04-14 13:15:33,"All I wanted was a meditation timer and wow, I got so much more than I was expecting. Much gratitude for the free lessons and to dive deeper is definitely worth the annual cost. 

Thank you for the golden road to the journey of health & healing 🙏🏽 The education here is priceless.",5,False,insight-timer-meditation-app,337472899,
"Best App for meditation, sleep, yoga, grounding",Love Earthlink,2021-02-23 18:40:16,Love it!!! I have been using it for 4 years and have change my life. I recommend it to everyone I know. Especially the ones going through hard times.,5,False,insight-timer-meditation-app,337472899,
Such gratitude for Insight Timer,Mojoman111,2021-01-31 15:34:10,"Insight Timer has gifted me so much as it offers teachings from the most profound and wise humans of our times.  I am able to be on a healing path, a loving space, and moving towards wholeness as a result of the teachings shared.  Deep Bow of Gratitude....Thank you!",5,False,insight-timer-meditation-app,337472899,
Best Meditation App,Strongflower,2021-01-05 14:12:24,Insight Timer’s diversity and wide range of meditation offerings make it the best meditation app hands down! I have used several others and therefore believe myself an authority on the matter😍. It is the app I exclusively recommend to others.,5,False,insight-timer-meditation-app,337472899,
"Easy, Intuitive, Incredible Content and Features",Thrash McNasty1,2020-12-09 14:22:02,"This app is just the pinnacle of meditation/wellness apps. From the gamification of the milestones, to the community, to the range of content, it’s you’re one stop shop for a more enlightened life.",5,False,insight-timer-meditation-app,337472899,
My Favorite App!!,A.Janell,2020-11-27 17:38:58,"I have been using this app for several years and I continue to love it more and more! There are thousands of meditations, talks, courses that are free and with a variety that there’s something for everyone ❤️",5,False,insight-timer-meditation-app,337472899,
Underrated meditation app - and my favorite!,aahscribe,2020-11-05 11:39:39,"the past two years. I tried other meditation apps first and since, but found Insight Timer has so much more to offer (and adds more every week.)",5,False,insight-timer-meditation-app,337472899,
Best app,Atlactr,2020-10-20 14:28:06,I’ve used Insight Time daily for over 2 years and it has transformed my life. I do a course every day and also guided and/or unguided meditations. I recommend this app for getting and keeping your life on a positive course.,5,False,insight-timer-meditation-app,337472899,
the best!,Ed-sea,2020-08-26 04:44:08,"Excellent. Clear interface, tons of content, customization options, offers milestones and options for community but doesn’t baby you like other meditation apps.",5,False,insight-timer-meditation-app,337472899,
Love it,Rosabloom,2020-08-05 14:57:21,This meditation app offers courses and meditations with awesome instructors and teachers. It keeps track of your progress and make it easy to search the meditation you want with filters. Highly recommended!,5,False,insight-timer-meditation-app,337472899,
Transformative,S Brake,2020-07-29 13:24:46,Her sincere support and genuine connection to me and humankind is remarkable. The kind of think that really allows you to surrender without fear. My soul expanded from this transformative meditative experience. I am so thankful and pray that the universe blesses this guide beyond the limits of her own imagination. Namaste.,5,False,insight-timer-meditation-app,337472899,
Fantastic,molita11,2020-07-25 13:41:59,It has become part of my daily life and truly helped me going through a very challenging time. I appreciate all the meditations I have done so far. Look forward to more I have not heard,5,False,insight-timer-meditation-app,337472899,
Meditation Game Changer,DCI Banks,2020-07-25 00:02:56,"Great app for those that are new to meditation or for the seasoned practitioner. Several choices of guided meditations. From music, mantras, binaural beats, voice guided, etc. Best recommendation a friend gave me and has been source of peace & mindfulness for past several months.",5,False,insight-timer-meditation-app,337472899,
So many high quality options!,kmv22222,2020-05-28 04:21:11,My therapist recommended this app and I’ve found that there are endless free options compared to headspace or calm. Love exploring a new mediation or healing sound each day based on what I’m feeling.,5,False,insight-timer-meditation-app,337472899,
Live meditations,Thortoro,2020-07-17 12:55:37,"I love the fact that Insight Timer provides love meditations, doing this virtually and in unison is just as powerful as being in the room together. The only thing that I wish it would do is add the live to my calendar of consecutive days. Great other than that. Thank you.",4,False,insight-timer-meditation-app,337472899,
Unbelievable variety,hfeatherhead,2020-05-23 18:14:14,"Best meditation app there is! The variety of mediations available, the different lengths available...really makes it easy to grow in your practice! Thank you for all you have to offer!",5,False,insight-timer-meditation-app,337472899,
The Very Best Meditaton APPLICATION 💕🙏🏻💕,mecmeade,2020-03-31 07:26:40,"I truly love the huge variety or choices- guided, music, independently produced or ones you can set up. Most everything is free. There are classes that are free or ask a very low/fair cost. All meditations seem professional and flawless.",5,False,insight-timer-meditation-app,337472899,
Meditation options abound,TBobys,2020-02-16 16:32:25,This is a wealth of meditation resources with a global community of contributors and participants. The quality and variety of meditations available is huge. Every style and duration is available at Insight! I use it almost every day.,5,False,insight-timer-meditation-app,337472899,
Insight Timer,727167,2020-02-08 12:16:37,"I just want to say thank you so much for this app and the many meditations that are available FREE to use for everyone. 
This is truly amazing 👍😊. I have been using it to meditate since January 2nd of 2020 and just love it.
Thanks again 🙏🙏🙏🥰☺️",5,False,insight-timer-meditation-app,337472899,
Best meditation app available,Randy11,2021-05-20 17:07:18,I have been using this meditation app for about five years now. I have never had a problem and it is without a doubt the best meditation timer on the market today.,5,False,insight-timer-meditation-app,337472899,
Suddenly bugging out,SiameseChin,2021-06-16 11:37:39,"Normally I’d give five stars. I give one bc it’s unusable. 

I’m trying to meditate, but after a few seconds of playing, every guided meditation stops playing sound, yet keeps going on the timer! I’ve been using your app for over a year with very few glitches. 

I recently renewed my yearly subscription. I need to meditate today, and my anxiety is starting to build because I cannot use this app right now.",1,False,insight-timer-meditation-app,337472899,"{'id': 23449919, 'body': ""Thank you for posting a review and we’re sorry to hear that your experience was not up to standards. We'd really like to get some more specific details and be able to update you directly as we fix it so if you would be so kind as to give us your details in the form below it would be of great help. Just copy the text below and paste it into a new tab in your browser. http://insight-timer.freshdesk.com/support/canned_forms/7eaa68c7b87c40722fbd3dfc5e2005b5"", 'modified': '2021-06-18T02:23:15Z'}"
Amazing Content,GreatfulCT,2021-05-07 09:50:08,"This app has literally changed my life. The content has been so useful to me in managing stress and sleeplessness. Also, I never have trouble using it, no technical glitches.I highly recommend it.",5,False,insight-timer-meditation-app,337472899,
"Excellent, varied content",Dmholguin,2021-04-22 23:03:53,I got Insight Timer just for the meditation timer initially but now I often use it for classes with Tara Brach and Jack Korbfield and recently found out about the love yoga classes and sound bath sessions! Love that you can donate to the instructors. Excellent app!,5,False,insight-timer-meditation-app,337472899,
One of the best meditation apps,Sgijgfgjk,2021-03-19 03:47:31,Best meditation app to explore for free/donation as able. So many good quality guided meditations but I also love the many options for sounds for more traditional meditation. I’ve downloaded them all and this is one of the best.,5,False,insight-timer-meditation-app,337472899,
Such a great app!,LauraPATX,2021-03-13 17:57:14,I needed help sleeping and found Julie Murphy’s Yoga Nidra classes. She has the most soothing voice and has wonderful classes on Saturday too. Please remember to donate even a small amount. These wonderful teachers need to be paid for their work.,5,False,insight-timer-meditation-app,337472899,
Valuable Resource,Growthpointe,2021-02-20 23:16:46,"I have recommended this Ap many, many times to my clients as it is such a valuable resource for personal growth and development. Great way to fill your tank in the morning and release the day before bed! 🙌🏽💜🕉✝️",5,False,insight-timer-meditation-app,337472899,
Changed me for the better,cosmiccorndog,2021-02-06 12:20:13,This app is wonderful. There are so many free meditations that can help you. You don’t need to know anything. Just listen. May you be happy. May you be at peace. May you feel loved.,5,False,insight-timer-meditation-app,337472899,
Comprehensive Meditation Support,kjklmt,2021-02-04 17:31:40,This app provides many features to support me in my meditation practice.  The new live and circle features elevate the experience and connect me to teachers and fellow meditation buddies around the world. Thank you so much!,5,False,insight-timer-meditation-app,337472899,
Best meditation app,rebekahleemc,2021-01-19 13:33:49,"This is the best free mindset, meditation and wellness app I have found! I have been meditating every morning the last few weeks and there are so many guided meditations to pick from. You won’t regret downloading it.",5,False,insight-timer-meditation-app,337472899,
Beyond amazing,Kenda_ruth,2021-01-15 03:55:11,"This is the best meditation app I’ve ever used. No in-app fees, a variety of speakers for the guided meditation, plenty of topics to address (anxiety, confidence, love, etc.), and music that is actually calming. For all of these reasons I have recommended it to friends and family.",5,False,insight-timer-meditation-app,337472899,
My Favorite Meditation Timer,uva1982,2020-12-22 20:02:05,"I especially enjoy the journal and ""statistics"" features. Well-designed--like it's designed by a meditator with a clear mind. Andrea

So many is available at no cost to the user. Now that is affordable☺️.",5,False,insight-timer-meditation-app,337472899,
Love IT,Cafangirl,2020-12-16 15:10:13,"I’ve had IT for a long time and it’s helped me so much. Through IT I’ve been able to develop an enjoyable meditation practice. It’s not perfect, but it’s helping me to find inner calm when the outside world is chaotic and difficult.",5,False,insight-timer-meditation-app,337472899,
Life changing,krispalms87,2020-11-07 10:56:12,"I love this app and use it every night, often during the day too. There are so many amazing meditations and lectures and courses. It’s truly helped me to achieve major progress in my mindset and health goals!",5,False,insight-timer-meditation-app,337472899,
A must have!,Dominicka,2020-10-20 05:23:19,I’ve been using this app almost every single day. When I’m going to be or waking up in the morning. Driving or even in prayer. This is hands down the best mediation app// overall inspiring app to have.,5,False,insight-timer-meditation-app,337472899,
The best app for meditation.,Javievillalba,2020-10-05 08:55:06,"This is one the best apps for meditation. It does not matter your level. Beginner or advanced meditator. This app can offer you all or more. I have transformed my life from chaos to peace with the talks, the courses, the music and the amazing and guided meditations. Deep gratitude.",5,False,insight-timer-meditation-app,337472899,
Great App for meditation,roshish,2020-08-25 16:12:51,I am glad to see some mantra of Hindu religion and Buddhist religion embraced within the app. If you can collect from the native spoken priest and local people making ‘Om Shanti’ or ‘Gayatri Mantra’ or ‘Omm Manepeme’ from local Nepali Buddhist (birth place of Lord Budhha) it would sound even peaceful and soothing. ✌️🙏🌺,5,False,insight-timer-meditation-app,337472899,
Loved it!,Mateo1234321,2020-08-11 05:15:51,"I really like the affirmations! Will be coming back to this one. Could use an intro to center the listener before getting started, however now that I know what to expect I can do that before hand! ^_^",5,False,insight-timer-meditation-app,337472899,
Insight Timer supportive tools,Mona Helene,2020-08-10 16:46:26,"Insight Timer app supports me in a regular meditation practice by giving me tools to do it regularly easily at hand — by the guided meditation, courses, and even just the timer itself that can be customized as I choose",5,False,insight-timer-meditation-app,337472899,
A life-changing app,Musiklubber,2020-06-28 12:20:21,"I hate meditating, but no longer. This app provides such a variety of teachers, it’s like taking mini-courses on relaxing your mind and body.

I haven’t paid for the app, but I might in the future.",5,False,insight-timer-meditation-app,337472899,
Beautiful relaxing and easy to follow meditation,JB Walters,2020-06-15 13:11:36,"I really appreciate Melody’s soothing and uplifting voice. Doing this short meditation lifted my spirits and opened my eyes. This is a keeper.I have a better attitude of abundance as I can now
see it feel it and become it.",5,False,insight-timer-meditation-app,337472899,
Playlist option we never knew we needed!,Hyperbola SOSO,2020-05-10 10:46:29,"-meditation OG “FLOOR GANG”
-love the new playlist idea, I didn’t even think about it but... it’s always hard things you saved a while ago but now we can create categories!
-Does Australians meditate on the ceiling? (if you know, you know)",4,True,insight-timer-meditation-app,337472899,"{'id': 8051547, 'body': 'Thanks for the wonderful review and feedback. xxx', 'modified': '2019-04-04T02:47:37Z'}"
Thank you,Lishy11💋,2020-04-17 06:39:17,This is a very relaxing app and I go sleep with it every night and it helps with frustration and It can be very interesting to listen to at night when your as awake as a banchy and then bam your asleep like a crocodile,5,False,insight-timer-meditation-app,337472899,
"Fantastic Teachers, Music, and Yoga!",lisabiba,2021-06-23 14:54:46,"Insight Timer has been an important part of each day for me for years and the meditations, music, yoga, and talks have helped me to a healthier and happier place. Their live teachers and concerts are also fantastic!",5,False,insight-timer-meditation-app,337472899,
Loved the February focus on African History month,morediversityplease,2021-05-30 05:56:21,Insight timer continued to improve and add more features and offerings. The diversification of perspectives offered in February was amazing. March has brought a sea of white faces to the new offerings feed. Please include diverse offerings all year long.,5,False,insight-timer-meditation-app,337472899,
Just lost 4 months of data,jsnprkr,2021-05-26 07:08:13,"UPDATE:
My issue below is not resolved, but the dev team has reached out to me. That alone is enough for me to return my rating to FIVE Stars. With luck, they will return my missing data, but if not, life still goes on, and I am not harmed. namaste

I have been using this app for YEARS. A couple nights ago my meditation records for four months vanished. 

Do the devs read these? It’s not the end of the worlds but I had over a thousand consecutive days before data loss.",5,False,insight-timer-meditation-app,337472899,"{'id': 23146185, 'body': ""We are very sorry you are experiencing these issues with the new update. Our developers are working tirelessly to find and resolve the issues so we can have you back to normal. We'd really like to get some more specific details and be able to update you directly as we fix it so if you would be so kind as to give us your details in the form below it would be of great help. Just copy the text below and paste it into a new tab in your browser. http://insight-timer.freshdesk.com/support/canned_forms/bc95d3b5a6e15ab2ca5cc3d37bd443c0"", 'modified': '2021-06-02T07:29:19Z'}"
Best app ever,miss A the tall,2021-04-07 03:17:27,"This is the first time I write a review for literally anything in my life, but this app really really helped me through rough times and this is the least they deserve. I really recommend it for everyone to try it. Good luck 🙏❤️",5,False,insight-timer-meditation-app,337472899,
It’s ok but...😬,killer clown🤡,2021-05-21 03:27:24,"This is an amazing app. I love it and all but it’s annoying how you need to pay like 10$ a MONTH for some stupid meditations! Like, if you want to go forward or backwards you need that membership! I love it! Amazing! And I tried like 100 times to log in but it didn’t work. So positive and negative reviews about this app 😬😬😬😐😐😐😐😐😐😐😐",3,False,insight-timer-meditation-app,337472899,"{'id': 23143786, 'body': ""Thank you for posting a review and we’re sorry to hear that your experience was not up to\xa0standards. We'd really like to get some more specific details and be able to update you directly as we fix it so if you would be so kind as to give us your details in the form below it would be of great help. Just copy the text below and paste it into a new tab in your browser. http://insight-timer.freshdesk.com/support/canned_forms/89c9fea7dbd5183b43a97874e56fc7e5"", 'modified': '2021-06-02T05:37:00Z'}"
"Great meditations, but too many bugs",Vegan Lacie,2021-03-30 04:36:39,"I love how this app offers endless meditations to choose from. However, very often during the middle of a meditation, the app will freeze, which makes it difficult to actually finish the meditation. I very much hope this is fixed soon.",3,False,insight-timer-meditation-app,337472899,"{'id': 22058630, 'body': 'Hi Vegan Lacie, please send us an email at help@insight.co so ca help you solve the issue. Thank you and looking forward to hearing again from you soon.', 'modified': '2021-04-05T22:00:14Z'}"
Has it all,Gary 55,2021-03-24 13:21:33,Insight Timer is the easiest app to use and has all the tools needed for the novice or serious meditator or learner. It is a welcome companion for anyone on the spiritual journey and it connects you with others on the spiritual path. A must for those looking for peace and depth.,5,False,insight-timer-meditation-app,337472899,
Great app,daniella19371492,2021-03-14 18:12:13,This app is amazing. It has kept me so relaxed during these stressing times. I have done meditations every day with my family. So relaxing and their are so many different people and topics to choose from.,5,False,insight-timer-meditation-app,337472899,
Love it!,VTLiz04,2021-01-27 12:14:10,"Sometimes I wonder if there really are 70,000 free meditations on here, but I always find something new and wonderful to meditate to regardless. It syncs between devices so I can keep track whether I’m on the road or at home. Love it!",5,False,insight-timer-meditation-app,337472899,
Invaluable,Juliebug008,2021-01-13 13:52:41,"I’ve been using insight timer for 3 years now. I love the array of teachers, different lengths of guided meditations, and the timer! I use this app almost every day and am so grateful for it and the people who create it.",5,False,insight-timer-meditation-app,337472899,
For everyone.,collegelol,2021-01-02 21:08:28,"The most FREE content, plus a very reasonable subscription fee (there is usually a discount around the holidays). So much LIVE content everyday including yoga, meditation, and talks. There’s even a whole section for parenting! Hey this app. You won’t regret it.",5,False,insight-timer-meditation-app,337472899,
Wow a must have,Mechie,2020-12-23 23:18:39,"Insight timer is part of my daily meditation.
This not just app it is a community of wonderful teachers and people sharing their knowledge and positivity. I have created my own circle. 
Try it you will love it.",5,False,insight-timer-meditation-app,337472899,
Great app to support your meditation practice,Eric SWT,2020-12-04 15:16:33,I have been using Insight Timer for more than 5 years. Good for daily meditation support and many more useful features if you want to dive deeper. Highly recommend this app.,5,False,insight-timer-meditation-app,337472899,
Thank you,Muffin49,2020-11-18 11:48:08,"This site is wonderful. I appreciate the fact that there are so many choices, especially that they are free. Thank you so much for providing this time and space.",5,False,insight-timer-meditation-app,337472899,
There was a time when I weigh had to admit this app save my life,Cars1977,2020-11-07 08:34:02,I have been using insight timer since it was free and I can’t imagine a time when I won’t be checking in if you times a week,5,False,insight-timer-meditation-app,337472899,
I recommend Insight Timer,bidymind fitness,2020-11-05 22:09:55,I recommend Insight Timer to the college students I teach and to my friends. I like the variety of both the length of guided relaxations and the authors. We all can benefit from self care and mindfulness techniques/breaks.,5,False,insight-timer-meditation-app,337472899,
BEST App!!,SueDav1023,2020-10-17 01:09:53,I’ve been using the Insight Timer for 5 years now. Tried other apps and you just can’t find the same kinds of excellent guided and Live meditations like the ones here on Insight. Keep up the great work!! Love this App!💜,5,False,insight-timer-meditation-app,337472899,
Mostly great,MTucker77,2020-10-29 12:35:27,Thank you for so many options even for the free version. This makes it more accessible to all. I really like the filter by time option for guided meditations. If you had more people of color featured I would give 5 stars.,4,False,insight-timer-meditation-app,337472899,
Great meditation App,rickygski,2020-10-12 20:01:32,"This was refereed to me by my psychiatrist. 
I can't tell you how much this site and the different people they feature have help me with my anxiety and sleeping problems. This is the best meditation app out there. Thank you Insight Timer",5,False,insight-timer-meditation-app,337472899,
New Thought Patterns Emerge,Boater Buckeye,2020-10-11 13:19:01,"I find this meditation is a great one to revisit so that old thought patterns can be replaced with ones that are more productive.  Repeating the mantras, along with the guided imagery, give the mind another path for expecting great things to happen.",5,False,insight-timer-meditation-app,337472899,
Life changing,Mrsbo24,2020-07-14 12:25:30,Nothing has brought me more calmness and peace than meditation. This app has helped me achieve that with thousands of wonderful meditations and classes. I actually really learned through Michelle Zarrin’s meditate for peace program. Thank you,5,False,insight-timer-meditation-app,337472899,
I use this daily,chrisbranan,2020-06-17 05:45:31,"There are so many helpful meditations on this app. I’ve found a lot of spiritual and emotional help through these courses and meditations. Also, I play different sleep music every night.",5,False,insight-timer-meditation-app,337472899,
Thank You Insight Timer!,cp💀,2020-04-07 14:14:14,This app is amazing. So much wonderful content. It has really been a lifeline for me. I found it right before the quarantine and I don’t know how I would be getting through this without it.,5,False,insight-timer-meditation-app,337472899,
I'm just here for the Timer and the Bells,GGorska,2020-04-20 16:29:03,"... The bells are wonderful, and they motivate me to sit. However, I wish I could turn off the ""consecutive days"" notification that comes up after you sit: I don't think externally imposed goals are appropriate to a personal practice.",4,False,insight-timer-meditation-app,337472899,
This is a lifesaver!,luckyxjyc,2020-03-17 14:05:58,"Thank you for this wonderful resource for us all to use in these uncertain times! Can't tell you how much I appreciate it, now more than ever.
Peace and prayers for good health to all who create this, and to those who use it.
🙏",5,False,insight-timer-meditation-app,337472899,
Best ever!,BrookeSauce,2020-01-07 17:43:22,This is the best meditation app I have ever found. You can choose the subject and time of your desired drop in. It keeps track of how often you meditate and the teachers are wonderful! Highly recommended.,5,False,insight-timer-meditation-app,337472899,
Best Meditation App,Jenjazz88,2020-01-02 12:16:15,"I’ve explored a lot of meditation apps and this one is by far the best and most diverse. The free version is perfectly fine but if you can afford it, most the profits go to the teachers. Check for yourself. It will be worth it.",5,False,insight-timer-meditation-app,337472899,
Great selection of bells,Not the First Doodler,2021-04-10 19:55:46,"I use the app exclusively for the timer. It has a great selection of authentic sounding singing bowls. I also love the flexibility of setting various preset meditations, allowing for variations in length of time, bell sound, number of bells rung, etc.",5,False,insight-timer-meditation-app,337472899,
Forget this,DharmaPup,2021-05-23 23:37:14,"Buggy! Data no longer syncs correctly. I used to like this app, and have used it for many years, but I’m switching to Center. It’s simple, clean, few frills, but the way a meditation timer SHOULD work. Sorry Insight Timer folks, but you’ve gotten too busy and complicated (as Mr. Rogers said, I prefer deep and simple to shallow and complicated, and this app has become complicated to the point of useless).  You’ve lost this user.",1,False,insight-timer-meditation-app,337472899,"{'id': 23146704, 'body': ""We are very sorry you are experiencing these issues with the new update. Our developers are working tirelessly to find and resolve the issues so we can have you back to normal. We'd really like to get some more specific details and be able to update you directly as we fix it so if you would be so kind as to give us your details in the form below it would be of great help. Just copy the text below and paste it into a new tab in your browser. http://insight-timer.freshdesk.com/support/canned_forms/8f53a7623a0edf543438d04cd63c4d47"", 'modified': '2021-06-02T07:50:32Z'}"
My favorite app,Kolby Cook,2021-03-23 12:52:23,"Love this app. I can use it once a day to multiple times a day. Beautiful layouts, meditations, and music. I love how it keeps track and keeps you motivated. It’s really helped me improve my mental health and keep me going.",5,False,insight-timer-meditation-app,337472899,
Best App,Coach VRoche,2021-03-17 23:27:51,"I have used Insight Timer for several years. It has become a sacred space, a home that I enter to calm my thoughts. I recommend it to all of my clients. I am a Life Coach. I am grateful for the sleep meditations, the sound healing, and the teachers. 🙏🏻
Victoria Roche",5,False,insight-timer-meditation-app,337472899,
Helpful app for meditation and relaxing,Joryab,2021-01-29 12:42:48,"Whether I am doing daily stretching, guided meditations, or need help relaxing to get to sleep, I can always find something helpful and appropriate on this app. So appreciative to all the contributors of the contact here!",5,False,insight-timer-meditation-app,337472899,
Short mindfulness practices,Haley Mtz,2021-01-17 14:26:59,I only have time for 15 minutes or less of mindfulness practice in my mornings and Insight Timer has a wonderful selection of guided meditations that work great with my schedule and my intentions.,5,False,insight-timer-meditation-app,337472899,
Love this App,Brandnewme88,2020-12-01 18:43:44,This is one of my favorite most used apps.  I tell people about if all the time.  Thank you for this wonderful resource. I use it all the time and know it makes the world a better place.,5,False,insight-timer-meditation-app,337472899,
Best Part of My Day,MistralPixie,2020-11-20 11:56:47,"This app is how I start and finish my day. Meditation is new for me and this app has opened up so many ways to incorporate movement, meditation and self love into my daily practice. Seriously couldn’t live without this app!",5,False,insight-timer-meditation-app,337472899,
Just amazing,Chiqui114,2020-11-18 12:13:16,"It’s a well rounded app, it provides everything you are looking for and it doesn’t pressure you to buy or subscribe to anything in order to enjoy it. 100% recommended.",5,False,insight-timer-meditation-app,337472899,
Evolution is key,Mag457,2020-10-28 13:11:57,This app may have saved my life. And they stay current and work so hard to keep evolving. It’s incredible what they offer. Purchase the subscription. It’s well worth it.,5,False,insight-timer-meditation-app,337472899,
Good for little ones,h fu8ffgumftk,2020-10-21 02:51:31,"Well I’ll say it’s better for littler ones than adults the teachers are so nice and their voices are so soothing for kids that like cats should do hidi cherry and vaya  just letting you now 

God bless you and your family",5,False,insight-timer-meditation-app,337472899,
I use Insight Timer every single day!  It’s a treasure trove!,dharmasis,2020-10-18 12:51:14,"Insight Timer has so much to offer! I've only just begun to share the possibilities😊 
It surely is helpful for consistent practice.
I use it every morning, a great way to begin the day.",5,False,insight-timer-meditation-app,337472899,
So many choices,Nyrrhheeu,2020-09-19 12:08:50,This site is filled with interesting meditations for all levels of meditation practices. The site is easy to navigate.  I like that you can choose how long you want to meditate.,5,False,insight-timer-meditation-app,337472899,
Getting started,comfry,2020-09-05 13:29:14,I have been enjoying the short guided meditations and music selections. This is a great way for me to get started with meditating. I am encouraged to keep it up. I love to see my consecutive days increase.  Thank you.,5,False,insight-timer-meditation-app,337472899,
Saved Me in Covid Time,Beekeeper from New England,2020-07-14 19:55:45,"Insight Timer has gotten me through four months of Covid time with far less anxiety than I would otherwise have felt. I have grown very fond of certain guides, and I’m grateful for the healing and stress release.",5,False,insight-timer-meditation-app,337472899,
Exceptional - Best App,matcha mountain,2020-07-13 15:34:50,"This app will change your life, for the better. If you want to manifest your best life, forgive someone, let go of the burdens of your past, find optimism, or reduce stress, this app will deliver. Best app. Bless all who are part of the Insight Timer community.  Namaste.",5,False,insight-timer-meditation-app,337472899,
"Simple, useful for my purposes",Mechanical_Avunculogratulation,2020-07-07 19:37:05,"While IT does serve as a platform for teachers to try and sell themselves to us end users, all I use is the timer as I try to sit on the daily... and it is absolutely perfect for that.",5,False,insight-timer-meditation-app,337472899,
Wow! So much content,Lg92111,2020-07-06 14:16:55,This app offers so much free content from renowned spiritual leaders. I feel blessed to have been introduced to this app. I would love more bell options for the meditation timer. Perhaps a nice stringed instrument or flute to gently ease out of your meditation. Namaste.,5,False,insight-timer-meditation-app,337472899,
"Easy to use, very helpful",Ashley19226,2020-06-28 15:32:53,Love this app! Free version still offers plenty of capabilities and wide variety of guided meditations. Quality meditations that make all the difference in my day. Highly recommend.,5,False,insight-timer-meditation-app,337472899,
I love the short meditations,Esthti,2020-06-16 13:27:08,I’m a busy body to my detriment. These meditations help me start my day in a more clear mindset; they are short and can be done on a break; lunch; right after work before you drive etc.,5,False,insight-timer-meditation-app,337472899,
Best Meditation App,MylesMommy2018,2020-06-05 17:02:59,I’ve tried many but this is by far the best. I can also use it for my self-hypnosis work because I can use the time and set a ding at various intervals when I need to move on to the next recognition. LOVE LOVE LOVE this app.,5,False,insight-timer-meditation-app,337472899,
Best Meditation App!,RobynSadowski,2020-05-20 00:01:33,I appreciate the Insight Timer and use it for more than just meditating.  I love the sounds the app makes when your meditation is over as well as the many different options.,5,False,insight-timer-meditation-app,337472899,
Amazing,GabbyLZL,2020-05-11 23:06:04,"Hi Tara Im a big fan of yours! Listening to you warms my heart and brings me peace. This meditation is excellent! I was looking fot something to help me stay grounded as my mind was really having trouble to stay in the presence today. I now feel right here , right now. Namaste",5,False,insight-timer-meditation-app,337472899,
