title,isEdited,userName,date,review,rating,app_name,app_id,developerResponse
Very relaxing,False,Baruch Shalom,2021-02-16 00:52:32,"Life for me is especially stressful these days with COVID-19, politics, and work. These meditations are wonderful. They don’t take very long, and really help get me relaxed and in a better space. Then I can either sleep better, enjoy time with my family, or work more efficiently, depending on the situation and time of day. Highly recommended.",5,headspace-meditation-sleep,493145008,
Amazing and life changing,False,Memgamer,2021-02-11 15:48:34,"Listening to Headspace has made a significant impact on my life.  The courses, wake-ups, sleepcasts, and mindful moments help me to start and end each day with a focused mind. I use the lessons throughout the day to stay more relaxed when issues arise. I have gifted it to friends and highly recommend it to anyone willing to use it wisely.",5,headspace-meditation-sleep,493145008,
Amazing!!,False,Gee-Ross,2021-01-27 18:01:47,"I first learned about this app 2 years ago, when I first attempted to meditate. I loved the trial courses so much that I ended up getting a yearly subscription. I love that there is so much content on Headspace that I never run out of new meditations to try or new meditation courses to do. It’s amazing what setting aside 5 minutes a day to meditate can do for me!",5,headspace-meditation-sleep,493145008,
Extremely effective,False,HJ Forfha,2021-01-20 03:29:01,I only just started meditating mostly as a means to calm my easily stressed mind from college and I can say that every time I use it I feel a great sense of calm. It has only been a week and I am beginning to have a whole now look on life and how to approach it. This app is definitely worth the money.,5,headspace-meditation-sleep,493145008,
Great for beginners but then?,False,Buckyford,2021-01-23 13:32:36,"Excellent courses to get you started. I finally learned how to meditate from this app. There is a lot of guidance as you are starting and learning for first 3 months or so. Once you get through the initial courses, there is no guidance that I can find. Just an overwhelming menu of choices. I would like recommendations on what to do after you complete the pro courses. But I will always be thankful for Andy making it click!",3,headspace-meditation-sleep,493145008,"{'id': 20611923, 'body': 'Sorry about the trouble, you can always start the Pro-Level packs or start a pack that could help you work through a specific issue. If you still need some help, you can send our team a note to help@headspace.com!', 'modified': '2021-01-24T21:03:33Z'}"
Request for a feature,False,please unblock my Vermont,2020-12-02 13:23:13,"Hello! Love love the app. I use the sleep stories to help me fall asleep by shutting up the chatter in my head. I’d love it if the loading screen + other tabs followed night mode. While the sleep stories tab is dark, it’s very jarring to meet a bright white screen while I’m trying to use something to help me sleep.",5,headspace-meditation-sleep,493145008,
Helped me deal with panic attacks,False,Willow Diamond,2020-05-08 13:16:43,"I have an anxiety disorder and sometimes I get panic attacks out of the blue, even in the middle of the night while I’m sleeping. Using this app to meditate every morning and before I go to bed has been so helpful in increasing my mindfulness and my ability to cope with anxiety and panic attacks. It’s definitely worth the $6 a month for me!",5,headspace-meditation-sleep,493145008,
Daily Practice Made Easy,False,Henchman No. 21,2020-02-28 23:16:51,I've been trying to incorporate meditation into my daily habit for years but could never stick to it. Headspace has made it so incredibly easy to incorporate meditation into every single day by offering so many options. The sleepcasts help me calm my racing mind. My favorite ones are the ones I can't remember!,5,headspace-meditation-sleep,493145008,
Mornings?,False,steV3nom,2020-04-28 15:41:40,"I could be missing something but it appears they have removed any and all traces of morning and waking up meditations, I used the search function and all they have “Good morning” set for children. I’m 20, and I don’t see any waking up meditations available anywhere in the app. A little confusing considering they encourage you to meditate first thing in the morning.",4,headspace-meditation-sleep,493145008,
App logged me out and won’t let me log in,False,Vandygh,2020-03-15 15:06:25,So I’ve kept headspace mainly because I’m about 14 days from 365 days of doing headspace every day. Even after updates degraded the quality of headspace I decided to keep it to achieve the 365 days streak goal. If the streak is broken due to a log in glitch then I’m obviously canceling my subscription. Was finally able to log in after multiple attempts. Why was I logged out in the first place?,3,headspace-meditation-sleep,493145008,
Good app but charged $100 to renew,False,brokecollegekid2021,2020-01-20 16:05:34,It was a wonderful app to use. I bought a one year subscription. Was never told it automatically renewed the subscription. Found out last night it is and saw a $100 charge for Apple which is more than I originally paid for a year. It took me a hot minute to figure out it was headspace. Canceled before the official renew day but can’t get a refund apparently,4,headspace-meditation-sleep,493145008,
More free ones.,False,hfjfkevfbfk,2021-06-12 06:57:59,"Hi! I really really love this app a lot but, there’s something I want to point out. There’s not enough free ones. I’m pretty sure there are only 2 free ones to use to help sleep. All I really needed this app for was for my sleep. I tried to find more apps that had free ones but, they also required premium or membership. I really hope they can put out more free ones. Thank you!",4,headspace-meditation-sleep,493145008,
Meditation for all!,False,warmsugarcookie,2021-04-22 15:38:16,"I genuinely can’t praise this app enough.  From guidance for beginners to daily meditations (that somehow always seem to touch on the exact area I need to work on that day) this app has it all.  Even workouts to move you, relax you, or unwind you and meditations to help you sleep.  Plus Kevin Hart motivational moments??  Come on, this app is phenomenal!!",5,headspace-meditation-sleep,493145008,
Worth it!,False,JCOHEN1928374650,2021-03-13 02:11:14,"I have struggled with anxiety for almost a year now, loud noises and certain people stress me out and make me a shell of my outgoing self. Through this app I am able to learn and Focus more in class and my grades and improved because of that! Yes there is a monthly fee if you want full access but in my eyes it is so very worth it!",5,headspace-meditation-sleep,493145008,
A life saver.,False,WordVader,2021-02-10 13:22:20,"Until Headspace I was never able to successfully meditate or get the benefits. With so many helpful techniques and approaches to mindfulness, I learn something new every day and feel better. I am so grateful for the creators and their generosity. 

Thank you Headspace for helping so many of us weather this storm we are in together.",5,headspace-meditation-sleep,493145008,
Helpful for sleep,False,Dottie's Mom =P,2021-02-24 04:00:53,I’ve had plenty of trouble falling asleep since having my son a year ago. Since using the sleep stories for the last few weeks I’ve been able to fall asleep more easily. I still wake up in the middle of the night 1-2 times but at least I’ve fallen asleep within 20-30 minutes instead of 1-2 hours!!,4,headspace-meditation-sleep,493145008,
The exercise app your mind needs,False,Grizzly Nails,2021-01-13 16:06:29,I have been using headspace for 5+ years now. Meditation every day leverages the power of compound interest. Done consistently over time will have life changing effects. It will not only benefit you but your loved ones. The one piece of my self care I never skip on is my daily headspace.,5,headspace-meditation-sleep,493145008,
Awesome.,False,c.b13.13,2020-06-26 21:18:21,"I love this app! It helped me view my anxiety and my issues in a different perspective. Andy is knowledgeable and talks about things you never imagined. I think paying for the subscription is worth it, I know some people complain about it because you can’t access everything for free. But I think it’s worth it.",5,headspace-meditation-sleep,493145008,
WHY IS EVERYTHING LOCKED,False,Rock Lee Lee Rock,2020-12-15 05:26:40,"I love this app, and it’s overall great. I used to have little to no complaints, but now it’s insane. I get that you need money for your business, but everything is locked. It’s expensive and very sad. I used to listen to beachcomber every night until everything was locked and you needed to pay for it. It’s fine to have some payment things, but at least leave 1/3 of them free. I don’t want to pay a lot of money just to listen to music or a sleep cast.",2,headspace-meditation-sleep,493145008,
Relaxation Vacation,False,TylerABurns,2020-10-07 14:23:22,I love this app. It has tons of choices to choose from. I started with the letting go of stress course and it’s like broken up into 3 sessions with multiple session within each of these 3 sessions. I feel more relaxed than I have been in months. I tried the calm app and wasn’t satisfied but I feel like this app is the real winner! Can’t wait to do some more meditation,4,headspace-meditation-sleep,493145008,
Feel better already,False,miamimentality,2020-05-16 12:49:20,After feeling extremely anxious one day I decided to buy this app.  I used all 7 day free trial and felt extremely at ease.   I also tried the sleep stories and they are wonderful.  I have sleeping problems and typically take some type of vitamin Or drug to help me sleep but it was not needed.  Love this app,5,headspace-meditation-sleep,493145008,
A new friend,False,finally a cord cutter,2020-04-28 13:52:50,"Very helpful in trying to make meditation part of my life. I typical would seek out the free portions of meditation apps, but I purchased the annual subscription after a 2 week trial.  What I think sets this app apart is some of the content that changes day to day. I love the morning wake up.  It feels like it’s a friend I check in with daily!",5,headspace-meditation-sleep,493145008,
Epilepsy brain,False,Almille08,2020-04-22 18:26:58,"There are days where I can’t focus until my doctor recommended headspace. I’m angry, mad and frustrated at even the littlest things, but headspace has helped me tremendously. I’ve had more calm days each week since I’ve began using it. If you have days like this I recommend trying this app out. Thank you Headspace!",5,headspace-meditation-sleep,493145008,
Thank you!,False,kadillmann,2020-03-31 23:35:21,"I saw your ad for free membership to those in healthcare. I figured why not it’s free and on my time. I never could have imagined how much I needed Headapace. Life has changed for me since Covid-19 and you help me stop the world from spinning. I can not thank you enough. I wake up with you, work with you, and I go to sleep with you.  Praise God for Headspace.",5,headspace-meditation-sleep,493145008,
Better than therapy,False,Jeffqoeue,2020-02-19 13:46:24,"This creator of this app is Genius. It’s probably the app I use the most on my phone now. I was HAPPY to pay for the premium because it is now so helpful in my day to day life with anxiety. I always wanted to try meditation but never could really stick with it, this gave me the tool to know how and to do so everyday.",5,headspace-meditation-sleep,493145008,
Great but ...,False,emojiifreake19,2020-02-07 16:13:07,I don’t know why this app costs. I see the value in it costing and getting what you pay for but they have some really good courses that would help me and so many other people but the Gaga is.......... you have to pay to learn how to deal with anxiety? Not really my cup of tea but the beginning parts/sessions are great. I just wann explore more.,5,headspace-meditation-sleep,493145008,
Great!,False,ryanokee,2020-01-06 06:04:08,"I’ve been using this app for nearly two and a half years and have LOVED it! One thing, however, is I would like to see the option for sounds while meditating— rain, waves, etc. I would also like to see an option for classes with other teachers— Sharon Salzburg, for example.",5,headspace-meditation-sleep,493145008,
Awesome,False,Kiliboy,2021-06-03 07:46:43,Aloha. This app is awesome. Never knew much about meditation and how it helps with stress. Being a father and a firefighter brings on a lot of stress sometimes. This app has helped me learn meditation and it's helped me improve my over all mood and also helped me deal with some anxiety and I've been getting better sleep thank you headspace. 🤙🏽,5,headspace-meditation-sleep,493145008,
Amazing app!,False,Mepate1993,2021-05-20 13:33:55,"This app has helped me so much through my life. Because if this app I have learned how to mediate, think and process my emotions instead of being controlled by them, and (arguably the most important part) it’s helping me be more mindful not just for myself, but for others too. I highly recommend this app.",5,headspace-meditation-sleep,493145008,
I recommend this app for meditation,False,doki doki weeb,2021-04-25 18:59:44,"Lately I have been feeling stressed out. My parents recommended me to start mediation. I have looked for some apps for guidance for meditation and found this one. It has different sessions for mediation. It helps a lot when feeling negative or stressed. It teaches how to mediate. Overall, I think this is a good mediation app.",5,headspace-meditation-sleep,493145008,
Life changing,False,KDCoba1n,2021-03-25 11:12:08,"Every single person needs more headspace than what they currently have in their lives. This program has changed my life in many ways for the better, and could even be recognized as something that has saved my life. Thank you to all at Headspace.",5,headspace-meditation-sleep,493145008,
Changed my life,False,andypeaches,2021-03-10 06:01:08,I love Headspace. I started using Headspace a few years ago when I did a mediation challenge. It helped me out so much that I continued to use it and have been ever since.  I have tried other mediation apps before but there’s something about this one that I prefer and always come back to.,5,headspace-meditation-sleep,493145008,
Life changing,False,MrHotte,2021-01-30 00:03:45,"Headspace is been in my life for a few years however it really changed my life in 2020.  The app helped me through a year of changes, grief and doubts.  I am now proud to say that I can’t function without it, it’s the first thing I do In the morning and the last thing I do before bed.
Thank you Headspace",5,headspace-meditation-sleep,493145008,
On narrator’s names being added to Sleepcasts,False,Camelback_,2020-12-21 07:51:51,"Thank you! Some of the narrator’s voices actually help me fall asleep, but before, i’d have to guess at random which sleepcast had the same voice as the ones the helped me sleep. The addition of names under each sleepcast description has been a great tweak to an already helpful app.",5,headspace-meditation-sleep,493145008,
Thank you Headspace!!!,False,Little Baby Seamus,2020-06-26 19:47:43,"I will write a better review later, when I have more time to explore the app. I just wanted to commend and thank the developers for making this free for all of us who are out of work. I am stressed beyond belief, this is just what I needed. Now every time I just see the commercial on TV, it makes me happier. Thank you!",5,headspace-meditation-sleep,493145008,
Greedy,False,CoonTheMoonCat,2020-08-04 08:39:59,I used to love the app because even with the free version I got 3 sleepcasts that always helped me sleep but now only one is available and it’s not even my favorite. I seriously hate that all these apps are forcing you to pay for subscriptions that are too much. I had the subscription when I could afford it but now that I can’t y’all gotta rub salt in the wound and take away most of your free stories. And there are some stories that don’t have the locked symbol on it but aren’t actually free and are just a tease.,1,headspace-meditation-sleep,493145008,"{'id': 17080593, 'body': 'We suggest checking out our other complimentary sessions: https://help.headspace.com/hc/en-us/articles/115008192928-What-s-included-for-free-. Feel free to reach out to our team at help@headspace.com if you have any questions about our subscription options!', 'modified': '2020-08-04T18:08:45Z'}"
Amazing,False,ubainyir,2020-04-02 03:21:47,I am never one to write reviews ever but my mental health has been the best it has ever been. I honestly didn’t think I need any help but headspace has taught me that i shouldn’t wait for a mental break down to take care of my mind. Love Andy’s soothing voice and the amazing meditations and mental exercises on this app. Also love the Sleep casts. Put me right to sleep.,5,headspace-meditation-sleep,493145008,
Crashing,False,Slimdxvid,2020-05-06 23:25:17,"Normally, I have no problem with the app. This past two weeks though I have been having some issues. When I try logging in, the app crashes. If I delete and then redownload the app, the app still crashes. If I restart my phone, the app still crashes. I can’t do anything and I have to wait and keep trying to open the app before it decides to magically do so without crashing.",3,headspace-meditation-sleep,493145008,"{'id': 15174811, 'body': 'So sorry for any trouble! We did recently experience a very brief issue on May 6, but that has since been fixed. If you continue to run into any trouble with the app, please send our team a note at help@headspace.com so we can look into it for you.', 'modified': '2020-05-08T00:35:08Z'}"
eh,False,usbsgsksbs,2020-05-04 07:29:33,Without getting the free trial this is ok. I wish that it would have more options for the people who don’t pay for it. I would pay but it’s hella expensive!! I used it for sleeping because I have been getting insomnia. The meditation is kinda repetitive and doesn’t help actually fall asleep. If you have money to spare then I would definitely get it but besides that....👀,4,headspace-meditation-sleep,493145008,
Meditate,False,elexjunkie,2020-02-01 02:47:07,"I love the product but wish the app had more features.  A bookmark feature would be nice to easily get back to the meditations I use most. Or a way to customize your home screen.

The actual meditations are wonderful. Life changing. the app does help me keep on track and find new topics of focus.",5,headspace-meditation-sleep,493145008,
The app is great but.....,False,Landenrk,2020-02-02 03:26:54,"The app is very cool in a sense that it helps you relax, what i don’t like is how much is asked to pay and they only have 1 free session that only lasts 2 minutes kind of upsetting that only 1 free story is available and that’s it, it’s nice if you can pay actually pay $13 a month but some people can’t and only 1 FREE story is available, but the layout of the app and idea is cool but maybe make more stories free and add in some adds",3,headspace-meditation-sleep,493145008,
It’s... okay,False,aksbbrudejenwi,2020-01-31 05:02:58,"Well, the app is good, the audio is good, it helps a lot but the thing is that there is nothing to do without premium. For example, if you click sleep at the bottom of your screen, there is only one free option out of probably 25-30 options. And I get it you have to make money with the app but I think that they just went a little overboard with the premium. Other than that, really good app.",3,headspace-meditation-sleep,493145008,
Will jack up prices and not let you cancel buyer beware,False,czeal8,2020-01-31 22:28:41,"They won’t let you cancel the subscription even if you opted out of the renewal before being charged. Reached out to their customer service 10 days ago and never heard anything. 

Not to mention they almost doubled their price without notifying me before hand. Trust me, the audio and animations are great, but their business practice borders illegal. Now my credit card company gets to fight this. 

Save yourself a lot of money and head ache and get another service.",1,headspace-meditation-sleep,493145008,"{'id': 13273971, 'body': ""We're so sorry for the trouble with canceling your subscription. We have been seeing higher than normal volume, but we're answering requests in the order in which we receive them. You should receive a response shortly. Thank you for your patience. "", 'modified': '2020-02-03T21:32:31Z'}"
Headspace is part of my wellness plan for myself,False,mcsills,2020-01-30 10:19:56,Headspace is part of my everyday life.  I use it for going to sleeping and  meditating.  It is part of my overall well being just like a gym membership.  I feel like it is something I will use the rest of my life.  Currently my favorites are the newer sleeping tools and I like the live meditations.,5,headspace-meditation-sleep,493145008,
Best Meditation App....,False,Sienna ren,2020-01-17 05:01:34,"That I have found so far. Excellent options. I especially like that you can choose a male or female voice. The Sleep Casts are AWESOME! (Loche Dormant!!) This app is fantastic for these alone!!! But adding in all the other content.....wow. This app has done it right. 
I would love to see a way to favorite items so that I can find them quickly.",5,headspace-meditation-sleep,493145008,
Extremely Satisfied,False,Matuseskiboy,2021-02-21 14:34:00,By far my favorite mindfulness app yet. I’ve tried what feels like all of the mindfulness apps over the years but keep coming back o this one. Andy’s voice and audible guidance is spot of for mindful relaxation and rewiring. The amount of course options is endless. Truly something for everyone,5,headspace-meditation-sleep,493145008,
Robbery beware of fraudulent charges above the advertisements price,False,Stephi2boobies,2021-03-13 18:20:19,"I have been charged $140 in one day for this app. However I do not have a subscription. I just verified this by looking at my subscriptions in my account and headspace does not exist! 
The reason why? Because I canceled it at the end of my trial. Yet they are charging me for double accounts! 
Zero trust in this company. 
Avoid at all costs
Report any fraudulent charges and file complaint. I’m sick and tired of companies stealing my money. I will continue to pursue this until full restitution is made.",1,headspace-meditation-sleep,493145008,"{'id': 21666823, 'body': 'We apologize for any trouble with your recent charges. We kindly ask that you reach out to our team at help@headspace.com if you have any further questions about this.', 'modified': '2021-03-15T19:36:32Z'}"
Worth it,False,superfredy,2021-01-13 12:17:43,"Recommended, especially for teachers and high stress jobs. Continued practice has helped me to start becoming more aware of when I get distracted or to notice my feelings change in my daily life. This app, with guided meditation, visualizations, walking, and sleeping, has helped me get in touch with an inner peace even in chaotic times.",5,headspace-meditation-sleep,493145008,
This app is garbage,False,hly404,2021-02-15 04:05:13,"I tried to see what functions this app had. Realized immediately that I needed to pay to access most of the content and deleted it after 5 minutes. I just got charged $75 for an annual subscription even though this app was on my phone for 5 minutes. This is a an awful app. I couldn’t even get back in to the app to see what was wrong, and it’s impossible to find the info on subscription charges or status of my “subscription” which I never agreed to.",1,headspace-meditation-sleep,493145008,"{'id': 21122126, 'body': ""We're sorry to hear you are having trouble managing your subscription, we recommend checking out this page: https://help.headspace.com/hc/en-us/articles/115008364988-How-do-I-cancel-my-subscription-. If you still have questions, feel free to send us a note to help@headspace.com."", 'modified': '2021-02-17T20:42:41Z'}"
Life changing,False,KeelyLaine,2020-12-06 17:33:33,Headspace changed my relationship with meditation & has been life changing in my way of being. I’ve been a user of the app for 5 years & consistently meditating almost every day after a decade prior of never being able to “get it” or stick with it. Thank you Andy & the Headspace team!,5,headspace-meditation-sleep,493145008,
This app is amazing,False,Sunflower_girl2323,2020-04-05 06:00:54,This app has helped me with my anxiety and depression. It always help me stay calm whenever I feel like I’m going to have a panic attack or If I am ever having dark thoughts this app is amazing an I believe people who suffer from anxiety or depression this app will help you control it an become your normal self again with no worries.,5,headspace-meditation-sleep,493145008,
Please Read developers!,False,pickleramen,2020-06-30 06:20:35,"ok i love y’all’s app it’s awesome but i know y’all want to make money but at least but a little bit more meditations because there’s only one sleepcast for me is that right? anyways y’all’s app is amazing but please take my thought into consideration because i want more meditations! thanks, hope you have a amazing rest of your day!",4,headspace-meditation-sleep,493145008,"{'id': 16320933, 'body': 'Thank you for your feedback, we will be sure to share this with our team. Feel free to reach out to our team at help@headspace.com if you have any questions for us!', 'modified': '2020-06-30T22:05:51Z'}"
Taking care of yourself,False,Africache,2020-05-13 20:11:29,"If you had asked me a few years ago if I would meditate I would have said no.  But through work I was able to get a subscription to Headspace and I started to meditate granted I did 3 or maximum 5 minutes but that was huge for me.  Then I got out of the habit for a few years and now I am back into the practice.  

I enjoy the 20 minutes of peaceful calm I take every day.  It is particularly important now as
my job is even more stressful than normal with responding to COVID in addition to our normal medical work.  

Give Headspace a go even if you are not into meditating you might be pleasantly surprised by the benefits you will find with a bit more headspace.",4,headspace-meditation-sleep,493145008,
I found a new me,False,katkhern98,2020-04-02 02:12:22,"I recommend this app to anyone who wants to better themselves and their lives, it has so many techniques and walks you through so easily. When i started this journey i never meditated before and now when i miss a few days i feel so off its weird. Im so happy i gave it a try.",5,headspace-meditation-sleep,493145008,
The Best!,False,Maxwellc11,2020-03-22 12:37:52,"Headspace is by far the best mindfulness meditation app out there and I have tried several. It has been live changing. There are organized options for you depending on your need. Over the last year or so additional features (I.e. movement exercises, SOS quick meditations, sleepcasts, etc) have been added as well! THANK YOU, HEADSPACE!",5,headspace-meditation-sleep,493145008,
"Sleep stories are so helpful but need more, please",False,cwebrog,2020-01-19 15:08:14,"I adore the sleep stories with the wind downs. They’ve enabled me to stop tossing and turning for hours. However, I wish this app would add new ones... Many new ones the way Calm app does. Some of the Headspace stories are soothing to me, likely due to the British narrators. Having purchased the premium version of this app, I do expect the app do offer more",4,headspace-meditation-sleep,493145008,
Charged and no access,False,Real Darp,2020-01-04 05:43:50,"They charged me a subscription fee and started me all over with the basics. Not to mention I am locked out of anything other than basics. Lag on customer support too. Disappointed for how expensive it is. Pretty basic meditations. When he says let your mind be free and to stop focusing, he continues talking about how it’s fine if thoughts pop up...would prefer he quit talking at that point.",3,headspace-meditation-sleep,493145008,
Subscription issues,False,Mailing an,2020-01-02 18:24:11,I paid for a subscription and all of the meditations were still locked. So I emailed headspace support with no answer (still waiting for an answer about two weeks since I first emailed) . I thought maybe if I just tried to buy the monthly subscription again they would unlock. It said that I couldn’t buy a month subscription because I was already subscribed. :/ I have to give it one star because of these issues which is a real bummer because this was my favorite meditation app.,1,headspace-meditation-sleep,493145008,"{'id': 13297099, 'body': ""We're so sorry that you experienced a delay in our response. We have been seeing higher than normal volume and doing our best to respond to inquiries in the order in which we receive them. If you have not received a reply yet, please reach back out to help@headspace.com so we can better assist. Thank you for your patience."", 'modified': '2020-02-04T23:44:22Z'}"
Great for falling asleep!,False,drglbustilloa,2021-06-10 15:48:53,"If you struggle with a hyperactive mind at night this app has great short (customizable) meditations and exercises for bedtime. 

I set my timer for 10mins and to be honest I am OUT before the meditation is over! I have been waking up feeling refreshed and without needing an alarm clock. 

Would love to see an extension (?) for laptop and Apple TV.",5,headspace-meditation-sleep,493145008,
Loving the positive way to start my day!,False,kindly- happy,2021-06-10 12:59:19,"I have been using Headspace seriously for about a Month now and am loving the daily wake up. Really starts my day off well! The partnership with the Lincoln Center dancing has been awesome 👏 Today I learned some Flamenco- my husband was duly impressed 💗
Thank you for creating a positive start to my day!",5,headspace-meditation-sleep,493145008,
Terrific app!!,False,New mommy 2007,2021-05-19 11:04:58,I don’t typically review apps but this one has really made an impact on me.  The app is easy to use and seems to reach me where I am.  They are thoughtful sessions and manageable topics.  Very easy to use!  I also like that it keeps track of use and accountability since that makes be feel even more engaged.,5,headspace-meditation-sleep,493145008,
Love headspace but...,False,taikiosen,2021-06-01 13:49:02,"I use to love my morning routine where I listen to Andy’s talk on podcast and spend 30 mins of meditation on the app. But since the podcast  and some of the meditation practices switched to Eve (not that I have anything against Eve), I quit the podcast and have been unsuccessfully trying to find other programs on the app. I really like Andy and I hope he’s not trying to quit.",4,headspace-meditation-sleep,493145008,
My not-so-secret superpower,False,skyells,2021-05-03 12:59:38,"Headspace has undoubtedly become my antidote to modern life. The app is so easy to use based on what I need in my life at any given moment, and the videos are extremely approachable to understand. I cannot speak highly enough of this platform and the power to heal and re-balance the body & mind.",5,headspace-meditation-sleep,493145008,
Pretty good,True,Thermostat404*,2021-04-27 23:23:41,"I appreciate the small app size, play/ pause control of basic meditations from lock screen, the different recording lengths, the Sleepcasts with the audio mix control, and lo-fi music (thank you), and dark mode (love it, but an on/ off switch could be good). The price is alright, but may be a little high for some.",5,headspace-meditation-sleep,493145008,"{'id': 16546241, 'body': 'Sorry for the trouble! We did experience a bit of an outage today, but that has been fixed and you should be able to access your content now.', 'modified': '2020-07-11T00:03:40Z'}"
Calm,False,cady5,2021-04-21 19:23:43,"I feel so much calmer now then ever! (Especially cause I have ADHD, anxiety, and a little of depression) It really helps me walk through the steps and realize there is so much you can do with just a little meditation and time. You can learn to relax, accomplish goals, sleep better and so much more in just 15 (or less) minuets a day!!",5,headspace-meditation-sleep,493145008,
Made for your benefit and not anyone elses,False,Jazzyplaya,2021-02-21 03:08:43,"The money I spent on this app was 100% worth it. This app is incredible and I recommend it to everyone, whether you regularly deal with stressors or if your life is fairly balanced. No matter who or where you are in life currently the habits this app gives you will benefit you long term :)",5,headspace-meditation-sleep,493145008,
Finally learning what mindfulness is,False,Fredmuuk,2021-02-17 13:42:07,"After years of owning an iPhone and numerous apps, this is the first time I feel the urge to write a review about an app! Headspace has helped me tremendously through the most difficult time of my live. I struggle with severe anxiety. Andy - I can’t thank you enough for being such an inspiration.",5,headspace-meditation-sleep,493145008,
Unique and user friendly,False,Cool lady.,2021-02-10 16:18:39,"I have not been very good at meditation in the past. Headspace meditations have helped me turn that around. The great 1 minute videos for tools and techniques are fun and easy to wrap my head around. The longer meditations are very relaxing and available on so many topics. Thanks, Headspace, I am hooked on your vibe! Pamela",5,headspace-meditation-sleep,493145008,
Easy way to learn to meditate & grow,False,Lelabela,2021-02-05 02:57:29,"I had no idea how to mediate when I started, and this app walks you through the whole process - plus, it’s fun and informative! The daily new mediations keep the content fresh, there are so many series that relate to my life, and it’s great for my son to help him fall asleep. Bottom line - life changing!",5,headspace-meditation-sleep,493145008,
"Not to overreact, but life-changing app",False,Gary Veg,2021-02-03 21:35:22,"Love the way it streamlines the process of meditation and makes it accessible to anyone. It does an excellent job of teaching the core skills for meditation, and teaching you how to use what you learn in your everyday life. Highly recommend for anyone looking to find some piece of mind and just be happier.",5,headspace-meditation-sleep,493145008,
The best app I’ve ever downloaded,False,astrojax44,2021-02-01 04:49:45,I’m not kidding. Download this! You’ll love it and you won’t regret it. I’m a student so I get it for 10$ a month. And I use it everyday sometimes twice a day. There’s thousands of meditations on here. Mindful Workouts. But my two personal favorites are the sleep casts (bedtime stories) and the wake up videos!,5,headspace-meditation-sleep,493145008,
Loyal user,False,Jcjfdjxjckfkxkvkc,2021-01-22 15:07:23,"After trying to meditate on my own for many years, Headspace helped me cultivate a daily practice. I’ve now used it almost every day for several years. The app has a wide selection of meditations and durations. It’s is reliable and easy to use. And I’m fortunate that my company pays for the subscription.",5,headspace-meditation-sleep,493145008,
Great for meditation but the app needs some work,False,Stinker tinker,2021-01-31 04:14:06,"This is really great for learning to meditate. I’ve gotten A LOT out of it and I couldn’t be more grateful for the peace I’ve gained. The app functionality is a little underwhelming. It’s sorted, which is great. And I can search for a specific topic. But you can’t mark them for later. I wish I could just click a button to review later.",4,headspace-meditation-sleep,493145008,
Great life hack,False,Red Tanager,2021-01-20 14:28:39,"This app makes daily meditation possible for me. When I’m exhausted and I feel like I can’t sit still for 20 minutes on my own, this app has a way of “tricking” me into doing that very same thing. Sometimes, finding the smooth path in my life involves tricking my clever and devious brain. This app is a great life hack",5,headspace-meditation-sleep,493145008,
Meditation Made Easy,False,Nellular,2021-01-14 09:20:03,I love how each instructor has their own unique offering in their tone of voice. But as a whole this app allows you to easy access a meditative space with a huge variety of meditation needs. From anger to a simple daily practice with variations in time as well. Thank you Headspace,5,headspace-meditation-sleep,493145008,
Fabulous App,False,Nit-Noi Mum,2020-12-10 13:38:27,"Quite simply - where would I be without Headspace? I’m four years into it, have done thousands of sessions and it’s been my lifeline through this current crisis. I can’t recommend it highly enough. Andy is an inspiration to us all. I say go for it.... pretty soon it will become a habit of the very best kind:).",5,headspace-meditation-sleep,493145008,
Thank you so much,False,carters new life,2020-12-04 17:43:04,I’ve only tooken 1 class and I feel great my mind is free and I feel at peace I was having troubles with my mind thinking about things I don’t want it too and then I took this class and I feel a lot better thank u so much and once I took the class I felt amazing for the rest of the day,5,headspace-meditation-sleep,493145008,
Just AMAZING,False,nothings stopping me,2020-08-01 05:14:41,When I first got this app I was a little skeptical but that soon changed after like 5 minutes it was amazing! Plus it helped me get to bed SO much quicker whoever developed this app thank you! If your considering getting this app a would totally get it it has helped me soo much in the past week I love it!,5,headspace-meditation-sleep,493145008,
Love the daily videos,False,followyour❤️,2020-11-20 02:23:42,"Headspace is a great app. I’m not especially into meditation, but I love watching the insightful and inspiring videos posted daily and listening to Rainday Antiques. I was hoping that one or two different sleepcasts could be made available on the free version, though. It’s slightly disappointing (though I LOVE listening to rainday antiques). It’s a great app other than the limited content.",4,headspace-meditation-sleep,493145008,
this app is amazing.,False,Xunetv102938,2020-07-14 08:28:55,"i have paid for the version to unlock everything and it was the best purchase i've ever made.
     every night i have trouble falling asleep. i used to listen to asmr but that stopped working. the sleep casts have helped me so much!! i fall asleep 10-15 minutes in. 
     i also struggle to stay asleep. i wake up every day extremely early for no good reason, the night time sos exercises send me right back to sleep. i do, however, wish there was more of them because it does get a tiny bit repetitive.
     i have not tried much of the meditation part of the app but i plan to do so soon.",5,headspace-meditation-sleep,493145008,
Simply the best,False,MickeyBond95,2020-06-01 19:38:45,"Of all the apps for meditation and personal time headspace is leagues ahead. The smooth voice of guided meditation helps me get through the most stressful times, even if it’s a simple 10 minute session. 

The free version offers some amazing sessions so it’s clear headspace aren’t just in it for the money, they really care.",5,headspace-meditation-sleep,493145008,
