userName,rating,date,title,review,isEdited,app_name,app_id,developerResponse
JBatts4444,5,2020-10-18 08:34:25,Calm,"Calm is great! If and when I have trouble sleeping, it always helps! I definitely recommend this for others.",False,calm,571800810,
Cordova Granny,5,2020-08-29 17:13:33,Perfect for me,This helps me relax and not think about of anything else it relaxes me so much definitely not going to delete this app,False,calm,571800810,
somecows,1,2020-09-17 07:10:16,Are there any free features?,"I don’t understand the point of this app and deleted it almost immediately. As far as I can tell, every feature requires a paid subscription. There’s nothing wrong with paid apps - but why make it a free download if you can’t actually use it for free? Waste of time.",False,calm,571800810,
cheer_stephy11,3,2020-08-30 02:46:29,why i sort of like it and dis like it,"i like this app because it helped me calm down and relax a lot, but my problem is that most of the there’s only like 5 options that are free and i don’t have the money (because i’m only a teenager) to pay 70 dollars a year to use this. yes it sounds like very little money but i have bigger things to save up for. so please i suggest to you to make more of the items free instead of needing a membership for an app just to teach you to calm down and destress.",False,calm,571800810,
pentagram pizza :),5,2020-08-06 11:49:04,Harmony killion,This app is legit! I had a habit of sleeping all day and staying up all night but after using calm my sleep schedule was back on track :),False,calm,571800810,
Mi'Khai,1,2020-08-14 07:38:16,Only for people who are willing to pay,"I’ve been having trouble sleeping and I thought that this app could help, and although I knew that there would be things that I couldn’t do bc I didnt have premium I didn’t think that EVERYTHING would be blocked off if you didn’t pay. So if you are not willing to pay then DONT INSTALL THIS APP it won’t help🤷🏾‍♀️",False,calm,571800810,
Golfingmeme,5,2020-07-10 11:18:51,Calm,"This app is very important to me as it reminds me to attend to my meditation practice. I like all it makes available to me. It’s a great teacher.
What happened? The app stopped working!",False,calm,571800810,
Dont Buy! :(,1,2020-08-05 07:01:57,Worst App Ever - Crashes 90% of the Time,"Imagine trying to relax to get in a peaceful frame of mind, and the app crashes. It makes you more frustrated and upset. Don’t pay $70 for this garbage app. I’ve reinstalled the app at least 10 times. It’s insanity they can’t fix the crashing problem. Find whatever the competition is and use it.",False,calm,571800810,
RandomIfunnyUser,1,2020-07-28 04:32:25,Everything is premium,Seriously. Everything is on premium. I have a lot of anxiety and i suffer from clinical depression. I downloaded this to try and see if it would help but I just can’t afford to pay for the premium to do anything on this app. Just wish there were a few more things that are accessible for free,False,calm,571800810,
1005heath,1,2020-07-25 04:40:59,Disappointed,Like many apps that get good ratings they say it’s free but charge you I just can’t do it right now and sad I can’t try it without forcing me to subscribe. Be nice to try it without having to worry about having to cancel in a week if it’s not working. Many reasons for this but mayne and still looking for apps that don’t so this.,False,calm,571800810,
navydude21,5,2020-07-10 04:38:46,Calm review,I literally just did the first meditation before I’m going to bed and I feel so relaxed! It actually helped me calm down! 10/10 from me,False,calm,571800810,
Sofiaolivas,5,2020-07-09 19:38:28,Harry Styles made me do it,"For the record, I only downloaded this app so I could hear his angelic voice thank you",False,calm,571800810,
Cupcakegirl333,5,2020-06-07 14:44:11,All I can say is... wow,"I love this app! It helped me with my anxiety and depression. It’s like a online therapist, it’s truly life changing. If you want to relax, I definitely recommend this app.",False,calm,571800810,
Mariag Gail,5,2020-06-07 03:20:17,Help!,I have loved this app until the last few days. My app won’t open. Very frustrating. Help!,False,calm,571800810,
Best app for sleep reason,5,2020-06-05 04:25:46,5 stars reason,"I wrote 5 stars because it help me sleep meditate and it has a great story’s and it has everything meditation,ASMR,landscape,story’s, and that is why I 5 star reviewed it",False,calm,571800810,
pianopam,5,2020-05-25 19:34:46,Amazing,I love this app so much. I am able to feel calm during stressful times and I love being able to just be me,False,calm,571800810,
bill pines,4,2020-06-05 01:43:14,Found and liked anything I could!,There was not much that was unlock so I took the time to find as much as I could and like it so it is easier to find!,False,calm,571800810,
Ayana Patterson,5,2020-05-15 23:09:36,I love it!,I love this app it really helps me fall asleep because I have sleeping problems when I’m trying to sleep but I can’t so this really helps me a lot,False,calm,571800810,
HeyTikToker,5,2020-05-08 13:26:10,Read,"I think this app is amazing. I had a very painful headache and couldn’t sleep, but when I listened to blue gold I fell asleep in like 2 minutes.",False,calm,571800810,
Nats Gnat,2,2020-05-11 02:02:13,Eh,It’s not very calming when I can’t even listen to any of the things because they are all premium and I don’t want to pay $70 a year for it. If not everything was premium then I think it would be ok but I can’t listen to any of the things I want to when I’m trying to sleep.,False,calm,571800810,
Kamelo01,5,2020-04-26 21:49:19,The best app to have,I was able to find good relaxing music for my kids and myself. I totally recommend it.,False,calm,571800810,
Blessedwithpeace,5,2020-04-26 13:01:44,Payment,Is it possible to get the annual subscription but pay for it monthly?,False,calm,571800810,
meditation resister,5,2020-04-16 13:40:13,A great way in,"I think I’ve finally found my way to get into a meditation practice. It’s easy, accessible and helpful.",False,calm,571800810,
lotherm69,1,2020-04-19 20:46:45,Just downloaded&deleted,"Don’t bother downloading unless you have the extra 💰 to spend. I have the Sonos app and it just popped under my ‘subscriptions’,...so ...no 
Then they have a basketball player talking about meditation, I wonder how much money he gets from whoever create this app , no wonder they charge so much they have to get their money back somehow smh.",False,calm,571800810,
R. Jenkins 80,5,2020-04-15 13:34:07,Thank you.,"I have enjoyed and benefited from Calm for over two years. It is part of my new season and I love it in my life, Thank you.",False,calm,571800810,
CJMack35,5,2020-03-26 13:18:47,Great app but expensive,I love this app! I’m only in the free trial period but it’s probably the best relaxation app I’ve tried so far. But $70/year!?! Wow!! That’s awfully steep in my opinion. I’m not sure I can justify that.,False,calm,571800810,
twoodswow,5,2020-03-17 14:27:33,Put my daughter and me right to sleep!,"Ok, seriously- whoever thought of this app is AMAZING! I can’t wait wait to use this for meditation. Also the voices on here- mind blown!",False,calm,571800810,
Vixen da reindeer,5,2020-02-26 06:15:30,So soothing,I fall asleep in seconds when I put a story on. There is nothing that you guys could do to n make it better. This is the best app ever.,False,calm,571800810,
NYGIRL12,5,2020-02-09 02:36:46,No more sleeping pills,"I cannot afford to hook up yet with the full service  yet ,  but just wanted to thank you so much no more sleeping pills thank you for caring about people 
Luvv N.Y. Sue",False,calm,571800810,
Classic_HOODIE35,5,2020-01-07 08:11:51,Life changer,"Just downloaded the app and its already adding life changes and benifits to my life. Highly reccomend, remember dont give up on yourself",False,calm,571800810,
9875859,1,2020-01-17 06:32:35,Used to love...,"I used to love this app but now I can only get it to work about 1/4th of the time. Every time I try and open it, it shuts off and goes back to the home screen. Before, I could get it to work if I did it a couple times, but now it just crashes. I will update my rating when this issue is fixed.",False,calm,571800810,
Vlval,2,2020-01-15 06:35:12,Going downhill,Longtime subscriber and the lack of updates the past six months is disappointing.  They had a great app and should have focused on adding sessions and stories in the same style that attracted and maintained so many customers.  It’s been nothing but downhill and likely won’t renew another year.,False,calm,571800810,
pEr$@n31,1,2020-01-13 01:16:24,There is barely anything,I was super excited to finally get this app but then I realized there is only like 6 things I can do and I don’t want to get the upgraded version because I have to pay money. I don’t have anything to do on that app except for a few things. Not even the music is open. It is very frustrating!,False,calm,571800810,
roc kelly,4,2020-01-04 04:43:05,Always Find the Lessons,"This has been Helpful in calm anxiety 
Focus on me some never had the opportunity to listen to my breathing the
Blood flowing through my body. Focus on my plan for my life.",False,calm,571800810,
ygvvgycxewzfbhubkugvygvyfv,5,2021-06-24 03:23:08,Great app,Love it 😍 I love it because it actually makes me fall asleep so I recommend it to you if you have trouble sleeping. Thanks for reading my review.,False,calm,571800810,
KeMo Therapy,5,2021-04-27 09:25:38,This app is great!,I just started using calm and I already love it to bits! It’s got a great selection of sounds and songs that are really relaxing and great for meditation. I love this app immensely.,False,calm,571800810,
13blt,3,2021-06-07 10:42:54,Nice but too expensive.,"It’s really nice, but it’s also really expensive. I will not be keeping it past the trial I would like to but I can’t afford it for the price that they are asking. It’s too much of a luxury. 5 stars if more affordable.",False,calm,571800810,
Brianna Dove,3,2021-05-31 08:33:28,Idk what to title this😂,I like this app but I think there should be more stuff unlocked because not everyone has the money for premium and this app really helps me it’s just you need premium for like everything,False,calm,571800810,
12519mamabear,4,2021-05-01 21:42:44,"Great app, would love to cast",If it was compatible with chromecast to view on my tv (like you tube ect.) it would be the perfect app in my opinion! My two year old daughter loves it as well. Thank you!,False,calm,571800810,
thepck43,1,2021-04-24 12:11:00,Too expensive,I’m the perfect customer for calm - I forgot to cancel before my free seven days were up so I was charged for a year of premium. This app is just not worth the price. Maybe $10 per year but $60?  Save your money. There are so many free mediation apps that have the same features and where you aren’t paying for TV commercials.,False,calm,571800810,
casey jesus,5,2021-04-19 12:32:56,Clam is amazing,Very time I use clam I always have the best sleep but when I don’t use clam I can’t seem to fall asleep or have a good night sleep,False,calm,571800810,
i l0ve g4ch4,5,2021-04-19 00:56:35,It’s great!!,Calm is so relaxing well the things in it are I love that every thing in the app is like a soft voice well that’s all I have no complaints,False,calm,571800810,
everyone elses support,5,2021-03-11 15:32:39,Anxiety,I have struggled with ptsd and anxiety for most of my life. Soothing sounds have helped me get me to a great defense for staving away past life experience and brought my life into a calmer state,False,calm,571800810,
heidikhan,1,2021-04-06 04:49:21,money worst spent,"where do i begin? functionalists are terrible. choices are limited. you have to listen to a whole series from the beginning and can’t customize a playlist. the de stressing meditation spends a long time telling you how bad stress is to your body. duh! i don’t need to listen to you to add to my stress! calm spent big bucks on celebrity narration. if you think anything is better just because a celebrity is involved, then by all means, download this a app with poor content. if you want an app that use your money on content and functionality, pass this up!",False,calm,571800810,
nfejviusjfdvujsfvf,5,2021-02-05 18:13:15,Great app,This app is the greatest I have ever used. My friends were harassing me and now I feel so calm and gentle. Thank you so much for making this app!,False,calm,571800810,
poiytcvjj,3,2021-02-15 04:52:35,Great when it works,I love the stories but the app isn’t great. Stopped working on my iPad months ago and now it no longer works on my iPhone. Just is stuck on “Take a deep breath”. Can’t use it and I paid for a subscription.,False,calm,571800810,
Sebastian Claramunt,5,2021-02-05 05:15:27,Stability,I have seen so much improvement with my mental health with this app but its a bit laggy and crashes a lot.,False,calm,571800810,
bumquist,5,2021-01-23 21:29:04,Needed!,This is wonderful after the last four years of turmoil! Right for the new attitude! Thank you so much!,False,calm,571800810,
D. Anthony1014,5,2020-12-16 23:43:46,AmazIng App,I’m only on day 2 of the learning how to meditate and I can already feel a shift in my mind and energy. Highly recommend this app.,False,calm,571800810,
Beakydoll,3,2021-01-23 02:58:59,Sifting for content,I used to have the app and most of the stuff I had access to I don’t anymore. It’s almost not worth it. With COVID financial struggles I’m not going to pay for it if the choice is getting gas for my car or medication refills.,False,calm,571800810,
Bill12894567,1,2021-01-17 16:15:57,Don’t bother unless you’re going to buy it,"Basically no free content. Hard to tell if the app would work well for me without getting a fair sampling of what to offer. I prefer the app MyLife. Lots of free content and an option to upgrade. I hardly ever buy apps, but I’ll likely buy MyLife based on everything I’ve been able to sample.",False,calm,571800810,
MikeDinMB,2,2021-01-14 19:12:59,Beware: Trial renews to expensive annual fee,"It’s unfortunate they roll you from trial into an expensive $70 1-year plan. Shady, especially in this economic time, and caused me to cancel.  Provide monthly value to your customers and you won’t need churn-reduction techniques like this. You got a cancel out of me as a result and a “never again”.",False,calm,571800810,
SeanCyclone,3,2021-01-02 05:29:46,"Great for beginners, much to be desired...","Great app for beginners new to meditation, but for those of us who have been meditating for years it is sorely lacking in variety. I would love to have more variety!! Such as lucid dreaming meditations, & meditations geared toward opening your third eye, or increasing your intuition.",False,calm,571800810,
DoctorPat,4,2020-12-19 14:33:04,Pain,How to deal with sharp pain when trying to meditate. Pain interferes and I make it stop. I feel that if I could hold on to it I could maybe manage it.,False,calm,571800810,
brtiitstarwer,5,2020-12-01 07:00:24,Great for anyone with anxiety,My husband struggles to sleep a lot because his “ heads always full”” as he puts it and Calm is the best remedy we’ve found. It’s truly a gift,False,calm,571800810,
Harrison Millis,5,2020-12-01 03:52:37,A “calm” review,"I love the easy access, calming atmosphere, and all around feel of this app. I truly appreciate all that this app has done to help me. Thank you.",False,calm,571800810,
cooljiglhkds,5,2020-11-19 05:28:58,Calm rate,I love this app this help me with everything especially sleep I never knew how to go to sleep now I do with this app this app changed my life,False,calm,571800810,
Aless_and40,5,2020-11-16 15:58:43,Calm is the BEST!,I’m just 9 and I think this app is awesome! I’ve been in a lot and this helps me ALOT. It’s also has very good sleep stories. I HIGHLY recommend this app for anyone!,False,calm,571800810,
Serenity Sarah,5,2020-11-14 02:36:58,Calm,It is awesome. I love to use it to meditate and calm down. The scenes are beautiful and I love the all of the pretty music on the app. It is helpful during the day when I have exited or stress.,False,calm,571800810,
froco,5,2020-11-10 13:38:56,Amazing,Purchased this app years ago. The children love these sleep stories and it helps them fall asleep and STAY in their own beds!,False,calm,571800810,
painly,5,2020-10-10 14:58:04,Nice way to start the day!,"I do this first thing in the morning!
It gives me something to focus on throughout the day!",False,calm,571800810,
kando35,1,2020-11-01 20:13:25,Its not a free app at all,"You only gain access to 3 or 4 audio’s in the whole app but if you want more you need to take pay an annual fee for it. False advertising because nothing is free about this app, you’re better off on something like headspace or something, even tho you need to pay their too, Atleast the free package is decent unlike calm app.",False,calm,571800810,
ettysdaughter,5,2020-10-06 23:26:09,"pictures, sound effects , zen voice",Like all the effectsWhat could be better 😘,False,calm,571800810,
' -8,5,2020-10-01 13:09:24,63 day streak,Amazing app and I am repeating the 21 days program the third time. The ideas and insight that program gave me is amazing. Definitely recommended to everyone,False,calm,571800810,
Kincora,5,2020-09-19 11:56:31,Crossing Ireland by Train,This is one of my favorite stories - never get to hear the end as I drift off about 10 minutes in.....,False,calm,571800810,
YEETDNJDD,5,2020-08-08 02:56:52,Best app for sleeping,I had a huge tournament tommorow morning and couldn’t go to sleep but I found this on tiktok scrolling and I fell right asleep 10/10,False,calm,571800810,
stac40,3,2020-09-07 11:13:47,Takes forever,Everything takes forever to load. Yesterday the whole thing was unavailable.  So far it’s been a little frustrating for $70,False,calm,571800810,
Shell bu the sea!,5,2020-07-31 13:41:43,Amazing app,What theBusy day today craziness and stressful mess and dealing with this awful pandemic Calm helps me Relax and teach me to meditate. I’ve never meditated in my life I was recommended by my therapist and I’m grateful for this app.,False,calm,571800810,
JamesBond,5,2020-07-23 23:04:33,"More Anna Acton, please!",I’m already a subscriber. (That’s how much I rely on this app to keep me calm.) But I would pay extra for more (or longer) sleep stories by Anna Acton! Just saying...,False,calm,571800810,
Tina Megan Taylor,5,2020-06-22 16:26:07,Charging for stories,I love calm but u can only get like  1 story then u have to play fir the rest I feel like they shouldn’t charge u for the story’s,False,calm,571800810,
disgruntledreviews,2,2020-07-15 01:33:34,Paywall,"Have been using this app for a few years now, when there was a decent amount of content for FREE. Now suddenly virtually all features are behind a paywall???? With no warning whatsoever!!! Lousy move!! Will be checking out other options for mindfulness and mediation.",False,calm,571800810,
dakotawhe,5,2020-05-15 15:26:07,It helps,It has helped be calm and put my mind  at ease and I have only had it for 20 minutes,False,calm,571800810,
bobba tea is the best,3,2020-06-01 13:50:32,Star rating,This is amazing but I wish non were locked because I don’t always have to listen to the same thing that’s why I’m rating it a 3 sorry I wish I could do more but I don’t like the locked ones,False,calm,571800810,
i love brussel sprouts,3,2020-05-18 09:52:38,<3,"You know I love the app and the stories, don’t get me wrong but like everything is locked and I can’t use some of it because I have to pay for it. I’m not allowed to pay for things on my phone because I am a kid. 😁",False,calm,571800810,
apple 202❤️,5,2020-05-08 16:02:58,Best app ever,This app is great for sleeping I have had the app for three days and I have been able to sleep perfect I recommend this app to everyone,False,calm,571800810,
lowsy company,1,2020-05-14 20:55:18,Your commercial is not right!,"You advertised on tv “download app for free”. I did so, but I saw at the end that you are going to charge me after one week; so I hit “cancel”. However, I am not sure if it cancelled. Now I have to spend tons of time trying to get confirmation that you did indeed cancel.
So, calm, please cancel right away and ..........buyer beware!!!!",False,calm,571800810,
JustSquabbie,1,2020-05-14 18:15:25,completely pointless,"Its all locked. it’s literally all locked. at least headspace was more generous with it. who in their right mind would pay 60 dollars a year on a MOBILE APP for something they aren’t going to use later on in life anyway?

shame on you, calm. greed before generosity, once again.",False,calm,571800810,
Charlotte@maimor,3,2020-04-12 21:43:26,Purchases,"I think that this is a great app! But I think, that if really the whole point of the app is to help people and not just make a profit, then I think that the in-app purchases are unnecessary and take away the whole point of the app.",False,calm,571800810,
bunno23,2,2020-04-22 05:43:54,Too many locked features,"I’m 14 and I’m dealing with many issues right now. I saw this app and I figured that it’s features would be free. I open the app to see that not only are half of the features locked, but you need to have a payed membership to use them.",False,calm,571800810,
idk1234567890123456789012345,2,2020-04-21 13:02:44,Have to pay,It seemed to have really good reviews and I got the app and there is little options for people who don’t want to buy premium. Especially with what is going on now it is hard for people to spend money on stuff they don’t absoulutly need. $70 for a year?!,False,calm,571800810,
kai.s.b,5,2020-04-09 07:38:11,Best for sleep,"I’m an anxious person. Sometimes at night my mind races a thousand miles per hour. This app calms me down and helps me sleep. Thanks so much, love it.",False,calm,571800810,
Ajeeboghareeb,5,2020-04-01 04:18:36,Premium,I just wish the premium was cheaper or at least free cause then it doesn’t really help,False,calm,571800810,
CoachRebecca,1,2020-04-04 14:27:07,"Wow, really?","In loved that this app had a few free song selections in each category, but now everything is locked. You’d think that with the current state of the world they wouldn’t take away the free options and take advantage of people to try to get more sales in this stressful time. So disappointed!",False,calm,571800810,
Todoroki.best.boi,4,2020-04-03 01:43:46,Very good! But..,"This is a very good app and I totally recommend it to sleep well and calm down, but almost everything is trail. You guys really sort of need to calm down on how many you make for trail only.",False,calm,571800810,
puzazz3,5,2020-03-28 12:22:46,Love it,"I have had this for years, I show this web site to my patients.  Scenery with sound is fantastic",False,calm,571800810,
yiddry12988,2,2020-03-30 12:03:40,Not a lot of free sounds for me to want to buy anything,"i only see one free bedtime when i open this app and the rest is locked, So i have nothing to base the rest of this app on. But for your app to grow i would suggest putting in at least one free product in every category.",False,calm,571800810,
dolphingirl😜😜😜😜😜😜,2,2020-03-29 03:24:40,Really??,Look I want to find a app that is free I’m just wanting a app that will help me sleep without having to pay something I like it but if you don’t pay there is no point of getting it because there is 1 thing that is free I have to go find a free one which is not easy 🥺😩😫😖😣,False,calm,571800810,
dog16278&8,5,2020-03-12 23:13:05,Amazing app,The app is very good and I can get to one session that I want with ease it helps me after a work out and before I go to sleep,False,calm,571800810,
MargaritaVG,1,2020-03-25 22:19:47,Expensive,"They do not disclose that you have to put a credit card before you can even review their Trial   period.  Trial period should be entirely free without having to provide credit/bank information.  First of all disclose that it is not free.  Second, If i like it, i will provide payment info, not before.",False,calm,571800810,
BNana4,2,2020-03-24 14:50:49,Not really a free app,"Calm is touted and advertised as being free, but there are only one or two pieces that one can use for free. All of the other offerings would incur a yearly fee. I have only used one offering so I cannot honestly tell you how good they are. And perhaps all of the apps like this one do incur a fee, I have not looked.",False,calm,571800810,
Schley_Them_All,5,2020-02-20 05:44:33,Sleep Stories,"I love the sleep stories about space, gratitude, and ESPECIALLY the Matthew McConaughey’s “Wonder”. Can we please get more like these? The deep voices really help put me to sleep (or it is just Matthew?).",False,calm,571800810,
JessTheBest472,4,2020-02-23 05:06:20,Love it! So calming!,Everyday I wake up and do an episode of meditation and it calms me for the day. This app has made me so calm and relaxing and it helps me go asleep quicker. The people’s voices who narrate the episodes are so calming! Overall just an awesome app.,False,calm,571800810,
happymama77,5,2020-01-16 05:15:08,Life affirming,"The best app I have. I’ve used Calm for 3 years and many messages seem to resignate at just the right time. Wonderfully done, works great, and nice perks like the free Calm app massage chairs at airports!",False,calm,571800810,
Kassiejojo,3,2020-02-12 03:32:48,Great meditation but... not really Family Sharing,"This app seems great, and I purchased it expecting that my kids could use it too.  Except the premium purchase can’t be used for family sharing.",False,calm,571800810,
Rundannirun,1,2020-01-19 19:51:34,Calm app lacking,"The calm app, the one I have to use as it is linked with my health insurance. Is very superficial. It only has like 5-6 session to use. Otherwise you have to buy the app for $48. I am very disappointed in the selection they have to offer without buying the app. Would not use it if it wasn’t the only meditation app linked with vitality.",False,calm,571800810,
LynxBoi925,5,2020-01-13 11:52:35,Calm indeed,"It has helped me, with mental, and anxiety problems, not that I had many, but you don’t even need premium to feel good",False,calm,571800810,
Z-man76548920,4,2020-01-13 01:47:05,I like it,"I love everything about this app but you need to do calm trial if you want the good stuff. If it was like 20 to 40 bucks I would’ve paid for it but it’s 70 dollars!!!! Anyway, I like the app all in all.",False,calm,571800810,
Hsugrad96,5,2021-07-03 08:10:25,Peaceful sleep and relaxation,This is my favorite app! Love it so much it is part of my nightly routine!  Thank you from the bottom of my heart for making this amazing app.  ❤️🙌🥰,False,calm,571800810,
origkimb,1,2021-07-03 16:54:54,Why did you charge me?,I never signed up for anything. I downloaded the app and once I saw you had to subscribe I deleted it. Next thing I know I’m being charged. Never agreed to it. Never put in my password to purchase. Everyone needs to be aware that you are ripping people off. I already started a dispute with my bank.,False,calm,571800810,
lamis00,5,2021-06-15 04:34:29,Inspire,"I love the podcasts there and stories. It gets me inspired and motivated in the mornings and the meditation is very helpful. However, I’d recommend Calm to have a wider selection of voices for meditation",False,calm,571800810,
jfhdre,5,2021-04-26 12:16:23,Amazing,I got this app just so I could listen to Harry Styles bed time story it is amazing and I fall asleep super quick beat thing he has ever done,False,calm,571800810,
Bakers_Acre,2,2021-06-14 02:43:25,What happened?,"Haven’t used the app for a long time, but a few years ago it was instrumental in helping me get my stress and blood pressure under control. Now everything’s hidden behind a paywall and the free features are pretty useless. Guess it’s time to delete - what a shame.",False,calm,571800810,
fbonds,1,2021-05-10 13:05:57,Scam,"IMHO there is a significant difference between “offers in-app purchases” and bait & switch.   This app is the latter.  Pretends to be free, asks you a bunch of questions and takes your personal info AND THEN reveals you have to pay to proceed.  You’ve already made a payment providing your personal marketable info, but too bad so sad you get nothing for that.  AVOID",False,calm,571800810,
LaxMom216,5,2021-04-12 21:51:08,Use this app religiously,There are so many great features to this app. My entire family uses it regularly.,False,calm,571800810,
Narcotic79,1,2021-04-21 13:45:14,Always Broken,"For the price, and the amount of success this company has had, you’d think they would have an app that consistently works. Literally, every time I open it, it has some bug. I have deleted it and re-downloaded it so many times, I am simply sick of using it. I prefer Headspace at this point.",False,calm,571800810,
symbiosis13,5,2021-04-04 14:33:54,10 minutes a day,"Meditation always seemed an unattainable feat, but a small dedication of time can change so much.",False,calm,571800810,
kittykatlover_78,5,2021-03-02 02:57:20,The best app ever!!!,I use this app every night and so does my daughter! This is the best variety of sleep stories and lullabies I’ve ever come across. Thank you Calm!,False,calm,571800810,
Hazardous1075,1,2021-02-25 05:39:08,Ridiculously expensive,"If you are willing to pay $70 for a app you keep paying for every year, you’re an idiot!!!  There’s nothing on this app that is worth paying every year. I would have paid it once. But not every year. Stupid is as stupid does!!!
There are so many free meditations out there that are so much better.",False,calm,571800810,
ujnhunhu,5,2021-02-25 02:15:09,Recommend,This helped me go to sleep many times plz consider purchasing,False,calm,571800810,
Bex_Exprex,5,2021-02-08 17:24:34,Lifetime Member,I love the diversity of options available to relax as each day is different for me for what helps my anxiety best. Love love love the sleep stories and soundscapes the best. And the Moby tracks.,False,calm,571800810,
krisleechimas,1,2021-02-11 21:21:12,FORCE CLOSES,Please fix this as the previous two updates have made the app freeze on the “take a deep breath screen” then force closes after a few more seconds. I heavily rely on this app to help reduce my anxiety and stress and it’s been very hard to manage lately without having the programs you offer readily available.,False,calm,571800810,"{'id': 21407230, 'body': 'So sorry for the trouble you\'ve experienced! Please try leaving the app open on the loading screen, as this should allow the app to fully load. Upon subsequent app launches, the app should then load normally without any delay on the ""take a deep breath"" screen. If you are experiencing issues on an older version of the iOS app, please update to the latest version, then follow the steps above if you experience any loading issues.', 'modified': '2021-03-02T20:34:20Z'}"
amyLittleTX,5,2021-02-06 02:08:53,Favorite app on my devices,This app is truly amazing. It got me through some of my darks days & helped me find light in my life again.,False,calm,571800810,
april2964,5,2021-01-23 13:05:29,New sleep stories,I’d like to see more updates on stories especially with female voice,False,calm,571800810,
"iloveancha,xo",4,2021-01-28 12:03:56,Everything in the app costs money,You guys should make the app so that you could do a FEW activities to unlock a FEW videos,False,calm,571800810,
TeriElle88,5,2020-12-30 17:10:14,Helps me stop smoking,Do it three times a day or more when craving cigs and you’ll see all need to be addicted to is breathing,False,calm,571800810,
pennylin4,3,2021-01-13 01:41:42,Pay,I love the app but you have to pay for pretty much evert thing. So crazy and unfair. I am in middle school and I can’t sleep. So i wanted to meditate and i found this app but I can’t pay for it. I don’t have the money. Please change this 😞 🙃,False,calm,571800810,
KennyBoyBlox,5,2020-12-15 13:58:34,It really helps me sleep,"Calm truly helps me sleep I got an extra 2 hours last night from calm, it just helps so much.",False,calm,571800810,
Imossir,4,2020-12-24 06:04:17,Tons of content,"Great service, took one star because it inconsistently displayed pay walls for some time after it was bought.",False,calm,571800810,
Ashivankar,5,2020-11-22 05:24:55,An essential for everyone!,Calm is one of the best tools for helping you take care of yourself and actually learn the art of living.,False,calm,571800810,
TLC Epic,5,2020-10-22 17:55:50,A perfect melody,Our baby is Down Syndrome. Prior finding this melody he had extreme difficulties falling to sleep.  Now between 2-5 minutes he’s asleep.,False,calm,571800810,
Manns41078,1,2020-10-25 17:08:50,Everything is locked 😒,Wanted to try this over other apps I’m using. Just about everything is locked to premium. I don’t want to start a trial to check out your content. Needs more free content so people can make decision without commitment. Yes I realize I can cancel before the trail is done and not get charged. Lure me a little.,False,calm,571800810,
RCCOLA74,5,2020-10-12 16:57:39,What A Change!!!,"I couldn’t get my heart to stop racing but now after just one session, I feel relaxed and more focused.",False,calm,571800810,
jalissaking20202020,4,2020-10-16 01:22:26,Pls don’t buy all of the things it want you to buy,I like it but the amount of thing it wants you to pay for is uneccesary so giving this a 4-5,False,calm,571800810,
msnissany,5,2020-09-08 04:05:35,Relaxing,I feel so much more relaxed and calm ever since using this app. It has really given me a different outlook on things,False,calm,571800810,
Nicthib,1,2020-09-09 04:49:27,SCAM,I clicked on a meditation and it went right to the annual $60 fee. It immediately CHARGED ME FOR IT. Before I even knew what happened Bc of my thumb print. Before I even knew what happened it said thank you for your purchase. I’m broke with anxiety and I get charged $60 for trying to do a 2 min meditation? It was so complicated to cancel it and I have to wait 48 HOURS TILL I GET A REFUND.....,False,calm,571800810,
Hiijijijj,5,2020-07-25 12:35:26,Very calming,It helps me calm down when I need to and it trains my mind. Without it I would not be able to fall asleep.,False,calm,571800810,
Mruther1,1,2020-09-01 06:11:21,Frustrating,"I have tried to use the app now for several nights and it will either not start at all or it will begin and just as I am getting into the meditation it shuts off... are you kidding?! 
Glad it is free with my insurance because I would be more than frustrated if I paid for this half “working” app!!!",False,calm,571800810,
DaBigBoi96,5,2020-07-19 13:28:58,Recommendations not working!!,"The app is awesome, but my recommendations bar has been  “calculating” for a week, could u please fix? Thanks!!!",False,calm,571800810,
happy cos,5,2020-07-18 01:11:12,I can FINALLLY sleep,"Thanks to this app, it now takes me less than 1 hr to sleep. Huge improvement from last month 👍",False,calm,571800810,
Alli🖖🏼💙,5,2020-07-16 15:46:25,Use this app!,Absolutely incredible! Because of “Calm” I have so many great tools to use on my figurative tool belt. I will recommend forever!,False,calm,571800810,
quiero ir a mexico,5,2020-07-14 02:47:05,Harry Styles 💙💚,I’m only here because I saw that Harry was gonna read us a bedtime story. & that they might ask Louis Tomlinson to read us one too. 🥺💙💚🆔,False,calm,571800810,
Paige the Inspired Customer,5,2020-07-10 05:48:10,Helped me  recommend,I can never sleep at night using this helped me now I can sleep amazingly,False,calm,571800810,
TurquioseBottle,4,2020-07-11 22:55:17,Smoothing! But....,I really like this app it’s just that you have to pay for Almost everything.....but I do like that you can tell how you feel today,False,calm,571800810,
obama come back,5,2020-07-09 04:48:28,Amazing,"Soothing sounds and the stories really get me relaxed. As a women, stress is always on me... this app takes me to another place. Love it and you will too. And a plus, Harry Styles.",False,calm,571800810,
shine263748,5,2020-06-25 04:35:37,Please,Can you make everything free please because I don’t have any money on my device,False,calm,571800810,
Tetcha,5,2020-05-30 19:04:01,Great app but times mixed up,Love the app but every am it asks me if I ready to go to bed?  Are you all on a different time schedule than I am?,False,calm,571800810,
