review,rating,date,isEdited,userName,title,app_name,app_id,developerResponse
I love this app because I do not process what I feel. So this forces me to acknowledge how I feel and why I may feel this way. This is a great starting point for me before I go to therapy.,5,2020-02-19 22:59:38,False,Jaeladidadi,Great way to check in with yourself and process,minddoc-your-companion,1052216403,
"What does this app have against correcting typos? I understand why someone would eliminate the option to discard an entry, but I’m such a grammar nerd that I don’t even want the app anymore, and that’s unfortunate because it’s such a transformative app! Groundbreaking.",5,2020-01-24 01:25:22,False,Grammerlite,Editing Entries,minddoc-your-companion,1052216403,"{'id': 13186107, 'body': ""Hello, thank you for the review. We are planning on introducing a feature that allows one to edit entries after submitting them, maybe that's going to serve just as well for your wish to only submit entries with correct grammar. (And please excuse any missing comma in this response :)) - Your Moodpath Team "", 'modified': '2020-01-29T18:07:59Z'}"
I am glad that I decided to download this and keep track of how I was feeling everyday. After 14 days it gave me an overview and it helped me understand why I have been feeling the way I do. Thank you Mind doc,5,2021-02-03 21:05:20,False,itzKay81,A really good app,minddoc-your-companion,1052216403,
This app has been very helpful to me to draw attention to behavioral patterns that I never recognized in myself.  It’s been enlightening.   I can’t wait to see if this self-awareness helps me overcome some challenges I’ve faced with depression.,5,2020-06-07 14:06:27,False,Word2URMama,Moodpath Finding My Behavioral Patterns,minddoc-your-companion,1052216403,
i have a lot of moodswings sometimes even multiple within one day and the app seems to get stuck on questions for different moodswings and won't ask me things that are relevant to what i'm experiencing in that particular moment. i could have felt that way recently but in the moment i'll be feeling entirely different so i'll answer differently and i feel its not giving me the most accurate results. other than that i really like this app and i find it helpful.,4,2020-06-21 22:04:09,False,ricecake74,it is nice but i have a hard time tracking my moodswings,minddoc-your-companion,1052216403,
"It's great! The only thing that I don't like is that it keeps asking the same questions and it makes me feel bored, annoyed and unmotivated on answering, so I stop answering, which affects the results. And secondary, some of the questions makes me uncomfortable, since I'm barely a teenager.",4,2020-11-19 04:04:13,False,Hannu*,🙂,minddoc-your-companion,1052216403,"{'id': 19248046, 'body': ""Hello, thank you so much for reaching out to us. We ask questions this often to ensure that the diagnosis we give you at the end of the two week period is backed up by solid evidence. However we understand it can be challenging to answer all the questions. Maybe enabling the custom reminders will help, so that you get the notifications when they suit you best. We are sorry that some questions make you feel uncomfortable. We'd really appreciate if you tell us more about this via feedback@minddoc.de, so we can work on this issue.\nBest, Your MindDoc team "", 'modified': '2020-11-20T15:04:32Z'}"
"after the most recent update, my questions sets aren’t all saving. for example, this morning, i completed the first set. by the second set, it showed that the first set had been missed. this happens every few days or so now when it didn’t before.",3,2020-11-05 01:12:38,False,strangemaryjane,Recent Update,minddoc-your-companion,1052216403,"{'id': 18996658, 'body': 'Hello, thank you for reaching out. We had some users reporting the same problem and our development team is working hard on fixing this bug. If you have any further questions or concerns, please contact us via feedback@minddoc.de. Your MindDoc team', 'modified': '2020-11-09T16:30:38Z'}"
"Moodpath is helping me to focus on myself and not so much on what others are doing, saying, or feeling. I have just recently started using Moodpath so will have to update my review at a later date.",5,2020-02-17 19:27:42,False,Lucky6963,Excellent so far,minddoc-your-companion,1052216403,
"I’m so young to be feeling this way at only thirteen, but this app has not only let me say how I’m feeling, but I can control my depression! It also has breaks to calm you down and it is just SO relaxing for me. Thank you, Moodpath!",5,2020-01-25 14:02:36,False,Bee from pinterest,Can help anyone!,minddoc-your-companion,1052216403,
"I really like this app! I struggle with manic depression and this has helped me keep track of my episodes! However, every other day or so, I will get one random notification in German, which I don’t speak. I don’t know how or why. Other than that, great app!!",4,2020-03-11 00:48:04,False,AmyWhiteRoses,Great app but weird error,minddoc-your-companion,1052216403,
this app has honestly helped me trough a lot. making sure i know how i’m feeling and asking me questions so i can regulate my emotions. 100% recommend. especially if your sad quite a bit.,5,2020-01-03 22:53:03,False,kaylee walls,Mood path,minddoc-your-companion,1052216403,
I use this frequently and enjoy the two week insights.  The negative emotions & situations emotions could use some more variety like worried or anxious. Other than that a fine mental health application.,5,2021-05-12 00:49:48,False,Bennzel97,Some Suggestions,minddoc-your-companion,1052216403,
"this app has become an essential in my daily life and really helps me keep track of my mental health. as someone who often struggles with how they feel, and doesn’t have a professional helping them out, this app gives me insight into what i could possibly be going through, and on top of that, gives feedback when your mood patterns change. the questions asked are relevant and remind me that i’m not the only one who feels these ways.",5,2020-04-13 05:58:07,False,eli lee kim,an essential!,minddoc-your-companion,1052216403,
It’s good for tracking your moods and realizing how you feel and immediately assessing that. But it’s a little unfortunate that a lot of “insights” are placed on your screen but just turns out to be an ad to put for the plus version of the app. A bit cruel in my opinion.,4,2020-07-09 22:39:46,False,alicar1999,Good,minddoc-your-companion,1052216403,
I have been inputting data but it does not allow customization and seems the more I use it and the more I pay I feel like I am getting scammed.,5,2020-04-08 09:19:20,False,hffuhvccxzdgvcfygc,Not sure what it does,minddoc-your-companion,1052216403,
The new updated questions are much more in depth and make me stop and think of things I may not have considered before.,5,2020-10-10 01:08:28,False,CurlyButtTomatoNose,Liking the updated questions,minddoc-your-companion,1052216403,
Love this app thoroughly.  So much that I decided to write a review.  I’ve never left a review for an app before.  It’s definitely helping me through this breakup as I get to see how my moods changed daily.  It’s a good reflection on my progress.,5,2020-03-26 17:44:41,False,GangstaHi,Best app,minddoc-your-companion,1052216403,
"•I’m a teen & some of the questions don’t apply to me. Teen mode?

•I am doing therapy. MindDoc is like Aah you need therapy! And I’m like yeah I know that’s why I am can there be some option to tell them “ya I’m good I’m doing that.” The same with medication^

•Also please add stuff for more diverse mental illnesses than anxiety and depression. Thank you!",3,2021-01-16 18:44:59,True,lds 🙂,More customizable please,minddoc-your-companion,1052216403,"{'id': 20434957, 'body': 'Hello, thank you for this very detailed feedback. Suggestions like this are very valuable to us and we will discuss the options to add therapy and medication with our team. Best wishes, Your MindDoc team ', 'modified': '2021-01-15T19:16:13Z'}"
I’ve missed so many insights because it doesn’t send push notifications anymore. I’m disappointed because I was on a roll now my logs look so barren because I don’t submit them in time. It defeats the purpose of the app If I don’t check in three times a day,3,2020-08-28 10:18:49,False,kiddyminaj,No reminders anymore,minddoc-your-companion,1052216403,"{'id': 19062511, 'body': ""Hello, thanks for reaching out! We are sorry to hear that you experienced some problems with the reminders. Please contact us via feedback@minddoc.de. We'd love to help. Your MindDoc team"", 'modified': '2020-11-12T09:20:48Z'}"
moodpath was always there for me and always let me know i had someone to talk to. they reminded me that i m important and that i can get help if i needed it and they offer great helpful options and articles to help you understand struggles better. THANK YOU!,4,2020-01-08 04:15:27,False,lizardlipz,my best supporter,minddoc-your-companion,1052216403,
"I downloaded this app and I answered about your questions, Then I went to create an account and every time I press on create account it does nothing. So I’m not going to be able to save my progress. I sent feedback to the app developers with my technical issue but who knows when it will be resolved.",2,2021-06-22 11:11:05,False,tamara3484,Create Account Issues,minddoc-your-companion,1052216403,
"I understand that it’s designed by professionals but I think, if there is an app that is able to help people get through a rough time, the entire program should be accessible without it being blocked.",4,2020-07-22 03:57:12,False,xwing pilot 72,Should be free,minddoc-your-companion,1052216403,"{'id': 16899734, 'body': ""Hello, thank you for your review. Unfortunately, the costs for health apps are still very rarely reimbursed by health insurance companies. But we are working on it and hope that soon clinics, doctors, and psychotherapists will see that Moodpath is a meaningful tool for their clients. This would help defray the costs for individual users. We are already in touch with clinics and health insurance companies about this possibility.In the meantime, we are looking for ways to compromise and offer solutions that are acceptable to all parties. We are definitely open to feedback from our users. If you like, please let me know what price you'd find fair for the content provided or what kind of content or features you're missing in the app to justify the monthly subscription price. - Your Moodpath Team"", 'modified': '2020-07-27T12:28:47Z'}"
Indicated I have severe depression and one of their what to do now suggests was to use their resources and then when I clicked it it was all the ones I’d have to pay for :/ However the app has made me more aware of what usually makes me sadder or happier so that’s good I guess,4,2020-02-09 17:29:30,False,alliesbear1,Well,minddoc-your-companion,1052216403,
I am a teenager but I’m trying to use this app to help with harming you know but I can’t pay for helping with my self confidence and other stuff like that. But I can’t pay for it and neither will my mom because she thinks I won’t use it. But besides that this app helps as much as it can.,3,2021-01-02 14:29:13,False,..........................o,"I wish it was free, free",minddoc-your-companion,1052216403,
"It's well rounded and informative, but I hate how every emotion is labeled either anxiety or depression. There's not an option for frustrated, angry or annoyed without it being considered anxiety. I was hoping this mood tracker would be useful for my bipolar 1 since it was recommended to me for it, but it's not a good fit at all.",3,2020-09-26 17:21:36,False,FaedraB,"It's good, but not a good fit",minddoc-your-companion,1052216403,"{'id': 18804619, 'body': 'Hello, thank you for your feedback. You can purchase MindDoc Plus in order to create custom tags for your emotions. We hope this was helpful. Your MindDoc Team.', 'modified': '2020-10-30T10:42:56Z'}"
"Just keeps asking the same few questions over and over again, as if I’m a shallow, one-dimensional robot whose only symptoms are loss of interest in things I usually enjoy and loss of energy. How about providing a full list of symptoms and/or questions, and each time I select which ones apply to me that day?",2,2020-02-28 23:35:55,False,WG533466,Frustrating,minddoc-your-companion,1052216403,"{'id': 14518683, 'body': 'hey, thank you for reaching out about this. We created and validated the questions based on commonly used depression diagnostics. However, we are constantly working on improving Moodpath and providing a full list of symptoms is a great idea. Write us anytime if you have other ideas for improvement, we are always happy to hear from our users and keep the suggestions in mind for the further development of the app. Thanks for your support! - Your Moodpath Team\n\nBest,', 'modified': '2020-04-07T13:23:16Z'}"
I’ve been using this for a while now and I really like it I would recommend getting it if your having a hard time with your mental health,5,2021-01-23 02:51:11,False,Addison wray,Love it,minddoc-your-companion,1052216403,
This app has definitely helped me see how I am and how I feel. I do wish you could go into more depth then yes or no. Some questions are a little more complicated than yes or no,4,2021-02-14 16:00:33,False,clairesilvers26,Been helpful but could use some things,minddoc-your-companion,1052216403,"{'id': 21092705, 'body': ""Hello, thank you for your feedback! We'd love to hear more about your suggestions about our questions. If you want to, please send us a mail via feedback@minddoc.de. Best wishes, \nYour MindDoc team "", 'modified': '2021-02-16T15:48:13Z'}"
"A lot better each day. Seems like it is myself, it’s just going to be one day at a time!! Thank y’all from TX",5,2020-06-28 10:12:00,False,1stgear,I seem to feel a little better every day!           Thank you from TX,minddoc-your-companion,1052216403,
"This app consistently never fails to help me everyday through what I’m feeling, it also provides articles to help the way I’m feeling which is awesome as well.",5,2020-05-25 17:26:05,False,Alannah0987,Very insightful and helpful,minddoc-your-companion,1052216403,
"It helped me with my anxiety. Also it has me feeling not so lonely . The employees are very nice and easy to talk to , I get this feeling of  reassured  that I’m talking  to a trust worthy person . I would highly recommend this app",5,2020-03-18 08:05:52,False,j.itzell,Best app ever,minddoc-your-companion,1052216403,
This app has really helped me recognize what I’m feeling when I’m feeling it. I would definitely recommend this to someone with depression or anxiety.,5,2020-02-28 13:14:33,False,ValiantNarnianQueen,This has helped a lot,minddoc-your-companion,1052216403,
"I’ve been super sad and stressed here lately, and I like how they let you say how you’ve been and what the positive and negative feelings you’ve had recently. Would recommend 😁😁🤩😊",5,2020-01-07 02:15:26,False,Chubduck,Moodpath,minddoc-your-companion,1052216403,
"It’s great app. It’s very helpful that it reminds me constantly to record/check up my moods regularly. Also, I like that it provides different questions every time. I haven’t received the report yet but I’m looking forward to it.",4,2020-02-23 07:44:20,False,chfjhcfg,Good,minddoc-your-companion,1052216403,
It exceeded my expectations as a customer. I am delighted with the quality of the app and amazed at how smart the questions are when it comes to tracking your daily feelings/emotions.,5,2020-01-04 07:31:39,False,areelii316,I love the app,minddoc-your-companion,1052216403,
"Very limited features unless you $$. Also doesn’t adjust for people working an unconventional schedule, such as shift work. It allows you to change times of day that you self-evaluate, but then loses 1/3 of the data every day.",3,2020-02-19 08:22:11,False,lkjhgffshjutvbjj,Could be improved,minddoc-your-companion,1052216403,
"My app keeps glitching. It’ll send me a reminder to do my questions and when I open the app, it won’t load the questions. Or it’ll completely log me out. Very disappointing as this app really is super helpful for tracking my mood.",3,2021-03-01 20:52:23,False,BadWolf Winter,Could be better,minddoc-your-companion,1052216403,"{'id': 21535373, 'body': 'Hello, we are really sorry to hear that you are experiencing this. This problem should be solved with the latest version 4.3.2. Please contact us via feedback@minddoc.de, if you are still experiencing this problem. Best wishes, your MindDoc team ', 'modified': '2021-03-09T09:28:30Z'}"
My entries seem to be posting on the previous date and not the current day. Unless I’m not understanding something correctly I think this is a bug,4,2020-08-18 11:16:17,False,Chanik909,Wrong date bug,minddoc-your-companion,1052216403,
"this has really helped me track my mood patterns and discus it with my therapist and we've figured out a lot of stuff just by me using this app. it’s very helpful that it gives me reminders and alerts because all the other mood tracking apps i use dont do that, therefore i never remember to put in any information. 10/10 recommend to anyone, even if they aren’t dealing with mental illnesses.",5,2020-08-15 23:08:31,False,Lynn__77 :),amazing!!! so helpful! 🤩,minddoc-your-companion,1052216403,
"Although I probably should set an alarm to remind myself to respond to questions, Mind Doc is one way to gauge where I am. Of course this is not geography but how centered I am. A centered ‘me’ can move with focus, purpose and confidence.",4,2021-06-20 15:56:32,False,content user 2018,A good part of my day,minddoc-your-companion,1052216403,
"I just updated to the new version called MindDoc and was heartbroken to see that the last 6 months of data has been completely erased. I am so upset by this and currently can’t find any way to get it back. Prior to this happening my review would have been at least a 4, but likely a 5.",2,2020-12-03 18:03:02,False,Goddess of Zen,Frustrated,minddoc-your-companion,1052216403,"{'id': 19591093, 'body': ""Hello, thank you for reaching out! We totally understand that it must be very frustrating and confusing if your data is wiped out all of a sudden. This is not at all intended and we'd love to help. Please contact us via feedback@minddoc.de, so we can look into this. Looking forward to hearing from you. Best wishes, Your MindDoc team "", 'modified': '2020-12-07T12:56:12Z'}"
"I love how the app provides resources to talk to someone when you're not feeling well, and also the option to talk to someone at a later time.",5,2020-01-30 02:24:29,False,NaturalyConfusd,Amazing,minddoc-your-companion,1052216403,
"I love this app, as it been very helpful for me in caring for my mental health. However, whenever I attempt to access the readings in the app in the “discover section”, the app crashes. Obviously, this is really frustrating. Otherwise, the app is great, but please fix this!",3,2020-02-10 21:49:55,False,Lacroix rocks89,"Great app, but keeps crashing",minddoc-your-companion,1052216403,"{'id': 15036864, 'body': ""Hello, thank you for the review. We are sorry to hear that this happened to you. This is not a known bug to us, please contact us via feedback@moodpath.de. We'd be happy to help! - Your Moodpath Team"", 'modified': '2020-05-01T17:00:55Z'}"
"This app has helped me keep track of my emotions and now I can go back to others days that I am sad, happy, moderate, etc. Thanks! 😌",5,2020-12-06 02:12:22,False,urfav:),"This app is super amazing, convenient, and helpful.",minddoc-your-companion,1052216403,
"I didn’t think this app would be good, but it’s actually really helping me realize things i need to work on or let go. Highly recommend",5,2020-03-03 01:06:18,False,I like to rate amd read,Great app!,minddoc-your-companion,1052216403,
"For some reason, I cannot answer daily questions and it’s weird.. I updated the app and it didn’t even fix it. Am I the only one having this problem? lol :)",4,2020-12-10 13:01:10,False,skinnyblackhands,Questions,minddoc-your-companion,1052216403,
I've found it very beneficial to have a way to check in and consistently access how I'm feeling. It helps me to be more thoughtful about my life and mental health.,5,2021-06-23 09:21:55,False,nikhjf,A great resource,minddoc-your-companion,1052216403,
"Moodpath has helped me so much in so many ways, and I recommend it to some of my friends already. It’s so amazing, and it helped me a lot with opening up",5,2020-10-15 19:35:28,False,Child of UwU's,Amazing!,minddoc-your-companion,1052216403,
Just the act of checking in through the app has taught me new things about myself. I’m thankful that I was told about this helpful resource.,5,2020-02-28 05:00:17,False,Metoetuddy,Learn about myself,minddoc-your-companion,1052216403,
"I purchased the “Moodpath Plus” subscription, and received an email receipt from Apple, but 2 days later, it keeps telling me that I need to pay for a subscription (the one I’ve ALREADY PAID FOR!).

I emailed them my receipt, and copied Apple but I haven’t received any reply from either company.",1,2020-07-03 01:18:09,False,cb3.14159,"They take your money, then don’t give you access to the premium content you paid for",minddoc-your-companion,1052216403,"{'id': 16900793, 'body': 'Hello, this sound distressing. We do not process the payments ourselves (the App Store and Play Store process them). However if you send us a screenshot of your approved payment we can help you access the Plus data. Please send us an email via feedback@moodpath.de. - Your Moodpath Team', 'modified': '2020-07-27T13:06:26Z'}"
Helps a lot! I just wish the courses were free as we can’t always have extra money for the self help courses. But I understand the app needs to make money. Thank you for the app it’s appreciated!!,4,2020-04-11 00:09:05,False,DahvissAngel,Helps,minddoc-your-companion,1052216403,
I think this app is an amazing way to vent out how you feel and also see what your facing. The only problem I have is that there is only one thing you can read that is for free,4,2020-02-29 02:36:46,False,oliva c.,Very good!,minddoc-your-companion,1052216403,
"My first day on this app and it’s pretty good, it’s free and most of these apps that help with depression and anxiety you have to pay, I hope this helps me but it looks like it is so far!",5,2020-07-03 00:16:40,False,ybnrolando,.,minddoc-your-companion,1052216403,
"When you first download the app there is this texting sort of format, I click to get started and get to be end of the stream and I can’t click continue, it’s blacked out. I’ve tried getting off and on the app, deleting and getting back on it. What is the problem? Is anyone else having this problem?",1,2021-01-14 01:31:01,False,Piggy7865,Problem,minddoc-your-companion,1052216403,"{'id': 20434929, 'body': 'Hello, thanks for reaching out, this sounds not at all intended. Please contact us via feedback@minddoc.de so that we can look into this. Best wishes, Your MindDoc team ', 'modified': '2021-01-15T19:13:48Z'}"
Since finding this app through the Steven A. Cohen Veterans Center has helped me keep track of how I am feeling on a daily basis.,5,2020-04-12 17:24:47,False,Underwood8,Moodpath has helped me keep track of my emotions!,minddoc-your-companion,1052216403,
My therapist recommended this app and it has truly changed my life. This app has helped me so much especially with my anxiety and my depression states. I recommend this app for EVERYONE!!!,5,2021-05-18 03:09:59,False,marianaIHC,Wow!,minddoc-your-companion,1052216403,
"i have a hard time remembering how i was feeling and why i was feeling that way after an hour but i use this app to track my mood, and it’s really helped in my therapy. it’s coming up to a year of using and i will continue to use it for many more years.  i recommend this app for anyone, whether you’re struggling or not",5,2021-01-21 21:24:31,False,there was nothing else to use,i’ve been using this for over a year,minddoc-your-companion,1052216403,
Allowed me to take control of my own mental health and feel informed. Absolutely incredible app! Would highly recommend,5,2020-11-30 07:00:19,False,Tytystot,Incredible!,minddoc-your-companion,1052216403,
I always like these types of apps and some of them do help to an extent. The one problem is that most of this stuff costs money and I can’t afford that at the moment it was a fun app but wish there was more options for the free version,3,2020-11-15 06:07:49,False,colbyryanharris,Ehhh,minddoc-your-companion,1052216403,"{'id': 19162639, 'body': ""Hello, we understand where you are coming from. Our team would like to make MindDoc accessible to as many people as possible which is why we offer as much of the core content of the app as possible free of charge. Unfortunately, the costs for health apps are still very rarely reimbursed by health insurance companies. But we are working on it and hope that soon clinics, doctors, and psychotherapists will see that MindDoc is a meaningful tool for their clients. This would help defray the costs for individual users. We are already in touch with clinics and health insurance companies about this possibility. In the meantime, we are looking for ways to compromise and offer solutions that are acceptable to all parties. We are definitely open to feedback from our users. If you like, please let us know via feedback@minddoc.de what price you'd find fair for the content provided or what kind of content or features you're missing in the app to justify the monthly subscription price. Best, Your MindDoc team"", 'modified': '2020-11-17T10:54:56Z'}"
It gives me something to look forward to throughout the day. It gives me hope and comfort.,5,2021-01-20 00:11:50,False,yuniel b,Great app,minddoc-your-companion,1052216403,
What I meant as more things like telling people listen and get your free try out for 19 to get counselor and give out WAYS that are free I can tell why nobody like it I love but come on!???,4,2021-02-08 20:45:18,False,mouth mouth,Just needs more things,minddoc-your-companion,1052216403,
I love this app but there’s some bugs that need to be fixed I can’t make an account it closes the app when I try to and just closes out the app randomly sometimes but other than that it’s great.,3,2020-11-12 07:49:22,False,BRB3214582,Bugs,minddoc-your-companion,1052216403,"{'id': 19163278, 'body': ""Hello, \nthank you for reaching out. That sounds not at all intended. Please contact us via feedback@minddoc.de. We'd love to help. Best, Your MindDoc team"", 'modified': '2020-11-17T11:19:27Z'}"
I haven’t gotten notifications for MONTHS. I’ve turned the notification settings on and off several times both in my phone’s settings and the app’s settings. Over a month ago I got a pop up message saying that it was a known issue and they fixed it but nothing’s changed.,1,2021-02-10 20:51:02,False,skiiwaffle,no notifications,minddoc-your-companion,1052216403,"{'id': 21058993, 'body': 'Hello, we are so sorry to hear that you were not receiving notifications! We solved this problem and you will be receiving notifications again as soon as you update the app. Best wishes, Your MindDoc team', 'modified': '2021-02-15T10:00:09Z'}"
I am really enjoying this app. It’s giving me really good feedback about each day and my moods and thank you for making it free!!! I love this. It’s helping me.,5,2020-03-30 03:14:57,False,Tasha2boys,Good feedback,minddoc-your-companion,1052216403,
I really love tracking my mood with this app. I highly suggest it! My only thing is— it drives me crazy how the time zone is in Europe when I’m in the US and there’s no way to change it. But yeah it’s a really good insight tool,4,2020-10-28 21:11:29,False,CaitlinCaitlinCaitlin,A good tracker,minddoc-your-companion,1052216403,"{'id': 18878199, 'body': 'Hi Caitlin, thank you for your feedback. The issue with the timezone is a known bug to us and we try to fix it as soon as possible! We are so sorry for the inconvenience but it is nice to hear that you enjoy using MindDoc anyway. Best, Your MindDoc Team', 'modified': '2020-11-03T15:38:08Z'}"
really was enjoying seeing my progress until today when I opened the app and everything was gone and can’t login at all. probably going to delete it and find a new mood tracking app bc that is just super annoying and frustrating,1,2020-10-28 00:57:16,False,Jjkene,was helpful until it deleted all my data,minddoc-your-companion,1052216403,"{'id': 18804517, 'body': 'Hello, we apologize for the inconvenience. We will do our best to automatically restore the data that was lost due to the update. Please also send us your new (and if available old) UID (see profile tab at the bottom) to feedback@minddoc.de so we can check your account and give you an update\nYour MindDoc Team', 'modified': '2020-10-30T10:38:43Z'}"
"I was really looking forward to it, but I felt I couldn’t do much cause of my financial position, since you deed the subscription service to do a lot of things. The app looks promising non the less but I just don’t have the money rn",3,2020-08-30 08:59:11,False,Mrl18,Can’t afford it💔,minddoc-your-companion,1052216403,
"I didn’t get any notifications today. I opened the app and nothing. I deleted the app and reinstalled it, still nothing. I’m very disappointed.",4,2020-04-08 03:19:04,False,evelynnmimi,"Wonderful, but stopped working",minddoc-your-companion,1052216403,"{'id': 15036208, 'body': 'Hey, thank you for your review. That does not sound as intended! Sorry for the inconvenience. Usually you get three notifications a day as a reminder, could you do us the favour of sending us an email via feedback@moodpath.de? So we can find out what went wrong? Looking forward to your message. - Your Moodpath Team\n', 'modified': '2020-05-01T16:09:09Z'}"
Moodpath is a grate app to help with depression anxiety stress and other you might have I struggle with all of that and since we are all in quoranteen so this app helps me when I don’t have a real therapist.,5,2020-04-30 12:37:01,False,lets coler,QUORANTEEN!!😫,minddoc-your-companion,1052216403,
"Very comprehensive and helpful app.

BUT there is a lot of content you have to pay almost $50 annually to get.  That's, well, depressing.
(See what I did there?)",4,2020-10-24 06:49:49,False,KnittingPasta,Full version too expensive,minddoc-your-companion,1052216403,"{'id': 18805049, 'body': ""Hello, thanks for your feedback. We understand where you are coming from. Unfortunately, the costs for health apps are still very rarely reimbursed by health insurance companies. But we are working on it and hope that soon clinics, doctors, and psychotherapists will see that MindDoc is a meaningful tool for their clients. This would help defray the costs for individual users. We are already in touch with clinics and health insurance companies about this possibility. In the meantime, we are looking for ways to compromise and offer solutions that are acceptable to all parties. We are definitely open to feedback from our users. If you like, please let us know what price you'd find fair for the content provided or what kind of content or features you're missing in the app to justify the monthly subscription price via feedback@minddoc.de. - Your MindDoc Team \n\n"", 'modified': '2020-10-30T11:00:45Z'}"
"I've been using this all for so long, but the recent update whipped out my complete history. But I did get to see a new onboarding. 

Thanks a bunch. So much for a mental health app

Update 1: it loses all my data every time I open the app and for whatever reason makes me go through onboarding again. What do you want from me?",1,2020-10-18 20:44:35,False,Asya1,Lost everything,minddoc-your-companion,1052216403,"{'id': 18587210, 'body': 'Hi Asya1,\nwe apologize for the inconvenience. We will do our best to automatically restore the data that was lost due to the update if possible. Please also send us your new (and if available old) UID (see profile tab at the bottom) to feedback@minddoc.de so we can check your account and give you an update\n\nYour MindDoc Team', 'modified': '2020-10-20T06:56:23Z'}"
"I really like this app and I think it’s helped me sort through my emotions, but I wish there was also a “bored” tag, or “stressed” tag, because sometimes the tags don’t get all of my emotions.",4,2020-03-30 20:52:49,False,Loop-D-Loo,Coolio,minddoc-your-companion,1052216403,
"I’m really liking the app thus far. However, Daylio tracks what kinda of activities you’ve done for the day and I’d like to see that here. How I feel is very important but so is what I’ve done or what I’ve eaten!",4,2020-03-30 11:14:46,False,mentalwellness,Moodpath review,minddoc-your-companion,1052216403,
"I've only used this app for a very small amount of time and can already says with confidence, that this is a very useful app",5,2020-12-26 07:05:15,False,PetAnimalady,Very awesome,minddoc-your-companion,1052216403,
"Without reminders, there’s no way to get an accurate initial assessment.  Unfortunately, there's no information on their website about troubleshooting reminders or how to contact developers. 

It’s a shame, because otherwise the app looks promising.",2,2020-02-04 18:21:41,False,dot.mac,"Great concept, reminders don’t work",minddoc-your-companion,1052216403,"{'id': 13357312, 'body': 'Hey, thank you for reaching out about this. It does not sound as intended. Sorry for the inconvenience. Could you do us the favour of writing us an E-Mail via the ""give us feedback"" option in Moodpath or via feedback@moodpath.de so we can look into it and fix it asap? Thanks - Your Moodpath Team ', 'modified': '2020-02-07T16:38:21Z'}"
"It’s great, but- I wish I could have all the stuff on the app from my old phone to this phone ;-; other than that, it’s great!😄",5,2020-01-03 00:09:58,False,Kween❤️😘😜🤪,👍👍👍,minddoc-your-companion,1052216403,"{'id': 12799220, 'body': 'Hello, thank you for reaching out! I guess we can make this work, please write us an email via feedback@moodpath.de for details. - Your Moodpath Team', 'modified': '2020-01-08T16:06:04Z'}"
"App seems great but wasn’t for me. I cancelled my subscription but was still charged, trying to find a contact or reach out through the support button takes you to a broken site, the actual site has no support option.",1,2021-03-09 13:43:14,False,maddison mallorey,Unable to contact any support,minddoc-your-companion,1052216403,"{'id': 21638597, 'body': 'Dear Maddison, thank you for reaching out! We are sorry to hear that you were unable to contact us via the support button. We will fix this asap. Please send us a mail via feedback@minddoc.de, so that we can look into this. Best wishes, Your MindDoc team ', 'modified': '2021-03-14T19:35:17Z'}"
"Great app, but I just went on it to answer my questions for today and all of my data from the past 6 days (how long ive been doing it) is gone?",4,2020-04-20 18:46:23,False,Micah09564,"Great app, but...",minddoc-your-companion,1052216403,
I’m not putting much as I don’t feel comfortable but I’ve used it for over a month. Just get it,5,2020-04-06 01:42:00,False,Blue Thief,Get it,minddoc-your-companion,1052216403,
"i really do love this app and i’ve been using it for a while. so this may seem like a stupid thing, but i really prefer the old version of the app when it was moodpath- the cover with a mountain i think was much better. i still would recommend it to be downloaded because the content is wonderful, but i don’t like the new version.",4,2020-10-26 11:02:24,False,i haaaaaaaate donald trump,design change,minddoc-your-companion,1052216403,"{'id': 18804933, 'body': 'Hello, thank you for your feedback. I will try to make our change of design more comprehensible. We\xa0have started to develop Moodpath from being a dedicated depression screening and self-management application into an application that provides users that are affected by multiple or different mental disorders the possibility to monitor and self-manage their symptoms. Maybe you already have experienced that the variety, type, and appearance of questions has changed a lot within the last months and will continue to grow and vary. This evolution from tracking mood into a companion app for your entire mind in our perspective is better reflected by the design and name of MindDoc than by Moodpath.\xa0We are aware that adapting to the new name, design, and appearance might take some time for you to feel fully comfortable with but we hope to keep you as a user and also will do our best to make MindDoc your favourite companion for your mental health.\xa0- Your MindDoc team\n\n', 'modified': '2020-10-30T10:55:38Z'}"
Checking it out. I look forward to giving it a try for a couple of months.,4,2020-09-21 00:45:25,False,Axé Engineering,New User,minddoc-your-companion,1052216403,
I at first gave app 5 stars.  But there is nothing more frustrating then when life gets busy and you are like 12 or 13 days in after monitoring moods and then you get reset. This has gotta go.,3,2020-07-07 19:25:48,False,Raphaelmarx1,"Love the app, not the reset",minddoc-your-companion,1052216403,"{'id': 16900687, 'body': ""Thank you for the review. You are right this glitch has got to go away. We are working hard on the account system, we want to launch it as soon as possible. It will ensure that data won't get lost because via the account system the credentials to your data are not a randomly generated number but credentials you chose yourself. - Your Moodpath Team"", 'modified': '2020-07-27T13:03:09Z'}"
"Moodpath has helped me confess my feelings which I did not like at first but after doing it, it makes you feel good",5,2020-04-13 20:14:05,False,mgk0914,Moodpath,minddoc-your-companion,1052216403,
