developerResponse,userName,isEdited,date,title,rating,review,app_name,app_id
"{'id': 19744301, 'body': 'Hello! We apologize for the inconvenience. Please reach us at gethelp@betterme.tips and provide us with the 6-digit number of the email you have received in the auto-reply. This way we will locate your messages and get back to you shortly. Kind regards, Team BetterMe', 'modified': '2020-12-14T09:27:05Z'}",Beffy66,False,2020-12-12 18:51:35,Zero Stars,1,This company is a fraud. Charged my account without me setting up a log in or password. Can’t contact the company or get an answer from their help services. Now has been charged again under a different company name. Had to go to my bank to claim fraud and without a credit card prior to Christmas. Do NOT sign up for this,betterme-calm-sleep-meditate,1363010081
"{'id': 19396427, 'body': 'Hello! We apologize for this inconvenience. Please contact us at gethelp@betterme.tips\xa0and we will do our best to help you. Kind regards, team BetterMe\xa0Meditation', 'modified': '2020-11-27T16:14:31Z'}",367356,False,2020-11-26 08:45:10,What happened?!,1,"They updated and now I can’t listen or do anything without paying????I used to have this this app and it was so helpful and I would listen to the 10 day anxiety meditation and use the free breathing, what happened I’m so upset and having a anxiety attack since they changed it and I can’t meditate. Please change it back help!",betterme-calm-sleep-meditate,1363010081
"{'id': 19828397, 'body': 'Hello! Thank you for bringing this issue to our attention. Our team has found your query and already emailed you back. We will do our best to find a proper solution for you. Kind regards, team BetterMe\xa0Meditation', 'modified': '2020-12-17T10:39:40Z'}",smrtArt,False,2020-12-15 19:48:01,Zero stars!,1,"I bought a one year plan at $9.99
And am being charged every week for the same amount! Even after emailing the company THREE TIMES to cancel my account. No responses from anyone except auto generated. No phone number or email to get better assistance, no online help at all. Worst customer service ever!! Stop charging me!!",betterme-calm-sleep-meditate,1363010081
"{'id': 19214234, 'body': ""Hello! We would really love to help you stick to your initial goals and do everything possible to make up for the whole inconvenience. It'd be great if you could contact us at gethelp@betterme.tips so that we reviewed your case closer and found the best possible solution. We hope to hear from you back. Kind regards, Team BetterMe\xa0Meditation"", 'modified': '2020-11-19T08:53:30Z'}",MissLadyMouse,False,2020-11-16 16:28:30,Over Priced,1,Not many options of anything. And the fact they ask for a Subscription right away before even checking out the app. Once you purchase the app then they try selling you add-on meditations?! Complete joke and waste of money so upset and disappointed I’d rather just have my money back,betterme-calm-sleep-meditate,1363010081
"{'id': 16280434, 'body': 'Hello! We are sorry for the negative experience with our app. We would like to clarify that our Meditation app is not for weight loss, it provides guided meditations and mindfulness techniques. But if you experience any issues with one of our apps, please contact us at support@betterme.tips. We would love to help. Kind regards, Team BetterMe', 'modified': '2020-06-29T09:25:22Z'}",SYRUP2,False,2020-06-28 17:04:33,Buyer be warned!!!,1,"When selecting what I wanted to accomplish in the app (for instance weight loss) it sends you to the page to pay for a 3 month subscription. That’s fine and all, but once you pay and open the app, weight loss is locked and it wants you to pay more money to unlock it. Be transparent and stop setting false expectations. Such BS!",betterme-calm-sleep-meditate,1363010081
"{'id': 18597030, 'body': 'Hello! We apologize for the inconvenience. Please provide us with the 6-digit number of the email you have received in the auto-reply. This way we will locate your messages and get back to you shortly. Kind regards, Team BetterMe', 'modified': '2020-10-20T13:36:34Z'}",Emerald boy oh pal,False,2020-10-16 02:07:24,Worst possible customer service ever!,1,I am going on 11 days now of not getting any answer back from customer service and a refund because this site is not at all what I expected. All kinds of emails reaching out about why am I unhappy but then crickets. I would never recommend this app to anyone.,betterme-calm-sleep-meditate,1363010081
"{'id': 17488044, 'body': 'Hello, we are so sorry for your unsatisfactory experience with the BetterMe Meditation app! We would be grateful if you dropped us a line at support@betterme.tips and told a little bit more about what was the issue. We will look into it and see what we can do to help and how we can improve! Kind regards, Team BetterMe Meditation', 'modified': '2020-08-25T11:21:33Z'}",Happynot to play game,False,2020-08-23 19:10:57,Not what it says it is!!!,1,"I wanted this ap to help help on areas that were blocked. It’s just another meditation course. They won’t let you look until you purchased ap. I purchased and got in and all it was was meditations, which I already have!!! Inside Timer and Calm. Both those aps are better than this!!!",betterme-calm-sleep-meditate,1363010081
"{'id': 16934604, 'body': ""Hello! We invest a lot of time and effort into making and supporting BetterMe, and that's why we can't make it free. The cost of using BetterMe Meditation depends on the subscription plan that you choose, and there are several options. We hope that everyone finds something that suits them best. Kind regards, Team BetterMe"", 'modified': '2020-07-28T17:21:21Z'}",hoesextramad,False,2020-07-28 09:37:28,"Thought it would work,,,",1,"I really needed something like this and thought this app would help. But I’m not gonna spend money on something just to be able to feel more at ease. Money is a big stress problem right now and I have to manage it for my college classes, So this app doesn’t help me at all.",betterme-calm-sleep-meditate,1363010081
"{'id': 16092697, 'body': 'Hi! We are working hard to provide our customers with excellent services. We think that the cost is an adequate reflection of that, and it depends on the subscription plan that our users choose. There are several options. Moreover, we are constantly testing new cost suggestions! We hope everyone finds something that suits them best! Team BetterMe', 'modified': '2020-06-19T08:59:52Z'}",shonmae,False,2020-06-18 22:23:38,Money,1,I don’t get the point in making an app that is completely useless unless of course you pay money. Seems like it’d be better to show a little bit of how it’s like so people will want to pay for more of the app. I’d never pay when I can’t even see what it’s like. It was disappointing.,betterme-calm-sleep-meditate,1363010081
"{'id': 17163560, 'body': 'Hello! We are glad to hear that you liked the BetterMe Meditation app! We would kindly ask you to contact us at support@betterme.tips and share your suggestions on how we can improve. Have a wonderful day!', 'modified': '2020-08-09T07:42:31Z'}",❤️❤️❤️💜❤️❤️❤️💜,False,2020-08-08 00:18:21,Not for me,4,It’s a good app and I see why people would use it! I feel like it doesn’t have the certain tools I need. Although it is a great app!,betterme-calm-sleep-meditate,1363010081
"{'id': 20804628, 'body': 'Hi! Thank you for your review. We are really sorry for the negative experience with our app. Can you please provide us more details on this to gethelp@betterme.tips, we will take a look into this issue? Kind Regards, Team BetterMe', 'modified': '2021-02-02T09:51:08Z'}",Pattimeh,False,2021-01-27 12:52:53,I want my money back at <48 hours,2,This program is worth maybe $3.99/ month. A computer voice is a poor choice for the speaker. One 5 minute lesson a day for meditation is hardly worth the money. Very disappointed and Apple won’t refund ☹️,betterme-calm-sleep-meditate,1363010081
"{'id': 19037214, 'body': ""Hello! Daniel, we invest a lot in the development and support of BetterMe Meditation, that's why we can't make it free, unfortunately. The cost of the BetterMe Meditation app depends on the subscription plan that our users choose. Please contact us at gethelp@betterme.tips and we will see what we can do for you. Kind regards, team BetterMe Meditation"", 'modified': '2020-11-11T08:55:17Z'}",Daniel Romascu,False,2020-11-09 22:42:07,"Requires a plan, an expensive one",1,"Crappy app, they hooked me on facebook promising lots of fun with this great free app , there was no fun hence as soon as I finished a stupid (might say) quiz they’re letting you know how custom and exquisite the content will be but one must pay ... reminds me of that vending machine that asked you for $10 to tell if you’re stupid.",betterme-calm-sleep-meditate,1363010081
"{'id': 23124005, 'body': 'Hi, Leandro! We would appreciate it if you could reach us at gethelp@betterme.tips and share a bit more details with our team. It would be awesome! We look forward to your reply. Kind regards, team BetterMe Meditation', 'modified': '2021-06-01T08:55:24Z'}",Leandro Puca,False,2021-05-30 12:16:02,Very cool app bu the voice,4,"The app is very cool but guys, why did you use a robot voice?? I can’t stand it and for that reason I can’t use it, it bothers me so much!!",betterme-calm-sleep-meditate,1363010081
"{'id': 20735907, 'body': 'Hello! We apologize for this inconvenience. Please contact us at gethelp@betterme.tips\xa0and we will do our best to help you. Kind regards, team BetterMe Meditation ', 'modified': '2021-01-29T15:50:18Z'}",LacyDee6385,False,2021-01-07 08:55:48,Do not download,1,"Find another app. You’re going to lose money eventually, unless you don’t check your statement and don’t realize they’re charging you for things you don’t want or need, nor did you intend to pay for them to begin with.",betterme-calm-sleep-meditate,1363010081
"{'id': 16664515, 'body': ""Hey there! Thank you for your review, and thank you for pointing this issue out to us. We're already working on it! We're glad to see you like our app and hope that you'll stay tuned for updates."", 'modified': '2020-07-16T07:32:35Z'}",sinistatt,False,2020-07-16 01:53:03,Shame I can’t try the app,1,"No trial, no monthly payments. The only options are a 4 or 6 month subscription. I would have loved to try it to see if it was worth the money, but there’s no way I’m committing to something for at least 4 months that I can’t even sample.",betterme-calm-sleep-meditate,1363010081
"{'id': 20749804, 'body': 'Hello! We apologize for the inconvenience. Please reach us at gethelp@betterme.tips or provide us here the 6-digit number of the email you have received in the auto-reply (if you have already contacted us via email). This way we will locate your messages and get back to you shortly. Kind regards, Team BetterMe   ', 'modified': '2021-01-30T16:49:11Z'}",Shabalabadoobi,False,2021-01-19 19:23:16,Charges without knowledge,1,I got this app through an ad and was never told of multiple charges in one month. I have yet to use the app and I’ve been charged twice within this month. I no long want this app and I want my money back.,betterme-calm-sleep-meditate,1363010081
"{'id': 19996621, 'body': 'Hello! We apologize for the inconvenience. Please reach us at gethelp@betterme.tips or provide us with the 6-digit number of the email you have received in the auto-reply(if you already reached us via email). This way we will locate your messages and get back to you shortly. Kind regards, Team BetterMe', 'modified': '2020-12-25T13:35:38Z'}",elise200,False,2020-12-24 05:45:14,I want a refund,5,I did not mean to get the year plan. Is there a way I can get a refund?,betterme-calm-sleep-meditate,1363010081
"{'id': 18654364, 'body': ""Hello! We completely understand if you're angry and completely not happy with our app. However, we'd like to make things right if we can. Please contact us at gethelp@betterme.tips and we will be happy to help you out!Kind Regards, Team BetterMe"", 'modified': '2020-10-23T03:46:02Z'}",bjxig uxj k lgkhcg,False,2020-10-19 17:48:13,Uninstalling,2,I just installed this app because I truly want to reach my higher self but I honestly feel I will have to do that internally alone because everything out here revolves around money,betterme-calm-sleep-meditate,1363010081
"{'id': 17738639, 'body': ""Hello! Thank you for taking the time to review our app. We are sorry for any inconvenience caused. Currently, our team is working on the updating the BetterMe Meditation app. Stay tuned! If any questions arise, don't hesitate to contact us at support@betterme.tips. Kind regards, Team BetterMe"", 'modified': '2020-09-07T14:04:38Z'}",ma49!,False,2020-09-04 16:27:11,Disappointing,2,"I have been on the app for about 2 months and there is zero update, very small content... frustrating experience for this amount of money",betterme-calm-sleep-meditate,1363010081
"{'id': 19890684, 'body': 'Hello! We apologize for the inconvenience and any delays. Please provide us with the 6-digit number of the email you have received in the auto-reply.\xa0This way we will locate your messages and get back to you shortly.\xa0Kind regards, team BetterMe', 'modified': '2020-12-21T06:18:26Z'}",straw2112,False,2020-12-19 13:26:16,Don’t do it!,1,"You will get hooked into some crazy subscription that is hard to cancel. There is no subscription info, it’s so unclear. I agreed to purchase the app not a weekly subscription!
**And they replied to my bad review faster than the 3 messages about my subscription!!",betterme-calm-sleep-meditate,1363010081
"{'id': 19972044, 'body': 'Hi! We apologize for the inconvenience. We have already created an opportunity for every customer to cancel their subscriptions both from their and our sides. Please provide us with the 6-digit number of the email you have received in the auto-reply. This way we will locate your messages and get back to you shortly. Kind regards, Team BetterMe', 'modified': '2020-12-24T06:41:34Z'}",stacyd1014,False,2020-12-22 18:07:32,SCAM,1,Purchased this through an insta add. I’ve been charged $9.99 every six days. I have reached out to the company over five times and gotten no response back to cancel or refund my subscription. Had to cancel my whole card so they won’t charge me anymore!!,betterme-calm-sleep-meditate,1363010081
"{'id': 20076712, 'body': 'Hello! We sincerely apologize for such inconvenience. Would you please\xa0provide us with the 6-digit number of the email you have received in auto-reply? We will get back to you shortly and gladly review your case closer. Looking forward to your reply. Kind regards, Team BetterMe Meditation', 'modified': '2020-12-30T05:13:06Z'}",ngopala,False,2020-12-28 22:34:14,Way too expensive,1,When I signed up in the app they told its 9.99/ month but they kept charging me every week 9.99.  When I asked for refund I was given 1month extra wherein I didn’t even use the app for even 5mins.  Poor customer service.,betterme-calm-sleep-meditate,1363010081
"{'id': 19298685, 'body': 'Hello! Please contact us at gethelp@betterme.tips with a brief description of the issue you have faced and our team will do their best to help you. Kind regards, team BetterMe Meditation', 'modified': '2020-11-23T17:05:52Z'}",CallMeePrincess,False,2020-11-21 21:04:01,Not all included,2,"The app only included singles sessions if you want do one complete course you have to los separate, they do not explain before purchase, if you looking singles session then this is for you",betterme-calm-sleep-meditate,1363010081
"{'id': 16918033, 'body': 'Hi there! We are always glad to assist our customers and make their experience more pleasant. Please reach us at support@betterme.tips\xa0and we will see what we can do for you. Kind regards, Team BetterMe', 'modified': '2020-07-28T06:42:44Z'}",veganism008,False,2020-07-27 12:49:59,7 Chakras meditation- please help me with this meditation on the app.,1,"I have purchased this app with the aim of focusing and clearing on 7 chakras. I’m enjoying this app so far but the main reason I purchased this app was for 7 chakras meditation but I don’t see this meditation in my meditation lists. 
Please help me where is in the app?",betterme-calm-sleep-meditate,1363010081
"{'id': 19692841, 'body': 'Hello Katia! Our team has already located your email. Please, no worries. We are working on your query and will do our best to make up for the whole inconvenience. Looking forward to your reply. Kind regards, Team BetterMe', 'modified': '2020-12-11T09:13:24Z'}",KatiaSalokas,False,2020-12-10 03:14:32,Better stay away!,1,"Have been trying to log into my account.
The worse customer service yet!
No returns to email! No place to call.
Nice to pay for a subscription and not be able to use it.",betterme-calm-sleep-meditate,1363010081
"{'id': 17600770, 'body': 'Hello! We are sorry for any inconvenience. Please contact us at support@betterme.tips\xa0and we will see what we can do for you. Kind regards, Team BetterMe Meditation', 'modified': '2020-08-31T09:52:04Z'}",Mikaela Estelle,False,2020-08-30 00:27:31,Stole my money,1,signed up for a free trial and they took the full $70 out of my account for the whole year. I cant cancel my subscription and nobody has gotten back to me about a refund. I hwve only opened the app once be very careful when subscribing and dont trust the creators of this app,betterme-calm-sleep-meditate,1363010081
"{'id': 18301285, 'body': ""Hello! The app is free to install, however, it requires a subscription to be able to use it to its fullest. We invest a lot of time and effort into making and supporting BetterMe Meditation, and that's why we can't make it free. We hope that everyone finds something that suits them best. Kind regards, Team BetterMe Meditation"", 'modified': '2020-10-06T10:53:29Z'}",Slayer1833,False,2020-10-05 06:51:40,Don’t bother,1,"A free app unless you actually want to use it, and they want the whole amount upfront with no options like actually being charged weekly, and no trial period to even see if it will work for you.",betterme-calm-sleep-meditate,1363010081
"{'id': 18403384, 'body': 'Hello! We are sorry for any inconvenience. Please contact us at gethelp@betterme.tips\xa0and we will see what we can do for you. Kind regards, Team BetterMe Meditation', 'modified': '2020-10-11T11:25:47Z'}",really simple and great!,False,2020-10-10 01:13:07,False advertising,1,"I bought the app and figured I give the 6month subscription a try for weight loss & over eating meditation course. Boy was that a lie, that was just to USE the app, it was another 60$ just to get the weight loss course. I want my money back!",betterme-calm-sleep-meditate,1363010081
"{'id': 20749916, 'body': 'Hello! We apologize for this inconvenience. Please contact us at gethelp@betterme.tips\xa0and we will do our best to help you. Kind regards, Team BetterMe\xa0 ', 'modified': '2021-01-30T17:07:48Z'}",Instaeffect,False,2021-01-23 05:40:48,Great app if they didn’t charge $40 monthly,1,"I am a certified insomniac my whole life and started using this app. LOVED it at first until I realized they’re a charging $10 weekly...not worth $40 a month, I’ll find a more inexpensive way to manage my insomnia",betterme-calm-sleep-meditate,1363010081
"{'id': 19259389, 'body': 'Hello! We apologize for the inconvenience. Please provide us with the 6-digit number of the email you have received in the auto-reply.\xa0This way we will locate your messages and get back to you shortly.\xa0Kind regards, team BetterMe\xa0Meditation', 'modified': '2020-11-21T13:02:41Z'}",Unable to Meditate,False,2020-11-19 15:47:26,Beware: Paid Subscription Not Recognized,1,"I paid for a subscription. I see the subscription is active until October of 2021, but I have limited access. I contacted support who tells me that I don’t have a subscription. Round and Round we go.",betterme-calm-sleep-meditate,1363010081
"{'id': 20100445, 'body': 'Hello! Our team will be glad to help you overcome any obstacles. Please contact us at gethelp@betterme.tips, and we will be happy to make your experience more pleasant. Kind regards, Team BetterMe Meditation', 'modified': '2020-12-31T06:19:42Z'}",TPaigeDPT,False,2020-12-29 18:13:41,Read the fine print- they overcharge!,1,Signed up with the understanding that it was a $4.99 one time fee; but instead it was actually $4.99 EVERY week. Make sure you read the fine print.,betterme-calm-sleep-meditate,1363010081
"{'id': 20737214, 'body': ""Hi there, we're very sorry to hear our pricing structure didn't work for your budget. We are constantly testing new cost suggestions. We hope everyone finds something that suits them best. Kind regards, Team BetterMe"", 'modified': '2021-01-29T17:09:02Z'}",SheriJeanne,False,2021-01-12 06:22:16,Deceitful,1,Very disappointed to be charged $15 for only a “7 day trial” with no time to even really use the app. It was VERY shady. I have other less expensive apps that use the same features. No thank you for the deceit.,betterme-calm-sleep-meditate,1363010081
"{'id': 19955778, 'body': ""Hello! We are terribly sorry for your negative experience with our app. We have already created an opportunity for every customer to cancel their subscriptions both from their and our sides. We would appreciate it if you could provide us the 6-digit number you received in your automated email. It'll help us locate your messages and provide you with a proper solution faster. Look forward to hearing back from you. Kind regards, Team BetterMe Meditation"", 'modified': '2020-12-23T11:45:39Z'}",Unsatisfied customer2020,False,2020-12-22 04:23:22,Terrible customer service,1,"I requested subscription be cancelled - not only did it take 9 DAYS for anyone to respond to my inquiry, but I have just been billed again. I would not recommend this to anyone.",betterme-calm-sleep-meditate,1363010081
"{'id': 19798885, 'body': 'Hello! We sincerely apologize for such inconvenience. Would you please\xa0provide us with the 6-digit number of the email you have received in auto-reply? We will get back to you shortly and gladly review your case closer. Looking forward to your reply. Kind regards, Team BetterMe Meditation', 'modified': '2020-12-16T08:24:28Z'}",Beans616,False,2020-12-15 03:23:11,Horrible Customer Service,1,I have sent 3 emails requesting information to cancel my subscription and have not received a response.  They keep charging me via PayPal each week!   I do not know what to do!!,betterme-calm-sleep-meditate,1363010081
"{'id': 14026125, 'body': 'Hi there! We are terribly sorry for this inconvenience and will gladly help you sort it all out. Simply contact us at support@betterme.tips and our team will help you fix it. Kind regards, Team BetterMe', 'modified': '2020-03-13T10:14:42Z'}",dhaliaxo,False,2020-03-12 21:09:18,Can’t even get the app to open,1,Every time I attempt to access the app it says no connection and doesn’t reload. I’ve attempted whilst connected to WiFi and on data; nothing. Waste of time,betterme-calm-sleep-meditate,1363010081
"{'id': 16037160, 'body': 'Hello! We are sorry that this misunderstanding has taken place. The payment information is clearly displayed at each stage, from selecting the desired subscription plan to confirming the subscription.\nYou have chosen a trial-free yearly subscription and agreed to be charged right away.If you have any questions or concerns, feel free to contact our support team at support@betterme.tips. Kind regards, Team BetterMe', 'modified': '2020-06-17T06:52:41Z'}",Tabs18,False,2020-06-16 14:43:44,Misleading,1,Pretty sad that you have to pay for a weekly substitution and you can’t even tell us that until once we’ve downloaded the app. No free information at all!,betterme-calm-sleep-meditate,1363010081
"{'id': 21594602, 'body': 'Hello! We appreciated your feedback which notified us of your concerns. We are always happy to make things right for our customers, so we were glad to fulfill your request. If you feel comfortable revising your review, it would be much appreciated. Kind regards, team BetterMe', 'modified': '2021-03-11T16:37:52Z'}",macorocks,False,2021-01-25 16:49:37,$17 a week = $884 a year!!!,1,"This app charged me $17 for three consecutive weeks. I was under the impression that it was $17 for a one time charge. Nowhere did did mention that he was going to be $17 a week! I wouldn’t have even agreed to $17 a month, let alone $17 a week!",betterme-calm-sleep-meditate,1363010081
"{'id': 21252783, 'body': 'Hello! We apologize for this inconvenience. Please contact us at gethelp@betterme.tips\xa0and we will do our best to help you. Kind regards, Team BetterMe', 'modified': '2021-02-24T04:44:37Z'}",Jill9599,False,2021-02-22 15:43:13,Will charge you numerous times after canceling,1,Do not buy this app. They will charge you $10 weekly even after you cancel!,betterme-calm-sleep-meditate,1363010081
"{'id': 20246132, 'body': 'Hello! Please accept our apologies for any inconvenience caused. We would kindly ask you to contact us at gethelp@betterme.tips. Our support team will gladly assist you! Kind Regards, Team BetterMe Meditation', 'modified': '2021-01-07T15:56:32Z'}",Sullyandy12,False,2021-01-05 14:46:07,Rip off,1,I was charged twice for a week I want my money back and I’m canceling my membership I want my money back now both charges just because you charged me twice,betterme-calm-sleep-meditate,1363010081
"{'id': 20186461, 'body': 'Hello! We appreciate your feedback. We would be happy if you could text us at gethelp@betterme.tips. Our team will gladly give you a few tips on app usage and assist you with any difficulties. Do not hesitate to reach us. Kind regards, Team BetterMe Meditation', 'modified': '2021-01-05T09:03:12Z'}",EbdoubleD,False,2021-01-03 22:34:33,Subscription bypasses Apple and not clearly stated,1,This app is good but no one can afford it. They now have ads on Facebook that redirect you to PayPal and you make the “subscription” agreement with no allusion to how much you will be charged in the future.,betterme-calm-sleep-meditate,1363010081
"{'id': 19919688, 'body': ""Hello! Thank you for bringing the issue to our attention. We would appreciate it if you could provide us the 6-digit number you received in your automated email. It'll help us locate your email and provide you with a proper solution faster. Look forward to hearing back from you. Kind regards, Team BetterMe Meditation"", 'modified': '2020-12-22T06:03:57Z'}",FranandVarga,False,2020-12-20 13:03:54,Still money,1,This app is garbage and has no costumer support. I keep getting charged even though I’ve emailed several times asking to cancel my subscription and no response.,betterme-calm-sleep-meditate,1363010081
"{'id': 21134069, 'body': 'Hello! Thank you for letting us know about that. Please contact us at gethelp@betterme.tips so that we could have a closer look at this issue and find a proper solution for you. Kind regards, Team BetterMe Meditation', 'modified': '2021-02-18T08:56:02Z'}",T Pug,False,2021-02-16 20:33:39,That voice!!!,1,"New to the app. First thing I listened to was narrated by a female humanoid-like robot voice. It was creepy. I tried to listen a few times and still a no. I’m expecting a soothing, calm, hypnotic voice not an animatronic program. 👎🏼",betterme-calm-sleep-meditate,1363010081
"{'id': 20011361, 'body': ""Hello, thank you for contacting us. We would like to assure you that we are always ready to assist our customers. You can cancel your subscription directly through the app, just please make sure that the latest version is installed.If you face any troubles please don't hesitate to reach us at gethelp@betterme.tips Kind regards, Team BetterMe Meditation"", 'modified': '2020-12-27T08:54:41Z'}",Suemariec,False,2020-12-25 05:58:50,Buyer beware!!,1,"This app says it’s for a one time charge, but they charge you weekly. Trying to get them blocked from my card. May have to cancel my card. There is no way to cancel the app!  Very angry at this company!",betterme-calm-sleep-meditate,1363010081
"{'id': 20804298, 'body': 'Hello! We apologize for the inconvenience. Please reach us at gethelp@betterme.tips or provide us here the 6-digit number of the email you have received in the auto-reply (if you have already contacted us via email). This way we will locate your messages and get back to you shortly. Kind regards, Team BetterMe Meditation', 'modified': '2021-02-02T09:40:34Z'}",nerdyangellover,False,2021-01-27 00:38:24,Subscription Fee charged!!!,1,I did t have time to use it and cancelled it way before the 7 day trial. Even though I cancelled I was still charged the subscription fee. Refund my money!!!,betterme-calm-sleep-meditate,1363010081
"{'id': 17964905, 'body': 'Hello! The download is free, but to be able to use the app to its fullest - one needs a subscription. There are several cost options, we hope our customers will find what suits them best. Have a great day!', 'modified': '2020-09-19T08:10:38Z'}",savy190,False,2020-09-18 02:46:45,Bait and switch,1,Nothing like a “free” app that doesn’t let you use it unless you pay for a 12 week or 6 month subscription 🤗 Wish I could rate this a 0,betterme-calm-sleep-meditate,1363010081
"{'id': 16509937, 'body': ""Hello! Like every other high-quality product, the subscription for BetterMe has a price. We suggest beginning with a weekly plan and you can cancel your subscription if you decide that the app is not what you are looking for. If you need any assistance - you're always welcome to contact our support team at support@betterme.tips"", 'modified': '2020-07-09T11:50:42Z'}",sameeraom,False,2020-07-08 20:36:21,Well...,1,"You could’ve included at least something for free to get people to pay for more. I mean, I just checked some goals and then I was asked to either pay or that’s it! LOL",betterme-calm-sleep-meditate,1363010081
"{'id': 23752470, 'body': 'Hello again! We have not been able to locate your request so far.  We would kindly ask you to reach us at gethelp@betterme.tips. We will be more than happy to help you out! Or provide us the 7-digit number from the auto-reply (if you already emailed us). We will be looking forward to your reply. Kind regards, Team BetterMe Meditation', 'modified': '2021-07-05T12:10:04Z'}",نورههخ,False,2021-06-28 19:34:17,Disappointing,1,I never writes a review for any app but I must say this is the worst app I ever tried the woman who speak is so annoying and I cannot focus with her she had no emotion she speak like a robot … I want my money back !!!!,betterme-calm-sleep-meditate,1363010081
"{'id': 21615176, 'body': ""Hello! We'd like to apologize for any confusion caused. You subscribed to a weekly package, which was displayed both before and after the purchase. We are always at your service. We have replied to your email and unfortunately, have never heard from you back. Please text us back if everything is okay on your end. Kind regards, team BetterMe"", 'modified': '2021-03-12T14:32:08Z'}",itsakrazylife,False,2021-02-03 15:30:20,What a ripoff,1,I saw this on an ad and signed up. I figured I would try it. Then I was being charged $9.99 and $6.99 every freaking week. It’s not worth that!!! Don’t waste your money. Use any other app.,betterme-calm-sleep-meditate,1363010081
"{'id': 19615049, 'body': 'Hello! We apologize for this inconvenience. Please contact us at gethelp@betterme.tips\xa0and we will do our best to help you. Kind regards, Team BetterMe\xa0Meditation', 'modified': '2020-12-08T09:02:43Z'}",dharma36,False,2020-12-06 12:47:33,Misleading,1,When I installed the app I was led to think it was a one time fee. No where did it say it was a subscription to be charged monthly. There is no where to cancel this “subscription “,betterme-calm-sleep-meditate,1363010081
"{'id': 23750724, 'body': 'Hello! BetterMe Meditation app was created to cater to the needs of people who would like to learn meditation techniques. Our routines are developed by meditation and mindfulness professionals. We will forward this feedback to our team. In case there is something we can help you with, please contact us at gethelp@betterme.tips. Kind regards, team BetterMe Meditation', 'modified': '2021-07-05T11:04:37Z'}",Jomazilla,False,2021-06-02 13:39:48,Annoying narration,2,"I don’t know how anyone can find that woman’s speech pattern relaxing or soothing. Terrible to listen to, and while the words she is speaking are good, she is robotic sounding and jarring. Awful.",betterme-calm-sleep-meditate,1363010081
"{'id': 18325963, 'body': ""Hello, Julie! We want to explain how other free apps work - there are many ads that distract you from working out, whereas our developers continuously work on BetterMe Meditation, and you will have free customer support. BetterMe Meditation app was created to cater to the needs of people who would like to learn meditation techniques. We invest a lot in the development and support of BetterMe. That's why we can't make it free, unfortunately. We hope this will help you form a better opinion of BetterMe - and stay tuned for updates! Kind regards, Team BM"", 'modified': '2020-10-07T12:13:17Z'}",JulieBear61,False,2020-10-05 21:54:12,This is not a free app,1,You can’t do anything with this app unless you pay. So why not just say the cost in the App Store? Why do I have to load it on my phone and then pay? Seems suspicious.,betterme-calm-sleep-meditate,1363010081
"{'id': 15488316, 'body': ""Hello!\nWe are sorry for the issues you've faced.\nPlease note that the users are not charged by us but rather by the respective platforms they’ve obtained the app from.\nBetterMe is linked to your App Store account, and we do not handle refunds, nor do we settle money-related disputes. App Store uses card details connected to your Apple ID account. We do not have access to any of your payment information. \nPlease contact Apple directly to request a refund: https://support.apple.com/HT204084 \nWe hope this information is helpful and let us know if you have any further inquiries."", 'modified': '2020-05-22T09:32:00Z'}",unbiased Carpenter,False,2020-05-22 00:02:31,Misleading pricing,1,I just figured out I was charge $70 for this app I was under the impression it was monthly. As soon as I figure out how to get my money back i’ll give you a fair rating,betterme-calm-sleep-meditate,1363010081
"{'id': 21625071, 'body': 'Hello! We sincerely apologize for such inconvenience. Would you please\xa0provide us with the 6-7-digit number of the email you have received in auto-reply? We will get back to you shortly and gladly review your case closer. Looking forward to your reply. Kind regards, team BetterMe\xa0Meditation', 'modified': '2021-03-13T07:46:03Z'}",23233334,False,2021-03-11 21:20:07,Bad costumer service,1,Very disappointing when you sign up and cancel but are still being charged everyweek. I have emailed and no response,betterme-calm-sleep-meditate,1363010081
"{'id': 20738597, 'body': 'Hello! We apologize for any confusion and inconvenience caused. Would you please text us at gethelp@betterme.tips so that we could check whether everything is set up properly in your profile? It would be really great to hear from you back. Kind regards, Team BetterMe Meditation', 'modified': '2021-01-29T19:12:40Z'}",roxy5400,False,2021-01-17 18:33:28,Don’t download this app!,1,This app is keep charging money from your account! It shows that 9.99 per month but it charged three times in a month!,betterme-calm-sleep-meditate,1363010081
"{'id': 20055069, 'body': ""Hello! We can see how frustrating it must have been for you. We do our best to satisfy our clients' needs! Would you kindly reply to this review with the number of your e-mail? We will try to fix it straight away! Will be waiting for your reply! Kind Regards, Team BetterMe Meditation"", 'modified': '2020-12-29T06:26:11Z'}",lizstuckindc.,False,2020-12-27 13:46:41,BEWARE!!,1,Do not get this item.  I paid for the trial and then weekly they were removing $9.99 a WEEK.  They don’t respond to emails and will not work with you to cancel and refund the charges that were not authorized.  THIS IS A SCAM- DO NOT SIGN UP FOR ANY OF THEIR PRODUCTS!,betterme-calm-sleep-meditate,1363010081
