developerResponse,isEdited,date,title,review,userName,rating,app_name,app_id
,False,2020-12-23 06:14:03,This is good,"This app makes me accountable for my feelings and I can use it any time.  I haven’t upgraded it yet, waiting for a paycheck.  But as far as I can tell this is great",jenenanel11,5,sanvello-anxiety-depression,922968861
"{'id': 18201466, 'body': '🙌 Very useful review!  Thank you. ', 'modified': '2020-09-30T16:58:25Z'}",False,2020-09-29 12:42:19,Very useful tool,I’ve only been using for 3 days but I find the ability to address negative thoughts and ways of thinking great.,Notreallyareviewwriter,5,sanvello-anxiety-depression,922968861
,False,2021-03-25 02:02:54,Cool App,"I don’t think of my self as super anxious or depressed, but I love that this app helps me monitor and think about that. It can be easy for me to get into a rut and ignore my mental health. Fortunately, this app checks in with me :)",spham14,5,sanvello-anxiety-depression,922968861
"{'id': 22200226, 'body': 'Thank you for your feedback, we apologize that the scoring metrics for the weekly assessments were not helpful for you. I will share this feedback with our product team for them to look into further. Please contact us at info@sanvello.com if you have any other recommendations on how we can improve.', 'modified': '2021-04-12T19:27:51Z'}",False,2021-04-09 12:29:32,The scoring is upsetting,"Being primed for achievement-centered thinking since I was a small child is probably part of why I have anxiety in the first place. As a result, I found the scored assessments very triggering. I know that I’m depressed and have low resilience — but seeing it as a numeric score on an app I’m using to feel better was not helpful for me.",75748291,2,sanvello-anxiety-depression,922968861
,False,2020-04-22 23:51:10,Amazing advice in the app,I was very anxious few days ago. This app helped me navigate my low feelings and turn them into positive feelings. I’m so happy I have this a try.,preeti tibrewala,5,sanvello-anxiety-depression,922968861
"{'id': 13696647, 'body': 'Thank you for taking the time to write this review. We are truly honored you have chosen Sanvello. Please do not hesitate to reach out to us at info@sanvello.com if you ever have any questions. Have a great day!', 'modified': '2020-02-25T15:43:09Z'}",False,2020-02-25 02:19:23,Im a doubtful person,Im normally doubtful about trusting an app with helping with my depression but it helps me communicate with my wife like i could never do on my own and the meditation really helped me,Maggot #1414,5,sanvello-anxiety-depression,922968861
"{'id': 13162362, 'body': ""Thank you for your 5-star review! We are grateful you love that it is easy to use the app. If you have any questions or additional feedback please don't hesitate to reach out to us at info@sanvello.com. Have a great day!"", 'modified': '2020-01-28T15:24:35Z'}",False,2020-01-27 22:07:25,Very sleek and amazing interface,What I love about this app is how easy it is to use. The tools I want to use are all there and clear and I don’t get lost tapping screens.,Barlito95,5,sanvello-anxiety-depression,922968861
,False,2021-01-19 17:02:10,Download this app :),I have been using Sanvello for a few months now and it helped me a lot with my depression and anxiety so I recommend downloading this app :),fun about this app,5,sanvello-anxiety-depression,922968861
,False,2020-04-03 04:27:34,Thank you for the free premium during the CORVID crisis.,"My mental health has always been rocky but I feel like I’ve been losing my mind, locked away like an animal. Thank you.",x Rachel Rae x,5,sanvello-anxiety-depression,922968861
,False,2020-07-24 18:00:06,thankful for Mary is trying to help me do!.,"Looking forward to the days activities and opportunities.
In fact, I m already feeling a bit better by just being","USAF pilot, Steve",4,sanvello-anxiety-depression,922968861
,False,2020-05-01 20:28:53,I’m sure how to utilize all it’s features,I  having a hard time with the app. It doesn’t seem to have explanations of how to use it properly. I would like to utilize all its features but I can not figure it out. Is there any instructions?,suziev23,3,sanvello-anxiety-depression,922968861
"{'id': 18651713, 'body': 'Great review!  Thank you.😃', 'modified': '2020-10-22T21:58:12Z'}",False,2020-10-18 23:32:16,Great!,"i really like this app so far. it can help with mental health if you are going through stuff, or just need to get your things in order! great app!",O really now,5,sanvello-anxiety-depression,922968861
,False,2020-07-04 19:54:11,My go to,This app helps me when nothing else can. I am so thankful I found this and so happy that premium is free because of covid right now.,Heduhh,5,sanvello-anxiety-depression,922968861
,False,2020-06-30 03:43:14,Life saver,"For someone who has worked on their mental health a long time, this app is perfect as a middle ground between therapy and having no professional support.",hog dad,5,sanvello-anxiety-depression,922968861
,False,2020-06-06 03:36:53,Utopia,"This app is beautiful.
I love that it gives articles, you can chat in communities  and you can check in to monitor your feelings and so much more! Love it!",RoseandKellie,5,sanvello-anxiety-depression,922968861
,False,2021-05-22 15:13:18,Amazing,Only two days in and already feel so much more relaxed as I have so much stress and depression. Highly recommend,Jdjdbdbdudxnxndndnnd,5,sanvello-anxiety-depression,922968861
,False,2020-06-08 21:40:12,Great first impression,"Love it so far, been using it just today and already can see it becoming a part of my daily life.",keylan7,5,sanvello-anxiety-depression,922968861
"{'id': 19252597, 'body': 'Thank you for the feedback, we are sorry that it was not the experience you were looking for. The good news is that we are currently working on updates and a web release that will address some of these concerns, and that should be announced very soon! ', 'modified': '2020-11-20T21:20:46Z'}",True,2021-03-11 18:17:32,Fast food of mental health,"Simply put, this app will increase anxiety and depression - not reduce it. Customer Service is horrible and fees are very high for telehealth. They never provided me the promised psychiatrist, charged me for sessions I never had, and there technology is loaded with bugs. Too many other helpful options than dealing with this money-hungry corporation who cheat their clients.",budm108,1,sanvello-anxiety-depression,922968861
"{'id': 19759763, 'body': 'Hi there, thank you for your review. We apologize that you are having trouble setting up your insurance for a telehealth visit, please do contact us at info@sanvello.com so we can look into this for you!', 'modified': '2020-12-14T19:23:18Z'}",False,2020-12-12 13:15:07,Great but I’m concerned it doesn’t update,It asked for all my insurance details to request a therapy appointment but doesn’t load the list of therapists even after I removed all filters,Mtee23,4,sanvello-anxiety-depression,922968861
,False,2021-03-05 17:16:31,Helps A Lot,The app helps me relax and take control of my anxiety. I have noticed a difference in the few days I I have used the app.,realreview1010,5,sanvello-anxiety-depression,922968861
,False,2020-04-26 04:07:04,Life Changing App,It hasn’t been a week since I started using the Sanvello App.  I absolutely love it!  I feel better about myself and enthusiastic about using the app.  THANK YOU SANVELLO!,Marie_sol,5,sanvello-anxiety-depression,922968861
,False,2020-03-29 02:30:01,Excellent app. You won’t regretted,"It taught me a lot of things and how to overcome, most of my issues. Still working to improve them. I",MorSun1031,5,sanvello-anxiety-depression,922968861
,False,2020-12-25 16:02:49,Well laid out app,Everything is great. Only ask is that you can go back during a journey to reread the info.,JazzyFrazz,5,sanvello-anxiety-depression,922968861
,False,2020-08-03 22:14:53,Therapeutic and Helpful,"My current therapist recommended this app. It provides a structure and clear plan to helping you become more mindful, happy, and present.",Pocky hen,5,sanvello-anxiety-depression,922968861
,False,2020-06-22 18:12:17,Free Premium,"The app was great as it is. I never had premium and now with COVID, the app providing premium for FREE is beyond me. I’m so thankful! You are all doing a phenomenal job with the creation of this app. Thank you so much!",zainabmaliki,5,sanvello-anxiety-depression,922968861
"{'id': 22287715, 'body': ""Thanks for your review, we really appreciate your kind words and we're so glad to hear that Sanvello has been beneficial in handling your depression! Please contact us at info@sanvello.com if you ever have any questions or feedback on how we can improve even more going forward."", 'modified': '2021-04-16T15:31:52Z'}",False,2021-04-12 17:52:45,Sanvello,Sanvello is absolutely wonderful. I would definitely recommend. Sanvello has really helped my depression and I feel like I have someone.,"Hello, peoples!",5,sanvello-anxiety-depression,922968861
"{'id': 18651630, 'body': 'Thank you for your ⭐⭐⭐⭐⭐review. We are happy to be a part of your journey. ', 'modified': '2020-10-22T21:50:32Z'}",False,2020-10-12 03:45:56,Amazing app!,Honestly the everyone in the community chats are so kind I have bad anxiety and everyone on the app helps me with it a lot I highly suggest downloading,cat and dog player,5,sanvello-anxiety-depression,922968861
"{'id': 22269456, 'body': 'Coaching is currently offered in the United States, however, our Guided Journeys and self-help resources are available to everyone! Please check out the robust selection of tools, meditations, and content in the app. We can be reached at info@sanvello.com if you have any questions about these features, or feedback.', 'modified': '2021-04-15T21:05:49Z'}",False,2021-04-05 05:30:57,Coaching doesn’t work in my area,It seems that because coaching is not available in my area a large part of the application is not relevant,Kikoface123,4,sanvello-anxiety-depression,922968861
,False,2020-02-11 12:32:33,Useful Tools,Customizable with coaching and community available if/when you need them.,ehsjfjfhsus,5,sanvello-anxiety-depression,922968861
"{'id': 16963752, 'body': 'Thank you for the feedback!  Our team is taking notes. ', 'modified': '2020-07-29T21:51:23Z'}",False,2020-07-26 03:30:03,Suggestion,"I love using the app, but I think it would be better if you allowed the users to be able to have more then just 3 assessments.",cris🤙,4,sanvello-anxiety-depression,922968861
,False,2021-01-29 18:00:08,Great,I’ve only used it for  like an hour but I already really like it. I don’t have premium but it is still great,1234567890qwertyfan,5,sanvello-anxiety-depression,922968861
,False,2020-07-24 12:49:45,The App is very glitchy,"Keeps getting stuck, some videos have issues playing with sound. Content is good though. I had to restart it multiple times.",frilic,3,sanvello-anxiety-depression,922968861
,False,2020-04-21 13:34:54,"Great app, but little glitchy",The app it’s great it guides you and makes you feel at relax and more concentrated. Once in a while you find glitches not a big deal...,mac_geek50,4,sanvello-anxiety-depression,922968861
,False,2020-04-15 19:33:46,Supplemental Health Aid,"So far it’s been pretty good for me. It’s a place to go to find relaxation and clarity of mind. The meditations have been pleasant and effective. Am pretty new to it, like a couple of weeks, but it has helped.",Braingametryer,4,sanvello-anxiety-depression,922968861
,False,2020-06-26 12:52:18,Thoughts are just thoughts,Thoughts are just thoughts and we don’t have to get attached to them was just one example of a simple insight gained from this app.,IsaySoFirstBorn,5,sanvello-anxiety-depression,922968861
,False,2021-04-02 05:33:44,"Best free service so far, would recommend",Relaxed me with first experience after a harsh breakup. Would recommend to my younger self!,Nickironii,5,sanvello-anxiety-depression,922968861
,False,2021-02-28 03:46:44,Depression,"This app is going to get me though COVID-19 I’ve been on it for a couple days but I feel 
Better some. Your not alone here.",feco#5,5,sanvello-anxiety-depression,922968861
,False,2020-05-22 08:16:50,Great job i feel like i’m finally getting over my mental health thank you so so much for this app,i feel,Dgirlunderurbed,5,sanvello-anxiety-depression,922968861
"{'id': 17406523, 'body': 'That is strange!  We would love to help.  Please contact us at info@sanvello.com for assistance.  (Also,  please make sure you have the latest iOS version on your iPad.)  😊  ', 'modified': '2020-08-20T22:17:04Z'}",False,2020-08-18 20:56:21,Glitchy. No landscape view.,I’ve had this app for 5 minutes and keep getting error messages when trying to take the weekly survey and the iPad version doesn’t rotate to landscape view. Wow. What a poorly designed app. I can’t even speak to the services because I can’t even get it the app to work properly.,Lilac Mess,1,sanvello-anxiety-depression,922968861
"{'id': 13230087, 'body': 'Wow! Thank you for taking time to provide feedback with just your initial usage. We really appreciate it. We are thankful you find it very helpful so far too. If you ever have any questions, please reach out to us at: info@sanvello.com. Thank you! ', 'modified': '2020-01-31T22:47:51Z'}",False,2020-01-31 16:13:33,Very enjoyable and helpful!,"I’ve only just recently started using this, but find it very helpful so far.",Rosie6345,5,sanvello-anxiety-depression,922968861
,False,2020-04-15 13:18:32,"Great for logging, but videos don’t work",I like that the app asks me how I’m feeling and gives me the opportunity to check in. But the videos rarely play correctly. And it’s a bit unclear what I am supposed to be doing,Sbakon,3,sanvello-anxiety-depression,922968861
,False,2020-12-11 01:40:15,10/10,I have only been using this app a couple days and it’s helped me deescalate from panic attacks.,neptune 8,5,sanvello-anxiety-depression,922968861
"{'id': 23204200, 'body': 'At Sanvello we really believe in the right level of care at the right time. If we find that a client would benefit from services outside our scope of practice, we communicate our recommendations and discontinue services. We do apologize for these sometimes unexpected and abrupt changes. 📌Based upon your feedback, our team will certainly examine ways to improve the transition process moving forward. Thank you for sharing your thoughts.  Please email us at info@sanvello.com if you have additional questions or if you would like to discuss this situation in more detail.', 'modified': '2021-06-04T18:59:31Z'}",False,2021-06-03 01:08:07,It’s like chat bots,My employer pays for this service. I just had them pause my coaching and completely turn it off in the app without telling me. I had to email them to find out. They said they were pausing coaching while I sought treatment. It’s ridiculous to think I can’t manage both.,BAD45ACP,1,sanvello-anxiety-depression,922968861
"{'id': 22539803, 'body': ""We're so glad to hear Sanvello is helping to make you more aware of your emotions!😃 If you ever have any feedback or questions about those features, or the app itself, please reach out to us at info@sanvello.com."", 'modified': '2021-04-29T18:21:28Z'}",False,2021-04-26 01:35:58,Good reminder,This app asks me how I am doing several times a day which makes me aware of how I am dkoand can then hang onto the feeling or change it. Lots of good features.,Gkthrock,4,sanvello-anxiety-depression,922968861
"{'id': 19860457, 'body': 'Hi there, thank you for your review! We appreciate the feedback, however there actually is a ""Journal"" feature within the app! Please do contact us at info@sanvello.com and we can walk you through the process of accessing that feature.', 'modified': '2020-12-18T17:59:33Z'}",False,2020-12-17 04:35:18,Review,I like the app I just wish there was like a place to vent like a journal and i dont like how you have to like pay or sign up for stuff and there should be games.,TJ_24E,4,sanvello-anxiety-depression,922968861
,False,2020-12-02 13:11:45,Review,This app is so helpful when my depression sets in. It has some good tips and techniques to use if you are very anxious like me. This app really works!!❤️❤️,breanna faye,5,sanvello-anxiety-depression,922968861
"{'id': 18651643, 'body': '😎  Thank you for your review. ', 'modified': '2020-10-22T21:51:31Z'}",False,2020-10-12 13:27:43,"Easy, practical steps",Sanvello provides easy and practical steps that make a difference,Seacdk,5,sanvello-anxiety-depression,922968861
,False,2020-03-28 13:17:02,Awesome,This app has helped me so much with anxiety and it has no cost I love it so much and I highly recommend it to anyone 13 and older,Kupborgdebos,5,sanvello-anxiety-depression,922968861
"{'id': 18357243, 'body': 'Thank you for your ⭐⭐⭐⭐⭐review.   If you have suggestions for how we can improve, please reach out to info@sanvello.com', 'modified': '2020-10-08T19:06:27Z'}",False,2020-10-03 20:38:29,Best Therapy Ever,I’ve been going through a lot and this app has a lot of tools to help me get through the tough times,Lthompson101,5,sanvello-anxiety-depression,922968861
"{'id': 19153527, 'body': 'Thank you for your feedback. I will make sure our product team is aware of this request.  As a mental health app, we are always looking for ways to improve accessibility and reduce barriers to treatment. If changing the view improves your experience, we want to know.  😉', 'modified': '2020-11-17T05:29:22Z'}",False,2020-11-06 06:59:55,Difficult to use with iPad,I would use this app more consistently if I could turn my iPad to the side so I can use my external keyboard. It’s a small thing that would make a huge difference to me.,bja2008,3,sanvello-anxiety-depression,922968861
,False,2020-05-11 04:37:46,Well designed and easy to use,It’s a solid app for tracking your life.,Jack DeVille,5,sanvello-anxiety-depression,922968861
,False,2021-05-25 03:26:15,Great Mental Wellness App,This app has a great layout and makes it easy to get into small and simple steps to improve your mental wellness,Blakester71,5,sanvello-anxiety-depression,922968861
,False,2020-12-23 08:18:58,This seems like it would help a lot.,The sad thing is they don’t take my insurance.,Donald trumpp,5,sanvello-anxiety-depression,922968861
"{'id': 22104829, 'body': 'Thanks for your review, we are thrilled to hear that Sanvello has been a helpful tool in reducing your anxiety! Please send us an email at info@sanvello.com if you ever have any questions or recommendations for Sanvello moving forward.', 'modified': '2021-04-07T16:29:02Z'}",False,2021-04-05 05:25:47,This is one of the best apps I’ve ever downloaded,It’s helped me calm and focus on noticing my anxiety and how to eliminate the feeling of being anxious all the time ☺️,Cheshirecat_83,5,sanvello-anxiety-depression,922968861
"{'id': 23028349, 'body': 'Thanks for your review, we apologize that the self-care tools, Guided Journeys, and therapist selection were not able to provide what you were looking for. Our tools, Journeys, and therapy sessions are based on the principals of Cognitive Behavioral Therapy and are clinically proven to be effective in dealing with depression, anxiety, and stress. Please contact us at info@sanvello.com if you have any additional questions or feedback.', 'modified': '2021-05-26T16:31:41Z'}",False,2021-05-24 14:31:41,An app for fueling neurosis,"Underwhelming, non-accommodating, focusing on extrapolating mental health based on reductive questions a la Meyers-Briggs, or presenting conventional narratives about popular mental health diagnoses (encouraging false positives, an endemic problem in this supposedly science-based space.) Dismal selection of therapists that schedule you weeks out (not close to “on demand” as they purport.) Waste of time and money, and I got this app for free.",dispcuuwnwnf,1,sanvello-anxiety-depression,922968861
,False,2021-03-31 14:20:18,Best mental Heath app ever,I love this app it really is amazing it has all the thing to make my mental Heath on the right level and I can talk to people anomalously about my feelings.❤️😄,TeganRileyDrawzz,5,sanvello-anxiety-depression,922968861
"{'id': 20411203, 'body': 'Thank you for the review, we are happy to hear that Sanvello has been helpful in handling your stress!😊 Please do contact us at info@sanvello.com if you ever have any questions or feedback on how we can improve your experience even more!', 'modified': '2021-01-14T20:29:16Z'}",False,2021-01-13 15:22:54,Amazing app,I feel amazing after just a week. Definitely recommend if stressed out.👍👍👍,MJ_30985,5,sanvello-anxiety-depression,922968861
"{'id': 17897200, 'body': 'Thank  you for your ⭐⭐⭐⭐⭐ review! ', 'modified': '2020-09-15T20:33:49Z'}",False,2020-09-13 05:11:11,New User Love This App!!,This was recommended to me on The Patreon site for Cimorelli and I just started using this app but I already love it!! Check it out 😊,Kliopuuus,5,sanvello-anxiety-depression,922968861
,False,2020-12-23 14:10:49,Thank you,I have been using this app for a week. It already helps me feel more calm. I struggle with anxiety and depression. I find this program helps me🌞,VKGA73,4,sanvello-anxiety-depression,922968861
"{'id': 17897210, 'body': '#worthIt.  Thank you for your review.', 'modified': '2020-09-15T20:34:31Z'}",False,2020-09-12 17:14:19,Really great app,Was looking for an app around CBT and found this. There’s a ton of value even in the free version. Worth downloading for sure.,Jetrunner007,5,sanvello-anxiety-depression,922968861
"{'id': 13088160, 'body': 'Hi there, thank you for your review! We are honored you have chosen Sanvello. We hope to continue to make it a wonderful experience. Please do not hesitate to reach out to our info@sanvello.com with additional questions or comments you may have. Thank you!', 'modified': '2020-01-23T20:46:51Z'}",False,2020-01-23 13:08:50,Wow! So diverse!,"There is so much help here, so much going on with this app. What a wonderful experience it has been and will continue to be.",claypruzinsky,5,sanvello-anxiety-depression,922968861
,False,2020-04-29 05:25:20,Sanvello,"I haven’t been on this app long ,using it really truly help me w/ the “heavy” weigh on my shoulders, it helps in so many different ways I can’t even begin to explain.",CommonSenseduhh,4,sanvello-anxiety-depression,922968861
,False,2020-06-14 07:06:26,Rate your service,Very helpful and informative! I really appreciate this type of service!,Pesnutt,5,sanvello-anxiety-depression,922968861
,False,2021-06-19 19:31:35,Amazing,This app is great in every aspect. Honestly makes you feel like you have a friend.,JayTowerz74,5,sanvello-anxiety-depression,922968861
,False,2020-11-19 03:54:59,Very helpful,This app really helps me wind down I feel like I can be open and feel safe on here,notanoodle,5,sanvello-anxiety-depression,922968861
,False,2020-11-08 19:13:04,Great support after having been in therapy for years even!,"Love that the app bases its approach on CBT therapy, and is an amazing tool to use in sync with my ongoing psychotherapy.",mamabearmcln,5,sanvello-anxiety-depression,922968861
"{'id': 17767395, 'body': 'FABULOUS TESTIMONIAL!  Thank you. ', 'modified': '2020-09-08T22:45:43Z'}",False,2020-09-02 13:55:11,Great tools for mental wellness!,I am a therapist as well as someone who struggles with anxiety. This is a great and useful app that I recommended to many clients. Thank you for developing it!,FatJon915,5,sanvello-anxiety-depression,922968861
"{'id': 13564149, 'body': 'Thank you for taking the time to write this review! If you ever have any questions, please feel free to reach out to us at info@sanvello.com. Have a great day!', 'modified': '2020-02-18T16:41:51Z'}",False,2020-02-18 00:53:59,Helpful,Non biased or judge mental- better than going to many professionals- real tools you can use.,Gamerdude445,5,sanvello-anxiety-depression,922968861
,False,2020-01-23 03:30:07,Love it,I love this app! Really helps me track my mood and gives me a great community! I would totally recommend it!,Savvy385,5,sanvello-anxiety-depression,922968861
"{'id': 13082849, 'body': 'We are sorry you are unable to fully utilize the app after multiple attempts. If you can reach out to us at info@sanvello.com we can look into this further for you.', 'modified': '2020-01-23T14:45:07Z'}",False,2020-01-23 03:59:05,Good but the insurance issue,"My employer covers this through our insurance. However, I’ve tried a dozen times and it does not work. Disappointed to not get the full experience.",cspie1077,3,sanvello-anxiety-depression,922968861
,False,2021-04-02 22:13:38,Very helpful,I find this app to be very helpful in giving me tools that I can use on a daily basis.,Eh42,5,sanvello-anxiety-depression,922968861
,False,2020-08-06 01:25:26,This helped me so much,"This app has helped me with my anxiety a lot. And if you have depression anxiety, Etc this is the app for you.",whoopsidk,5,sanvello-anxiety-depression,922968861
,False,2020-05-14 02:42:53,Reflection,I appreciate the reminder to reflect on things to make my life better and more rewarding,MJax69,5,sanvello-anxiety-depression,922968861
"{'id': 15085413, 'body': ""Hi, have you tried ensuring that your phone is not in silent mode for the video audio? We've seen this a few times and this has been the problem in each case so far.\n\nAs for the bugs, we are regularly releasing fixes and try to make sure everything is working as best as possible. Could you let us know what you're seeing at info@sanvello.com and we'll look into it?"", 'modified': '2020-05-04T16:21:44Z'}",False,2020-04-27 16:48:16,Amazing but buggy,"I love this app for all of its features. Works wonderfully but the app is super buggy. Randomly crashes, videos won’t play audio and will then close out.",pandamayeux,3,sanvello-anxiety-depression,922968861
"{'id': 18357307, 'body': 'We are thrilled that you find the app helpful!  We want everyone feeling better. ', 'modified': '2020-10-08T19:10:15Z'}",False,2020-10-05 19:34:36,review ✔️,I think this app is very helpful lol. I feel like im venting to someone since i dont have anyone to go to for my problems lol.🧍🏽‍♀️,sharon🧍🏽‍♀️,5,sanvello-anxiety-depression,922968861
"{'id': 17767414, 'body': 'Thank you!  We are proud of the work we are doing and it is wonderful to know that it resonates with so many people. ', 'modified': '2020-09-08T22:48:32Z'}",False,2020-08-31 12:07:47,Things it is good for,It is very good It helps you with what you are going through and calmed you down q,dvhdrujhfrghjbfd,5,sanvello-anxiety-depression,922968861
,False,2020-06-25 18:51:14,So useful,It’s really helped me but idk when what I’m gonna do when they stop with the free premium,whatdouwantfromme2,5,sanvello-anxiety-depression,922968861
,False,2020-06-16 03:34:44,Lots of help!,This app helped me thru a really hard time of severe anxiety and also helps maintain my mental health currently. Thank you so much,Mrs. Allivato,5,sanvello-anxiety-depression,922968861
,False,2021-05-14 06:19:56,Life changing,Don’t hesitate to download this app! It has helped me tremendously with my anxiety. I feel so much more confident,kobe090909,5,sanvello-anxiety-depression,922968861
,False,2020-12-12 02:57:48,Amazing,I love this app so much. It makes me focus on what I am feeling and how to help myself feel better,Cassjellis,5,sanvello-anxiety-depression,922968861
"{'id': 20411183, 'body': 'Thank you for your review, we are glad you are enjoying Sanvello! I will share your feedback about the length of sleep meditations with our product team for them to consider in future releases of the app. In the meantime, please do email us at info@sanvello.com if you ever have any questions or additional feedback!😊', 'modified': '2021-01-14T20:27:17Z'}",False,2021-01-13 14:28:42,Great app,I really enjoy the meditation and I wish the sleep ones were longer. However I like the check ins and guided meditations.,Melanthica,4,sanvello-anxiety-depression,922968861
"{'id': 18651709, 'body': '😍 ""Progress"", ""Confidence"", ""Love"" --   Great words for a mental health app review.  Thank you!', 'modified': '2020-10-22T21:57:28Z'}",False,2020-10-18 17:51:30,Sanvello meditation app,This mediation app involves progress and confidence I use this app almost every day and track my mood and do guided meditation I love this app,Yo.owl22,5,sanvello-anxiety-depression,922968861
,False,2020-02-14 05:38:40,Defusing anger,This was a good meditation for me. It made me pinpoint some of my feelings that I wasn’t aware that I had. I will listen again tomorrow. Thanks so much. Sissy,McCecelia,5,sanvello-anxiety-depression,922968861
"{'id': 12689500, 'body': 'Hi there, thank you for your comments! We hope the app continues to help you. Please do not hesitate to reach out to our info@sanvello.com with additional questions or comments you may have. Thank you!', 'modified': '2020-01-02T15:01:08Z'}",False,2020-01-01 10:53:28,UNBELIEVABLE,This app is amazing so far I would recommend this to anyone who has anxiety. The app is helping me and I am very proud of myself I would TOTALLY RECOMMEND 👌🏼,bdicxh,5,sanvello-anxiety-depression,922968861
,False,2021-05-22 12:58:35,Love it,This apps has gotten me interested in journaling about my feelings not just in the app but on paper.,jisoo_rabbit,5,sanvello-anxiety-depression,922968861
,False,2021-03-31 00:10:38,Great!,This helped me so much on the way I feel and I will continue to use it .!,drzryvibycy,5,sanvello-anxiety-depression,922968861
,False,2021-03-15 15:39:56,Awsome,John green has done it again! Helping people in need in ways we didn’t even know existed! Garden Marcus is awsome too!,Jack050525,5,sanvello-anxiety-depression,922968861
,False,2021-02-01 22:08:03,Helped my clinical depression,The free Sanvello App has helped my clinical depression so much! I hope it helps you as much as it has helped me.,Die Hard Dan,5,sanvello-anxiety-depression,922968861
"{'id': 16836897, 'body': 'Hi there! These crashes were related to the Facebook SDK issue that caused many iOS apps to crash. It has since been resolved by Facebook, and Sanvello has resumed working normally.', 'modified': '2020-07-23T17:52:26Z'}",False,2020-07-10 11:10:42,No longer opens,The app won’t open any longer.,solsgehwudibe,5,sanvello-anxiety-depression,922968861
"{'id': 17106145, 'body': 'Thank you for your feedback. The protection and security of your personal health information is our priority. Given this, two additional steps are required for those accounts that have sponsorship or have utilized specialized services. These steps ensure that Sanvello is HIPAA compliant. Once those steps are completed, the account and ALL the associated data are deleted. To take the steps to delete your account, please reach out to info@sanvello.com and we would be happy to assist. ', 'modified': '2020-08-05T20:53:29Z'}",False,2020-08-04 23:07:51,Impossible to delete,"“Impossible to delete “ is the last thing I want associated with an app with personal info....  I would NOT recommend this app, but if you are going to use it, be ready for all of your info to ... exist forever I guess? Or have them lose it?",Impossible to Delete,1,sanvello-anxiety-depression,922968861
"{'id': 14144277, 'body': 'You are so very welcome! Thank you for being a part of this community. Remember, alone we are strong, but together we are Sanvello Strong. Never hesitate to shoot us a note at: info@sanvello.com. All the best, your Sanvello Team.', 'modified': '2020-03-20T14:39:12Z'}",False,2020-03-20 01:50:28,Awesome app,They are giving free access to premium during this vivid out break. What an amazing thing to do.,Lanibelle310,5,sanvello-anxiety-depression,922968861
"{'id': 15085298, 'body': 'Hi, we absolutely understand, which is why we\'re a little confused as well. Could you let us know where you see references to ""illness"" or ""issues?"" We actually put in a lot of effort to avoid being judgmental. And you are correct, the app is not a therapist, nor do we try to be. The weekly assessments are intended to help you understand how you\'re progressing in your mental health journey, as opposed to applying a label. We certainly don\'t make any attempts to diagnose mental health issues, just to help people manage their stress, anxiety, or depression.', 'modified': '2020-05-04T16:15:27Z'}",False,2020-04-28 13:35:44,Annoyed with wording,"I really don’t like that this app labels me as having an “illness” and “behavioral health issues”. This app is not a therapist. I just want to help track my emotions, not be asked degrading questions when it does not even truly know me.",KJZeppelin,2,sanvello-anxiety-depression,922968861
"{'id': 13107311, 'body': ""Thank you so very much for taking the time to write this review. We appreciate you commenting on a few of the features that make the app great. If you have any questions or additional feedback please don't hesitate to reach out to us at info@sanvello.com. Have a great day!"", 'modified': '2020-01-24T22:16:11Z'}",False,2020-01-23 21:56:03,highly recommend,"this app is great for many reasons. one being you can set goals on there to stay focus. second, you can have your own private self awareness journal on there that can help you get your ideas out. lastly, no one has access to your data. it’s secured.",AbeGonzalez,5,sanvello-anxiety-depression,922968861
"{'id': 22639011, 'body': 'Thanks for your review and your feedback on the narrators and meditations, I will absolutely share your feedback with our product team for them to consider in future updates and releases. Please contact us at info@sanvello.com if you ever have any questions or additional recommendations for us going forward.', 'modified': '2021-05-05T19:18:19Z'}",False,2021-05-03 04:40:22,Very valuable tools but the meditations,Could use some different narrators rather than just one. The ability to rewind or forward would be great on the meditations. Great support in Sanvello Community. Lots of journaling.,sorry postmates,3,sanvello-anxiety-depression,922968861
,False,2020-06-14 22:27:45,Review,I enjoy the exercises but wish the coaching was more affordable for me. I struggle periodically & could use some 1 on 1 help.,jbshocks,5,sanvello-anxiety-depression,922968861
"{'id': 17566246, 'body': 'Hi there! Thank you for your feedback. There is a promotional ""tile"" on the home screen of the app right now. Simply tap it and sign up. 😊  If you have additional questions, please reach us at info@sanvello.com', 'modified': '2020-08-28T18:26:23Z'}",False,2020-08-27 13:35:04,App not working,I received an email for a two week subscription and have not been able to get into the app. It goes blank and I’ve deleted the app and refreshed my apps and still nothing,Runway2009,2,sanvello-anxiety-depression,922968861
,False,2020-04-25 19:50:12,Okayyyyyyy!,I’ve had this app for about three days and it has been fantastic!,Abpina98,5,sanvello-anxiety-depression,922968861
,False,2020-03-25 19:09:03,Thank you,I don’t review anything. But I’m so grateful for this program I had to write. Thank you.,Uly2144,5,sanvello-anxiety-depression,922968861
